Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,1shot_claude_LLM_Clarity_Rating,1shot_claude_LLM_Completeness_Rating,1shot_claude_LLM_Consistency_Rating,1shot_claude_PSNR,1shot_claude_RMSE,1shot_claude_SAM,1shot_claude_SRE,1shot_claude_SSIM,1shot_claude_UIQ,repo_url,summary_token_count,1shot_deepseek_LLM_Clarity_Rating,1shot_deepseek_LLM_Completeness_Rating,1shot_deepseek_LLM_Consistency_Rating,1shot_deepseek_PSNR,1shot_deepseek_RMSE,1shot_deepseek_SAM,1shot_deepseek_SRE,1shot_deepseek_SSIM,1shot_deepseek_UIQ,1shot_gpt_LLM_Clarity_Rating,1shot_gpt_LLM_Completeness_Rating,1shot_gpt_LLM_Consistency_Rating,1shot_gpt_PSNR,1shot_gpt_RMSE,1shot_gpt_SAM,1shot_gpt_SRE,1shot_gpt_SSIM,1shot_gpt_UIQ,agent_claude_LLM_Clarity_Rating,agent_claude_LLM_Completeness_Rating,agent_claude_LLM_Consistency_Rating,agent_claude_PSNR,agent_claude_RMSE,agent_claude_SAM,agent_claude_SRE,agent_claude_SSIM,agent_claude_UIQ,approach_claude_LLM_Clarity_Rating,approach_claude_LLM_Completeness_Rating,approach_claude_LLM_Consistency_Rating,approach_claude_PSNR,approach_claude_RMSE,approach_claude_SAM,approach_claude_SRE,approach_claude_SSIM,approach_claude_UIQ,approach_deepseek_LLM_Clarity_Rating,approach_deepseek_LLM_Completeness_Rating,approach_deepseek_LLM_Consistency_Rating,approach_deepseek_PSNR,approach_deepseek_RMSE,approach_deepseek_SAM,approach_deepseek_SRE,approach_deepseek_SSIM,approach_deepseek_UIQ,approach_gpt_LLM_Clarity_Rating,approach_gpt_LLM_Completeness_Rating,approach_gpt_LLM_Consistency_Rating,approach_gpt_PSNR,approach_gpt_RMSE,approach_gpt_SAM,approach_gpt_SRE,approach_gpt_SSIM,approach_gpt_UIQ,fewshot_claude_LLM_Clarity_Rating,fewshot_claude_LLM_Completeness_Rating,fewshot_claude_LLM_Consistency_Rating,fewshot_claude_PSNR,fewshot_claude_RMSE,fewshot_claude_SAM,fewshot_claude_SRE,fewshot_claude_SSIM,fewshot_claude_UIQ,fewshot_deepseek_LLM_Clarity_Rating,fewshot_deepseek_LLM_Completeness_Rating,fewshot_deepseek_LLM_Consistency_Rating,fewshot_deepseek_PSNR,fewshot_deepseek_RMSE,fewshot_deepseek_SAM,fewshot_deepseek_SRE,fewshot_deepseek_SSIM,fewshot_deepseek_UIQ,fewshot_gpt_LLM_Clarity_Rating,fewshot_gpt_LLM_Completeness_Rating,fewshot_gpt_LLM_Consistency_Rating,fewshot_gpt_PSNR,fewshot_gpt_RMSE,fewshot_gpt_SAM,fewshot_gpt_SRE,fewshot_gpt_SSIM,fewshot_gpt_UIQ,zeroshot_claude_LLM_Clarity_Rating,zeroshot_claude_LLM_Completeness_Rating,zeroshot_claude_LLM_Consistency_Rating,zeroshot_claude_PSNR,zeroshot_claude_RMSE,zeroshot_claude_SAM,zeroshot_claude_SRE,zeroshot_claude_SSIM,zeroshot_claude_UIQ,zeroshot_deepseek_LLM_Clarity_Rating,zeroshot_deepseek_LLM_Completeness_Rating,zeroshot_deepseek_LLM_Consistency_Rating,zeroshot_deepseek_PSNR,zeroshot_deepseek_RMSE,zeroshot_deepseek_SAM,zeroshot_deepseek_SRE,zeroshot_deepseek_SSIM,zeroshot_deepseek_UIQ,zeroshot_gpt_LLM_Clarity_Rating,zeroshot_gpt_LLM_Completeness_Rating,zeroshot_gpt_LLM_Consistency_Rating,zeroshot_gpt_PSNR,zeroshot_gpt_RMSE,zeroshot_gpt_SAM,zeroshot_gpt_SRE,zeroshot_gpt_SSIM,zeroshot_gpt_UIQ
boxes_and_arrows,P2P,entire+,static,2WAY_Design,y,"DBs, APIs, sub-systems",general,bi,data_flow,n,y,n,high,n,n,,"maintainability, security",2WAY/Design,"rectangles, cylinders",,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8749,0.0161,89.8882,58.1532,0.6784,-0.0002,https://github.com/2WAY/Design/,578,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6456,0.0165,89.8758,58.023,0.6596,-0.0007,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0447,0.0177,89.8315,57.6542,0.6304,-0.0004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3296,0.0171,89.8536,57.8314,0.6098,0.0006,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2218,0.0171,0.0,57.7623,0.6527,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3866,0.0168,0.0,57.8418,0.7113,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.8406,0.0181,89.7249,57.4856,0.6526,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3308,0.0171,89.866,57.8157,0.6093,0.0011,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1958,0.0174,89.869,57.7572,0.6353,-0.0008,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.6861,0.0184,89.8458,57.4247,0.6276,-0.0054,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8271,0.0162,89.9149,58.144,0.6961,0.0012,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.4629,0.0167,0.0,57.8587,0.6088,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3015,0.0172,89.8494,57.8115,0.6447,0.0027
"icons_and_arrows, boxes",event-driven,entire+,"static, dynamic",microsoft_azure-realtime-fraud-detection,y,"DBs, technologies","deployment, performance","uni, bi",data_flow,n,y,n,high,n,y,,"performance_efficiency, functional_suitability",microsoft/azure-realtime-fraud-detection,"rectangles, icons",azure,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.4915,0.0133,89.3308,58.381,0.6434,-0.0028,https://github.com/microsoft/azure-realtime-fraud-detection/,729,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.6368,0.0586,21.5534,51.8594,0.0054,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.1392,0.0139,89.2933,58.173,0.577,-0.0001,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.6531,0.0131,89.3062,58.4445,0.5677,-0.0005,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.9675,0.0124,0.0,58.7345,0.6814,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.5546,0.0116,0.0,59.0925,0.6827,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.5823,0.0118,89.3581,59.0921,0.7101,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.9364,0.0127,89.2979,58.589,0.5707,-0.0007,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.2039,0.0155,89.2786,57.6745,0.6237,0.0,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.2071,0.0138,89.1573,58.1895,0.6449,-0.0035,,,,,,,,,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.8175,0.0128,0.0,58.5468,0.5562,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.4449,0.012,89.3373,58.8913,0.6363,-0.0015
"icons_and_arrows, boxes",publish-subscribe,entire,static,lkravi_kube8aws,y,"technologies, network_components","deployment, connectivity",uni,communication,n,y,n,medium,n,y,,"maintainability, reliability",lkravi/kube8aws,"rectangles, squares, icons","aws, kubernetes",,,,,,,,,,https://github.com/lkravi/kube8aws/,863,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4832,0.0134,88.2879,62.3054,0.5466,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6787,0.0131,88.2838,62.4063,0.5544,-0.0022,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6095,0.0132,88.3095,62.3708,0.5391,-0.0002,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7453,0.013,0.0,62.4063,0.5775,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6103,0.0146,0.0,62.0451,0.5616,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9852,0.0126,88.3329,62.6793,0.5828,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.81,0.0144,88.2424,61.9879,0.5292,-0.0013,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,34.8607,0.0181,88.3066,61.2768,0.5451,-0.0004,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.6694,0.0165,88.2523,61.6346,0.5466,-0.0009,,,,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.2385,0.0387,0.0,57.6752,0.3516,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.2569,0.0137,88.2997,62.1888,0.514,-0.0016
boxes,layered,entire+,static,MyEMS_myems,n,"layers, containers, functions",general,,,n,n,n,medium,n,y,,"maintainability, security",MyEMS/myems,rectangles,"kubernetes, docker, apache",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.842,0.0144,88.6533,59.3836,0.5041,0.0018,https://github.com/MyEMS/myems/,1277,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7486,0.0145,88.6228,59.3391,0.4872,0.0032,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3205,0.0153,88.6093,59.1239,0.465,-0.0004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.533,0.0149,88.6287,59.23,0.4507,0.0026,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3927,0.0151,0.0,59.176,0.5307,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5986,0.0148,0.0,59.2661,0.527,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.645,0.0147,88.4536,59.2868,0.523,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.6763,0.0147,88.6439,59.3027,0.4693,0.0027,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.7749,0.0145,88.6421,59.3522,0.4773,0.0006,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.5228,0.0149,88.61,59.2257,0.4654,0.0005,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.884,0.0161,88.6354,58.9229,0.488,0.0027,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.302,0.0153,0.0,59.1169,0.444,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1884,0.0155,88.6145,59.057,0.4554,0.0092
boxes_and_arrows,client-server,entire,dynamic,kineviz-3D-human-pose-tracking_3d-ai-powered-pose-tracking,y,"servers, APIs, technologies",control_flow,uni,data_flow,n,y,n,high,y,y,,maintainability,kineviz-3D-human-pose-tracking/3d-ai-powered-pose-tracking,"rectangles, circles","nodejs, socket.io, graphxr",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.6348,0.0147,89.8956,59.8411,0.6878,-0.0028,https://github.com/kineviz-3D-human-pose-tracking/3d-ai-powered-pose-tracking/,729,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.9759,0.0142,89.8924,60.0313,0.7339,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.1006,0.0157,89.854,59.5876,0.7064,-0.0005,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9285,0.0142,89.8986,59.9982,0.6604,-0.0026,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,36.3843,0.0151,0.0,59.7083,0.6782,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.1616,0.0155,0.0,59.5803,0.7394,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.5572,0.0149,89.8171,59.8064,0.736,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.8676,0.0143,89.8974,59.9658,0.7256,-0.0025,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.586,0.0148,89.8814,59.8085,0.706,0.0045,,,,,,,,,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.7807,0.0145,89.8969,59.9183,0.7126,0.0023,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.3948,0.0151,0.0,59.7207,0.6628,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.6007,0.0148,89.8963,59.8324,0.6925,-0.0034
"icons_and_arrows, boxes",client-server,entire,dynamic,avarghesein_ActiveX.NET,y,"clients, servers, packages",deployment,uni,control_flow,text,y,n,high,n,y,,interaction_capability,avarghesein/ActiveX.NET,"rectangles, icons",,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5817,0.0166,89.7504,56.5247,0.52,-0.0031,https://github.com/avarghesein/ActiveX.NET/,990,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.355,0.0171,89.7119,56.3954,0.5166,0.0002,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2578,0.0173,89.6512,56.3353,0.5555,0.0015,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.4569,0.0169,89.7099,56.4522,0.4505,-0.0008,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0591,0.0175,0.0,56.3479,0.5717,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.0287,0.0176,0.0,56.2923,0.6002,,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.7228,0.0146,89.7667,57.0883,0.6363,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.5255,0.0167,89.7182,56.4879,0.5425,-0.0018,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6168,0.0166,89.7266,56.5386,0.5531,-0.0018,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8602,0.0161,89.7429,56.6613,0.5722,0.0015,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3726,0.017,89.747,56.4156,0.4995,-0.0019,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6072,0.0165,0.0,56.534,0.53,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6757,0.0165,89.7552,56.5672,0.5259,-0.0014
boxes_and_arrows,publish-subscribe,entire,dynamic,leekoko_Java-Web,y,sub-systems,control_flow,uni,control_flow,n,y,n,high,y,n,,functional_suitability,leekoko/Java-Web,rectangles,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5932,0.0132,89.9467,60.69,0.7223,0.0005,https://github.com/leekoko/Java-Web/,1095,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2409,0.0137,89.9474,60.4019,0.733,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3795,0.0135,89.9313,60.5378,0.7367,-0.002,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5699,0.0132,89.9489,60.6681,0.621,-0.0009,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5814,0.0145,0.0,59.8976,0.7152,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7779,0.0142,0.0,59.966,0.7734,,,,,35.1133,0.0176,89.864,59.2329,0.719,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5124,0.0133,89.9565,60.6667,0.6723,0.0004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4421,0.0134,89.9289,60.5456,0.7508,0.0001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.421,0.0135,89.8988,60.5315,0.7507,0.0001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2562,0.0137,89.9459,60.4329,0.7291,0.0006,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.66,0.0126,0.0,60.6764,0.7507,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2985,0.0136,89.9447,60.4251,0.7409,0.0001
"boxes_and_arrows, icons_and_arrows",client-server,entire,static,oracle-quickstart_oci-jenkins,y,network_components,"deployment, connectivity, performance","uni, bi",communication,n,y,n,medium,n,y,,"maintainability, performance_efficiency, reliability",oracle-quickstart/oci-jenkins,"squares, icons",oracle,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.9861,0.0112,89.6847,60.6462,0.6345,-0.003,https://github.com/oracle-quickstart/oci-jenkins/,1071,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7363,0.0116,89.6777,60.5044,0.6251,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8513,0.0114,89.6375,60.5617,0.6439,-0.0008,Does Not Meet Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.7712,0.0115,89.6674,60.5207,0.5895,0.001,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,39.7393,0.0103,0.0,61.0048,0.7263,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.1055,0.0099,0.0,61.1898,0.7407,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.5927,0.0105,89.7235,60.9339,0.7117,,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,36.4252,0.0151,89.6463,59.5259,0.5663,0.0025,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,39.6475,0.0104,89.7062,60.9601,0.6401,-0.0027,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.641,0.0117,89.6802,60.4748,0.642,-0.0027,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,39.2436,0.0109,89.709,60.7668,0.6371,0.0006,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,39.2932,0.0108,0.0,60.7819,0.6333,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.175,0.0098,89.7081,61.2243,0.6722,0.0019
boxes_and_arrows,layered,entire,dynamic,Neighbor-Army_help-with-covid,n,"layers, functions",control_flow,uni,control_flow,n,y,n,high,n,y,manual sketch,"functional_suitability, interaction_capability",Neighbor-Army/help-with-covid,squares,"twilio, nextjs, onfleet",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.8553,0.0128,89.8641,66.7572,0.8383,0.0006,https://github.com/neighbor-army/help-with-covid/,1153,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0054,0.0141,89.8292,66.337,0.8296,0.0009,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.871,0.0128,89.8627,66.7654,0.8626,0.0007,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2627,0.0122,89.837,66.9615,0.8084,-0.0,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.6116,0.0165,0.0,65.6572,0.8121,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2608,0.0154,0.0,65.9476,0.8619,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1547,0.0156,89.688,65.9111,0.8082,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1214,0.0124,89.8778,66.8912,0.8417,0.0015,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5047,0.0133,89.8395,66.5804,0.846,0.0,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.186,0.0138,89.817,66.4231,0.8201,0.0018,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.6444,0.0131,89.8453,66.6517,0.8322,0.0005,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6662,0.0131,0.0,66.6507,0.8353,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1942,0.0123,89.8852,66.9267,0.8533,-0.0
boxes_and_arrows,publish-subscribe,entire+,dynamic,GoogleCloudPlatform_gke-pubsub-websocket-adapter,y,technologies,connectivity,"uni, bi","communication, function_calls",n,y,y,medium,n,y,,maintainability,GoogleCloudPlatform/gke-pubsub-websocket-adapter,"rectangles, icons","google, websocketd, pulltop",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,https://github.com/GoogleCloudPlatform/gke-pubsub-websocket-adapter/,909,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,41.205,0.0087,0.0,59.6532,0.6894,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9959,0.0126,0.0,58.044,0.6289,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.588,0.0118,0.0,58.3365,0.5508,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,,,,,,
"icons_and_arrows, boxes","client-server, event-driven",part,dynamic,pagopa_pn-infra,y,"functions, APIs, clients",control_flow,"uni, bi",control_flow,text,y,n,medium,n,y,,"functional_suitability, interaction_capability",pagopa/pn-infra,"rectangles, icons",aws,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8243,0.0128,89.6141,59.6226,0.5898,-0.0054,https://github.com/pagopa/pn-infra/,1807,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9727,0.0142,89.5939,59.1976,0.5568,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3433,0.0121,89.6189,59.8856,0.7164,0.001,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.705,0.0116,89.6277,60.0715,0.6032,-0.0026,,,,,,,,,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0234,0.0125,0.0,59.787,0.7396,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8292,0.0144,89.6325,59.3073,0.7159,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5617,0.0118,89.6244,59.9986,0.6449,-0.0003,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2847,0.0122,89.5776,59.8571,0.6586,0.0039,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5888,0.0148,89.5699,59.0007,0.629,0.0023,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8939,0.0127,89.6174,59.6595,0.6285,0.0085,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1798,0.0123,0.0,59.8048,0.6693,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3822,0.012,89.6249,59.9057,0.6832,-0.0028
icons_and_arrows,SOA,entire,dynamic,chrispiro_deploy_plotly_app_on_gcp,y,technologies,deployment,uni,control_flow,n,y,n,high,n,n,,maintainability,chrispiro/deploy_plotly_app_on_gcp,icons,google,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4865,0.0134,89.1306,59.707,0.7201,0.0015,https://github.com/chrispiro/deploy_plotly_app_on_gcp/,822,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.2594,0.0137,89.0969,59.5966,0.7408,0.0014,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.479,0.015,89.0978,59.1307,0.6951,0.0,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2263,0.0123,89.1366,60.1312,0.7289,0.001,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.3825,0.0117,0.0,60.3924,0.8278,,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.7842,0.0126,0.0,60.0042,0.8017,,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3994,0.012,89.1588,60.2834,0.8348,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5937,0.0132,89.129,59.7656,0.6797,0.0013,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.3451,0.0136,89.1189,59.5553,0.7556,-0.0023,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3308,0.0136,89.0805,59.5894,0.6892,0.0011,Does Not Meet Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.6416,0.0147,89.128,59.5464,0.7415,0.0019,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9379,0.0125,0.0,59.9987,0.7221,,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5298,0.0133,89.0789,59.7264,0.7292,0.0002
