Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,repo_url,summary_token_count,zeroShot_gpt_LLM_Clarity_Rating,zeroShot_gpt_LLM_Completeness_Rating,zeroShot_gpt_LLM_Consistency_Rating,zeroShot_gpt_PSNR,zeroShot_gpt_RMSE,zeroShot_gpt_SAM,zeroShot_gpt_SRE,zeroShot_gpt_SSIM,zeroShot_gpt_UIQ
boxes_and_arrows,layered,entire,static,little-hands_webdbpress-2019-10-ddd,n,"layers, sub-systems",general,uni,dependencies,n,y,n,high,n,n,,maintainability,little-hands/webdbpress-2019-10-ddd,rectangles,NA,https://github.com/little-hands/webdbpress-2019-10-ddd/,852,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9253,0.0179,84.2686,61.2922,0.6972,-0.0041
icons_and_arrows,"client-server, publish-subscribe",entire+,dynamic,Sanperolo_The-Intelligent-Bike,y,"hardware_components, servers, technologies, clients",deployment,uni,data_flow,n,y,n,high,n,n,iot,compatibility,Sanperolo/The-Intelligent-Bike,icons,"heroku, raspberry, python, django, postgresql, angular, typescript, javascript, html, css",https://github.com/Sanperolo/The-Intelligent-Bike/,1110,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.7433,0.0163,88.4644,63.3549,0.7477,0.0017
boxes_and_arrows,NA,entire,static,turkcellcloud_jupyter-openshift,y,"containers, sub-systems, technologies, hardware_components, clients, DBs","deployment, security",bi,data_flow,n,y,n,high,n,y,,security,turkcellcloud/jupyter-openshift,rectangles,"kubernetes, nvidia",https://github.com/vOrcunus/jupyter-openshift/,1291,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.1439,0.0196,87.5350,56.8901,0.5916,0.0012
boxes_and_arrows,client-server,part,static,padok-team_dojo-terraform-aws-security,n,"clients, servers","security, deployment, connectivity",uni,communication,,y,n,high,n,y,,security,padok-team/dojo-terraform-aws-security,"rectangles, circles",NA,https://github.com/padok-team/dojo-terraform-aws-security/,958,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.9579,0.0100,89.9273,58.6744,0.6086,-0.0020
UML,NA,part,static,EOS-Nation_dfuse-docs,n,"packages, DBs, clients",general,uni,data_flow,text,y,n,medium,n,y,,"maintainability, performance_efficiency",EOS-Nation/dfuse-docs,rectangles,"aws, google, azure",https://github.com/EOS-Nation/dfuse-docs/,854,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5457,0.0133,88.7667,59.8541,0.6251,-0.0027
boxes_and_arrows,client-server,entire+,static,rackerlabs_scantron,y,"firewalls, DBs, servers, clients","performance, deployment",uni,"communication, data_flow",n,y,y,high,n,n,,"maintainability, performance_efficiency",rackerlabs/scantron,rectangles,"django, postgresql",https://github.com/rackerlabs/scantron/,1128,,,,NA,NA,NA,NA,NA,NA
boxes_and_arrows,MVC,entire,static,elloza_Android-Developer-Certification,y,"features, functions, DBs, layers",general,bi,dependencies,text,y,n,medium,n,y,,maintainability,elloza/Android-Developer-Certification,rectangles,NA,https://github.com/elloza/Android-Developer-Certification/,943,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8538,0.0128,89.1375,61.8537,0.6936,0.0025
boxes_and_arrows,client-server,entire,"static, dynamic",SecHack365-Fans_PyJailBreak,y,"servers, clients","deployment, control_flow",uni,data_flow,n,y,n,high,n,y,,"maintainability, security",SecHack365-Fans/PyJailBreak,rectangles,"github, javascript, flask, python",https://github.com/SecHack365-Fans/PyJailBreak/,1095,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8351,0.0144,89.5410,57.3879,0.5756,-0.0032
icons_and_arrows,layered,entire,dynamic,madderle_Capstone-Realtime-Streaming-Analytics,y,"technologies, containers",deployment,no,data_flow,n,y,n,high,n,y,,maintainability,madderle/Capstone-Realtime-Streaming-Analytics,"circles, icons, rectangles","docker, aws, twitter, mysql, tableau, sklearn",https://github.com/madderle/Capstone-Realtime-Streaming-Analytics/,1230,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.1256,0.0111,89.9298,62.0159,0.7252,0.0012
UML,NA,part,dynamic,IBM_IBM-Spectrum-Scale-Security-Posture,y,"containers, technologies, clients","performance, security",uni,control_flow,n,y,n,low,n,n,,"performance_efficiency, security",IBM/IBM-Spectrum-Scale-Security-Posture,rectangles,"ssh, elasticsearch, kibana",https://github.com/IBM/IBM-Spectrum-Scale-Security-Posture/,844,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0905,0.0157,88.7392,56.7664,0.5589,0.0065
icons_and_arrows,NA,part,dynamic,freenowtech_AndroidCI,y,"containers, technologies",deployment,uni,control_flow,n,y,n,high,n,n,,maintainability,freenowtech/AndroidCI,icons,"docker, jenkins, android",https://github.com/mytaxi/AndroidCI/,761,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4332,0.0120,89.7421,64.5285,0.5753,-0.0008
boxes_and_arrows,MVVM,part,static,linhao1998_ChatGPTClient,y,"packages, layers, DBs",general,uni,"dependencies, data_flow",n,y,n,medium,n,n,,maintainability,linhao1998/ChatGPTClient,rectangles,"sqlite, openai",https://github.com/linhao1998/ChatGPTClient/,1024,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,24.7857,0.0576,10.8128,38.9610,0.0061,0.0003
boxes_and_arrows,layered,entire+,static,zeropaper_visual-fiha,n,"layers, clients",general,bi,data_flow,n,y,y,medium,n,y,,maintainability,zeropaper/visual-fiha,rectangles,vscode,https://github.com/zeropaper/visual-fiha/,1169,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4914,0.0150,87.0779,57.2427,0.5537,-0.0033
boxes_and_arrows,publish-subscribe,entire+,dynamic,eProsima_FIWARE-SH,y,"clients, servers, sub-systems",connectivity,uni,control_flow,n,y,n,medium,n,y,,compatibility,eProsima/FIWARE-SH,rectangles,xtypes,https://github.com/eProsima/FIWARE-SH/,1024,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5652,0.0419,54.7935,54.0664,0.4215,0.0001
boxes_and_arrows,NA,part,static,jsarcher_zilgraph,n,"DBs, sub-systems","deployment, data_flow",uni,data_flow,snapshots,y,n,medium,n,y,,functional_suitability,jsarcher/zilgraph,rectangles,"mongodb, elasticsearch",https://github.com/jsarcher/zilgraph/,953,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.4559,0.0134,88.5881,58.1946,0.5730,0.0027
boxes_and_arrows,event-driven,entire+,dynamic,jquku_Matrix-Chatbot,n,"DBs, packages, data",general,bi,data_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",jquku/Matrix-Chatbot,"rectangles, circles",NA,https://github.com/jquku/Matrix-Chatbot/,938,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8804,0.0570,10.3371,36.4884,0.0835,-0.0002
boxes_and_arrows,NA,part,dynamic,OpiumProtocol_opium-protocol-v2,y,"sub-systems, packages",control_flow,uni,function_calls,n,y,n,medium,n,n,,"functional_suitability, maintainability",OpiumProtocol/opium-protocol-v2,rectangles,blockchain,https://github.com/OpiumProtocol/opium-protocol-v2/,1336,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3292,0.0121,89.7601,60.9410,0.6712,0.0026
"boxes_and_arrows, icons_and_arrows",event-driven,entire+,dynamic,nightingaleproject_Reference-Client,n,"sub-systems, DBs, clients",security,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, security",nightingaleproject/Reference-Client,"rectangles, icons",nvidia,https://github.com/nightingaleproject/Reference-Client/,1157,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7128,0.0146,87.9634,56.4414,0.5652,0.0030
boxes_and_arrows,client-server,part,dynamic,dwt0317_Search_Adserver,y,sub-systems,control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,dwt0317/Search_Adserver,rectangles,NA,https://github.com/dwt0317/Search_Adserver/,1069,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2324,0.0154,89.0749,57.8494,0.5700,0.0032
boxes,"clean, SOA",entire,static,qaware_cloud-native-weather-javaee,y,quality-attributes,general,NA,NA,miniview,n,n,medium,n,y,,maintainability,qaware/cloud-native-weather-javaee,"rectangles, circles",postgresql,https://github.com/qaware/cloud-native-weather-javaee/,1047,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.5333,0.0167,89.1836,60.0350,0.7097,0.0037
boxes_and_arrows,client-server,part,dynamic,hyper-prog_hasses,y,"clients, servers, data","deployment, data_flow",uni,data_flow,miniview,y,n,low,n,y,,"functional_suitability, maintainability",hyper-prog/hasses,rectangles,NA,https://github.com/hyper-prog/hasses/,1098,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.6798,0.0185,88.2487,57.9831,0.5528,0.0007
boxes,NA,part,static,nrephi_jupyter-spark-hadoop-docker,y,"servers, DBs",deployment,no,communication,n,y,n,high,n,y,,performance_efficiency,nrephi/jupyter-spark-hadoop-docker,rectangles,"apache, jupyter",https://github.com/nrephi/jupyter-spark-hadoop-docker/,1086,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9794,0.0178,86.8379,55.8858,0.5628,0.0018
icons_and_arrows,client-server,part,dynamic,IBM_datastax-cassandra-clickstream,y,"technologies, layers",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",IBM/datastax-cassandra-clickstream,icons,"nodejs, ibm, openshift",https://github.com/IBM/datastax-cassandra-clickstream/,1046,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.1200,0.0099,89.9592,68.4230,0.8841,-0.0004
boxes_and_arrows,NA,part,static,afonsocastro_larcc_interface,y,"sub-systems, packages, functions, hardware_components",general,bi,communication,n,y,n,low,n,y,ros,maintainability,afonsocastro/larcc_interface,rectangles,ros,https://github.com/afonsocastro/larcc_interface/,1004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA
boxes_and_arrows,NA,part,dynamic,gcba-iris_iris,y,"sub-systems, communication_channels","deployment, connectivity",bi,data_flow,n,y,n,high,n,n,,compatibility,gcba-iris/iris,"rectangles, circles, hexagons, diamonds",NA,https://github.com/gcba-iris/iris/,887,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9142,0.0568,13.6707,33.2546,0.0715,0.0003
icons_and_arrows,NA,entire,dynamic,hyeonsangjeon_AWS-LLM-SageMaker,y,"technologies, containers",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability, compatibility",hyeonsangjeon/AWS-LLM-SageMaker,icons,"aws, streamlit",https://github.com/hyeonsangjeon/AWS-LLM-SageMaker/,1132,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.4137,0.0478,88.7307,43.9266,0.2253,-0.0010
boxes_and_arrows,NA,part,static,ankithans_codeX,y,functions,general,uni,"dependencies, composition",n,y,n,high,n,n,,"functional_suitability, maintainability, compatibility",ankithans/codeX,rectangles,NA,https://github.com/ankithans/codeX/,991,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0383,0.0125,89.3558,56.7775,0.5254,0.0015
icons_and_arrows,publish-subscribe,entire,"static, dynamic",marklogic_cloud-enablement-aws,y,"containers, DBs, sub-systems, technologies","deployment, performance",bi,data_flow,n,y,y,medium,n,y,,"compatibility, performance_efficiency",marklogic/cloud-enablement-aws,"rectangles, icons",aws,https://github.com/marklogic/cloud-enablement-aws/,961,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3252,0.0153,88.7288,60.9585,0.6644,-0.0023
boxes_and_arrows,NA,part,dynamic,fecgov_fec-eregs,y,"sub-systems, packages","deployment, data_flow",uni,data_flow,miniview,y,n,medium,n,y,,maintainability,fecgov/fec-eregs,rectangles,"python, openfec, xml, github",https://github.com/fecgov/fec-eregs/,1118,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5511,0.0133,89.5983,60.8380,0.6392,0.0018
boxes_and_arrows,NA,part,dynamic,jes_autopatzer,n,"packages, hardware_components","deployment, connectivity",bi,communication,n,y,y,high,n,y,,"functional_suitability, maintainability",jes/autopatzer,rectangles,NA,https://github.com/jes/autopatzer/,1261,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9238,0.0127,87.6673,62.2205,0.7559,0.0031
boxes_and_arrows,event-driven,part,dynamic,blockchain-signaling-system_bloss-core,y,"sub-systems, APIs",security,uni,data_flow,n,y,y,medium,n,y,blockchain,security,blockchain-signaling-system/bloss-core,rectangles,"vuejs, flask, socket.io",https://github.com/blockchain-signaling-system/bloss-core/,1117,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.4574,0.0189,89.3807,60.7366,0.7603,-0.0002
"boxes_and_arrows, icons_and_arrows",layered,entire+,static,dich1_bookshelf-web,y,"technologies, containers, clients, DBs",deployment,uni,communication,n,y,n,high,n,y,,"maintainability, compatibility",dich1/bookshelf-web,"rectangles, icons","github, aws, mysql, docker, rails, circleci, nginx",https://github.com/dich1/bookshelf-web/,894,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.0132,0.0141,89.2978,60.7264,0.6733,0.0025
"boxes_and_arrows, icons_and_arrows",layered,entire+,dynamic,SpektraSystems_CloudLabs-Azure,y,"containers, clients, DBs, servers, technologies, functions","deployment, security",bi,communication,snapshots,y,y,medium,n,y,,"security, compatibility",SpektraSystems/CloudLabs-Azure,"rectangles, icons",azure,https://github.com/SpektraSystems/CloudLabs-Azure/,728,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1825,0.0138,88.5862,58.8885,0.6044,-0.0000
boxes_and_arrows,NA,part,dynamic,Bytom-Community_Bytom-Server,y,"DBs, network_components","performance, deployment",uni,"communication, composition",n,y,y,high,n,n,blockchain,performance_efficiency,Bytom-Community/Bytom-Server,rectangles,NA,https://github.com/Bytom-Community/Bytom-Server/,1454,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1255,0.0124,89.9362,57.4527,0.6290,-0.0064
boxes_and_arrows,"layered, MVC",entire,static,mbotarro_unijobs,n,"layers, classes, DBs, servers",general,uni,"dependencies, API_calls",n,y,n,medium,n,y,,maintainability,mbotarro/unijobs,rectangles,"postgresql, elasticsearch",https://github.com/mbotarro/unijobs/,1161,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.0305,0.0397,52.5845,60.2796,0.5062,-0.0001
boxes_and_arrows,NA,entire,static,Melacon_WirelessTransportEmulator,y,"containers, sub-systems","deployment, connectivity",uni,communication,n,y,y,medium,n,y,,"flexibility, maintainability",Melacon/WirelessTransportEmulator,"rectangles, circles","docker, linux, ovs",https://github.com/Melacon/WirelessTransportEmulator/,1457,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.0859,0.0222,87.2275,54.6004,0.4387,-0.0023
boxes_and_arrows,"microservices, event-driven",entire+,dynamic,unnmdnwb3_dora,y,"services, steps, DBs, technologies","deployment, control_flow",uni,control_flow,URLs,y,y,medium,n,y,,"interaction_capability, functional_suitability",unnmdnwb3/dora,"rectangles, icons","gitlab, mongodb, kubernetes, prometheus",https://github.com/unnmdnwb3/dora/,896,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1448,0.0156,89.5050,59.2667,0.6360,0.0052
boxes_and_arrows,"client-server, publish-subscribe",entire,dynamic,eProsima_Integration-Service,y,sub-systems,control_flow,"uni, bi","communication, data_flow",parameters,y,n,medium,n,y,,"functional_suitability, maintainability",eProsima/Integration-Service,rectangles,xtypes,https://github.com/eProsima/Integration-Service/,1405,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.6684,0.0521,29.1602,47.9147,0.2240,0.0004
boxes_and_arrows,client-server,entire,static,marmarek_qubes-app-u2f,y,"sub-systems, clients, data",security,bi,communication,n,y,n,medium,n,y,,"security, maintainability",marmarek/qubes-app-u2f,rectangles,NA,https://github.com/marmarek/qubes-app-u2f/,1048,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,NA,NA,NA,NA,NA,NA
"boxes, icons_and_arrows",rest,entire+,"static, dynamic",zmyzheng_TweetMap,y,"technologies, containers","deployment, data_flow",uni,"API_calls, data_flow",n,y,n,high,n,n,,"maintainability, functional_suitability",zmyzheng/TweetMap,icons,"angular, twitter, kubernetes, java, spring, apache, elasticsearch, kibana",https://github.com/zmyzheng/TweetMap/,991,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.8160,0.0144,88.2051,60.0202,0.6874,-0.0009
boxes,NA,part,"static, dynamic",DevOps-Represent_devopsgirls-bootcamp-cn-2,y,"technologies, clients",deployment,NA,NA,n,n,n,high,n,y,,maintainability,DevOps-Represent/devopsgirls-bootcamp-cn-2,"rectangles, icons",aws,https://github.com/DevOps-Represent/devopsgirls-bootcamp-cn-2/,876,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,33.4063,0.0214,87.4183,56.3856,0.5769,0.0016
UML,NA,entire,static,matryx_MatryxPlatform,n,"classes, functions",general,uni,"dependencies, inheritance, composition",n,y,n,low,n,n,,maintainability,matryx/MatryxPlatform,rectangles,NA,https://github.com/matryx/MatryxPlatform/,1209,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,NA,NA,NA,NA,NA,NA
boxes_and_arrows,"client-server, microservices",entire,static,NeuralDev-io_arclytics_simcct,y,"services, devices, DBs, network_components, clients, technologies",deployment,uni,communication,n,y,n,medium,n,y,,"maintainability, flexibility",NeuralDev-io/arclytics_simcct,"rectangles, icons","google, kubernetes, kibana, elasticsearch, mongodb, fluentd, redis",https://github.com/NeuralDev-io/arclytics_simcct/,1411,,,,NA,NA,NA,NA,NA,NA
boxes,layered,entire,static,NicoJuicy_Airline-Microservices,y,layers,general,NA,NA,n,n,n,high,n,n,,maintainability,NicoJuicy/Airline-Microservices,rectangles,NA,https://github.com/NicoJuicy/Airline-Microservices/,1004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.4258,0.0213,89.8851,57.6747,0.6677,-0.0035
"boxes, icons_and_arrows",SOA,entire,static,kpantos_Azure-How-To,y,"services, network_components","deployment, connectivity","uni, bi",communication,URLs,y,y,high,n,y,,maintainability,kpantos/Azure-How-To,"rectangles, icons","skype, microsoft, azure",https://github.com/kpantos/Azure-How-To/,875,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.8691,0.0453,42.3736,44.3069,0.2190,-0.0054
boxes_and_arrows,event-driven,entire+,static,libremfg_getting-started,y,"DBs, clients, technologies, bus",deployment,"bus, no",communication,n,y,n,medium,n,y,,"maintainability, security",libremfg/getting-started,"rectangles, cylinders, icons","dgraph, influxdb, grafana",https://github.com/libremfg/getting-started/,1344,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,25.1109,0.0555,22.2723,36.2018,0.0423,0.0032
icons_and_arrows,event-driven,entire,dynamic,coverage-robot_core,y,"technologies, APIs, functions",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",coverage-robot/core,"squares, icons","aws, github",https://github.com/coverage-robot/core/,1364,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.6814,0.0104,89.7894,64.6712,0.8192,-0.0011
boxes_and_arrows,pipes-and-filters,entire,dynamic,usds_justice40-tool,y,"steps, technologies, clients",data_flow,uni,"API_calls, data_flow",n,y,n,medium,n,y,,"functional_suitability, interaction_capability",usds/justice40-tool,rectangles,aws,https://github.com/usds/justice40-tool/,1184,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA
boxes_and_arrows,client-server,entire,static,gustavung_Graphrec,n,"clients, servers, packages",general,"uni, bi",data_flow,n,y,n,high,n,n,,maintainability,gustavung/Graphrec,rectangles,flask,https://github.com/gustavung/Graphrec/,1022,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.7793,0.0103,89.5430,61.5399,0.7590,0.0013
boxes_and_arrows,"client-server, layered, pipes-and-filters, rest",entire,"static, dynamic",hamzatugrul_surl,y,"clients, layers, DBs","connectivity, data_flow","uni, bi","communication, data_flow",miniview,y,y,high,n,y,,"security, maintainability",hamzatugrul/surl,"rectangles, cylinders, circles, squares","java, spring",https://github.com/hamzatugrul/surl/,1174,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9787,0.0126,89.4028,59.3309,0.5965,-0.0049
boxes_and_arrows,client-server,entire+,dynamic,staples-sparx_Wonko,y,"clients, technologies, servers, classes",control_flow,"uni, bi",data_flow,n,y,n,medium,n,n,,maintainability,staples-sparx/Wonko,"rectangles, cylinders, circles, squares","prometheus, apache, slack",https://github.com/staples-sparx/Wonko/,983,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4616,0.0150,88.8154,63.2576,0.8242,-0.0005
icons_and_arrows,event-driven,part,dynamic,Cpanchal1_Chatbot101-with-AWS-Lambda,y,"technologies, steps",control_flow,uni,control_flow,code_snippet,y,n,high,n,n,,functional_suitability,Cpanchal1/Chatbot101-with-AWS-Lambda,icons,"aws, microsoft",https://github.com/Cpanchal1/Chatbot101-with-AWS-Lambda/,634,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,33.7673,0.0205,89.6929,57.5302,0.6739,0.0018
boxes_and_arrows,NA,entire,static,davidlandry93_glo4001,y,"devices, technologies",connectivity,bi,communication,snapshots,y,n,high,n,y,"IOT, ROS",maintainability,davidlandry93/glo4001,"rectangles, squares","jupyter, python, ros",https://github.com/davidlandry93/glo4001/,1151,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7619,0.0183,89.4841,57.9105,0.6048,-0.0009
"boxes, icons_and_arrows",event-driven,entire+,dynamic,dowjones_hammer,y,"technologies, DBs, APIs, steps",control_flow,uni,"control_flow, API_calls",n,y,n,medium,n,y,,"functional_suitability, maintainability, security, performance_efficiency",dowjones/hammer,"rectangles, icons","aws, jira, slack",https://github.com/dowjones/hammer/,1011,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0799,0.0140,89.1730,60.2301,0.6554,0.0044
icons_and_arrows,client-server,entire,dynamic,IBM_ios-mapkit-indoor-map,y,"technologies, devices",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,functional_suitability,IBM/ios-mapkit-indoor-map,"circles, icons",mongodb,https://github.com/IBM/ios-mapkit-indoor-map/,970,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.5221,0.0094,89.9559,61.6986,0.7650,-0.0016
"boxes_and_arrows, icons_and_arrows",client-server,entire,dynamic,onlybakam_reinvent2022-vote-app,y,technologies,control_flow,"uni, bi",function_calls,snapshots,y,n,medium,n,y,,functional_suitability,onlybakam/reinvent2022-vote-app,"rectangles, icons",aws,https://github.com/onlybakam/reinvent2022-vote-app/,956,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,33.3413,0.0215,88.2687,55.6934,0.5599,-0.0017
boxes_and_arrows,event-driven,entire,dynamic,thill_kafkacap,n,"devices, classes",data_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, reliability",thill/kafkacap,rectangles,apache,https://github.com/thill/kafkacap/,936,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.4059,0.0120,88.3943,58.4499,0.6787,0.0038
boxes_and_arrows,NA,entire,dynamic,fredrikhgrelland_data-mesh,n,technologies,connectivity,uni,"communication, data_flow",URLs,y,y,high,n,n,,maintainability,fredrikhgrelland/data-mesh,rectangles,"presto, aws, minio",https://github.com/fredrikhgrelland/data-mesh/,1162,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.8703,0.0102,89.9454,57.8178,0.5408,0.0044
icons_and_arrows,NA,entire,dynamic,gregoryjohnsonjg6_angular-dotnet-core-docker,y,"containers, clients","deployment, control_flow","uni, bi",control_flow,text,y,n,high,y,n,,functional_suitability,gregoryjohnsonjg6/angular-dotnet-core-docker,icons,"docker, postgresql, nginx, dotnet, angular, pgadmin",https://github.com/gregoryjohnsonjg6/angular-dotnet-core-docker/,951,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4553,0.0134,89.2425,62.7063,0.7681,-0.0023
UML,MVC,entire,static,batatero_arquiteturaPHP00,y,"packages, classes, functions",general,uni,"inheritance, dependencies",n,y,n,low,n,y,,maintainability,batatero/arquiteturaPHP00,rectangles,NA,https://github.com/batatero/arquiteturaPHP00/,1562,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9259,0.0142,88.4395,62.8760,0.7541,-0.0007
boxes_and_arrows,"client-server, SOA",entire,"static, dynamic",Speccy-Rom_SpeccyTV,n,"servers, services, APIs, DBs, technologies",data_flow,uni,"API_calls, data_flow",n,y,n,high,n,y,,"maintainability, functional_suitability",Speccy-Rom/SpeccyTV,"rectangles, cylinders","postgresql, redis, es, apache, aws",https://github.com/Speccy-Rom/SpeccyTV/,938,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7065,0.0116,88.4361,60.5057,0.6912,-0.0018
boxes_and_arrows,client-server,entire,dynamic,RunnersHi_RunnersHi_Server,y,"technologies, clients",data_flow,uni,data_flow,n,y,n,high,n,y,,maintainability,RunnersHi/RunnersHi_Server,"rectangles, icons","aws, socket.io, nodejs, mysql, express",https://github.com/RunnersHi/RunnersHi_Server/,1022,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8099,0.0115,89.4261,58.9798,0.6896,-0.0048
boxes_and_arrows,"client-server, P2P",entire,static,decentraland_catalyst,y,"clients, servers","deployment, connectivity","uni, bi",communication,n,y,n,medium,n,y,,"maintainability, flexibility",decentraland/catalyst,rectangles,"nginx, nats, livekit",https://github.com/decentraland/catalyst/,1484,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA
boxes_and_arrows,microservices,entire+,static,DanNguyenN_CompassUTD,y,"clients, APIs, DBs, services, technologies",deployment,uni,dependencies,n,y,n,medium,n,y,,"maintainability, interaction_capability",DanNguyenN/CompassUTD,"rectangles, icons","vertexai, cloud_run",https://github.com/DanNguyenN/CompassUTD/,1252,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.1643,0.0196,85.5386,57.6419,0.6239,0.0086
"boxes_and_arrows, icons_and_arrows",NA,entire,"static, dynamic",dsc-sookmyung_2023-mention-all-SolutionChallenge,y,"technologies, containers, DBs",deployment,"uni, bi","control_flow, communication",n,y,n,high,n,y,,maintainability,dsc-sookmyung/2023-mention-all-SolutionChallenge,"rectangles, icons","github, android, ios, docker, kubernetes",https://github.com/dsc-sookmyung/2023-mention-all-SolutionChallenge/,1037,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.2560,0.0122,89.2106,62.4660,0.7687,-0.0003
