Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,approach_claude_LLM_Clarity_Rating,approach_claude_LLM_Completeness_Rating,approach_claude_LLM_Consistency_Rating,approach_claude_PSNR,approach_claude_RMSE,approach_claude_SAM,approach_claude_SRE,approach_claude_SSIM,approach_claude_UIQ,repo_url,summary_token_count
boxes_and_arrows,MVC,entire,static,elloza_Android-Developer-Certification,y,"features, functions, DBs, layers",general,bi,dependencies,text,y,n,medium,n,y,,maintainability,elloza/Android-Developer-Certification,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4989,0.0150,0.0000,61.1749,0.6802,,https://github.com/elloza/Android-Developer-Certification/,943
boxes_and_arrows,client-server,entire,"static, dynamic",SecHack365-Fans_PyJailBreak,y,"servers, clients","deployment, control_flow",uni,data_flow,n,y,n,high,n,y,,"maintainability, security",SecHack365-Fans/PyJailBreak,rectangles,"github, javascript, flask, python",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1820,0.0153,0.0000,56.9999,0.5434,,https://github.com/SecHack365-Fans/PyJailBreak/,1095
icons_and_arrows,layered,entire,dynamic,madderle_Capstone-Realtime-Streaming-Analytics,y,"technologies, containers",deployment,no,data_flow,n,y,n,high,n,y,,maintainability,madderle/Capstone-Realtime-Streaming-Analytics,"circles, icons, rectangles","docker, aws, twitter, mysql, tableau, sklearn",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.1834,0.0123,0.0000,61.5631,0.7989,,https://github.com/madderle/Capstone-Realtime-Streaming-Analytics/,1230
UML,NA,part,dynamic,IBM_IBM-Spectrum-Scale-Security-Posture,y,"containers, technologies, clients","performance, security",uni,control_flow,n,y,n,low,n,n,,"performance_efficiency, security",IBM/IBM-Spectrum-Scale-Security-Posture,rectangles,"ssh, elasticsearch, kibana",,,,NA,NA,NA,NA,NA,NA,https://github.com/IBM/IBM-Spectrum-Scale-Security-Posture/,844
icons_and_arrows,NA,part,dynamic,freenowtech_AndroidCI,y,"containers, technologies",deployment,uni,control_flow,n,y,n,high,n,n,,maintainability,freenowtech/AndroidCI,icons,"docker, jenkins, android",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.7321,0.0113,0.0000,64.7835,0.5978,,https://github.com/mytaxi/AndroidCI/,761
boxes_and_arrows,MVVM,part,static,linhao1998_ChatGPTClient,y,"packages, layers, DBs",general,uni,"dependencies, data_flow",n,y,n,medium,n,n,,maintainability,linhao1998/ChatGPTClient,rectangles,"sqlite, openai",Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,25.1730,0.0551,0.0000,39.1668,0.0070,,https://github.com/linhao1998/ChatGPTClient/,1024
boxes_and_arrows,layered,entire+,static,zeropaper_visual-fiha,n,"layers, clients",general,bi,data_flow,n,y,y,medium,n,y,,maintainability,zeropaper/visual-fiha,rectangles,vscode,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2200,0.0155,0.0000,57.1070,0.5415,,https://github.com/zeropaper/visual-fiha/,1169
boxes_and_arrows,publish-subscribe,entire+,dynamic,eProsima_FIWARE-SH,y,"clients, servers, sub-systems",connectivity,uni,control_flow,n,y,n,medium,n,y,,compatibility,eProsima/FIWARE-SH,rectangles,xtypes,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,27.5472,0.0419,0.0000,54.0676,0.4075,,https://github.com/eProsima/FIWARE-SH/,1024
boxes_and_arrows,NA,part,static,jsarcher_zilgraph,n,"DBs, sub-systems","deployment, data_flow",uni,data_flow,snapshots,y,n,medium,n,y,,functional_suitability,jsarcher/zilgraph,rectangles,"mongodb, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6063,0.0132,0.0000,58.2700,0.6576,,https://github.com/jsarcher/zilgraph/,953
boxes_and_arrows,event-driven,entire+,dynamic,jquku_Matrix-Chatbot,n,"DBs, packages, data",general,bi,data_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",jquku/Matrix-Chatbot,"rectangles, circles",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9020,0.0569,0.0000,36.5108,0.0698,,https://github.com/jquku/Matrix-Chatbot/,938
boxes_and_arrows,NA,part,dynamic,OpiumProtocol_opium-protocol-v2,y,"sub-systems, packages",control_flow,uni,function_calls,n,y,n,medium,n,n,,"functional_suitability, maintainability",OpiumProtocol/opium-protocol-v2,rectangles,blockchain,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.7830,0.0129,0.0000,60.6685,0.6987,,https://github.com/OpiumProtocol/opium-protocol-v2/,1336
"boxes_and_arrows, icons_and_arrows",event-driven,entire+,dynamic,nightingaleproject_Reference-Client,n,"sub-systems, DBs, clients",security,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, security",nightingaleproject/Reference-Client,"rectangles, icons",nvidia,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6562,0.0147,0.0000,56.4161,0.6792,,https://github.com/nightingaleproject/Reference-Client/,1157
boxes_and_arrows,client-server,part,dynamic,dwt0317_Search_Adserver,y,sub-systems,control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,dwt0317/Search_Adserver,rectangles,NA,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.6626,0.0163,0.0000,57.5156,0.5926,,https://github.com/dwt0317/Search_Adserver/,1069
boxes,"clean, SOA",entire,static,qaware_cloud-native-weather-javaee,y,quality-attributes,general,NA,NA,miniview,n,n,medium,n,y,,maintainability,qaware/cloud-native-weather-javaee,"rectangles, circles",postgresql,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1086,0.0154,0.0000,60.3424,0.7653,,https://github.com/qaware/cloud-native-weather-javaee/,1047
boxes_and_arrows,client-server,part,dynamic,hyper-prog_hasses,y,"clients, servers, data","deployment, data_flow",uni,data_flow,miniview,y,n,low,n,y,,"functional_suitability, maintainability",hyper-prog/hasses,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.5039,0.0188,0.0000,57.8809,0.5575,,https://github.com/hyper-prog/hasses/,1098
boxes,NA,part,static,nrephi_jupyter-spark-hadoop-docker,y,"servers, DBs",deployment,no,communication,n,y,n,high,n,y,,performance_efficiency,nrephi/jupyter-spark-hadoop-docker,rectangles,"apache, jupyter",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2398,0.0172,0.0000,56.0709,0.6578,,https://github.com/nrephi/jupyter-spark-hadoop-docker/,1086
icons_and_arrows,client-server,part,dynamic,IBM_datastax-cassandra-clickstream,y,"technologies, layers",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",IBM/datastax-cassandra-clickstream,icons,"nodejs, ibm, openshift",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7902,0.0115,0.0000,67.6632,0.9150,,https://github.com/IBM/datastax-cassandra-clickstream/,1046
boxes_and_arrows,NA,part,static,afonsocastro_larcc_interface,y,"sub-systems, packages, functions, hardware_components",general,bi,communication,n,y,n,low,n,y,ros,maintainability,afonsocastro/larcc_interface,rectangles,ros,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.5153,0.0229,0.0000,53.5951,0.3460,,https://github.com/afonsocastro/larcc_interface/,1004
boxes_and_arrows,NA,part,dynamic,gcba-iris_iris,y,"sub-systems, communication_channels","deployment, connectivity",bi,data_flow,n,y,n,high,n,n,,compatibility,gcba-iris/iris,"rectangles, circles, hexagons, diamonds",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.0005,0.0562,0.0000,33.3105,0.0649,,https://github.com/gcba-iris/iris/,887
icons_and_arrows,NA,entire,dynamic,hyeonsangjeon_AWS-LLM-SageMaker,y,"technologies, containers",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability, compatibility",hyeonsangjeon/AWS-LLM-SageMaker,icons,"aws, streamlit",,,,NA,NA,NA,NA,NA,NA,https://github.com/hyeonsangjeon/AWS-LLM-SageMaker/,1132
boxes_and_arrows,NA,part,static,ankithans_codeX,y,functions,general,uni,"dependencies, composition",n,y,n,high,n,n,,"functional_suitability, maintainability, compatibility",ankithans/codeX,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8662,0.0128,0.0000,56.6926,0.5468,,https://github.com/ankithans/codeX/,991
icons_and_arrows,publish-subscribe,entire,"static, dynamic",marklogic_cloud-enablement-aws,y,"containers, DBs, sub-systems, technologies","deployment, performance",bi,data_flow,n,y,y,medium,n,y,,"compatibility, performance_efficiency",marklogic/cloud-enablement-aws,"rectangles, icons",aws,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.4256,0.0166,0.0000,60.6883,0.6701,,https://github.com/marklogic/cloud-enablement-aws/,961
boxes_and_arrows,NA,part,dynamic,fecgov_fec-eregs,y,"sub-systems, packages","deployment, data_flow",uni,data_flow,miniview,y,n,medium,n,y,,maintainability,fecgov/fec-eregs,rectangles,"python, openfec, xml, github",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.3450,0.0136,0.0000,60.7259,0.6597,,https://github.com/fecgov/fec-eregs/,1118
boxes_and_arrows,NA,part,dynamic,jes_autopatzer,n,"packages, hardware_components","deployment, connectivity",bi,communication,n,y,y,high,n,y,,"functional_suitability, maintainability",jes/autopatzer,rectangles,NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/jes/autopatzer/,1261
boxes_and_arrows,event-driven,part,dynamic,blockchain-signaling-system_bloss-core,y,"sub-systems, APIs",security,uni,data_flow,n,y,y,medium,n,y,blockchain,security,blockchain-signaling-system/bloss-core,rectangles,"vuejs, flask, socket.io",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.9959,0.0199,0.0000,60.5038,0.6986,,https://github.com/blockchain-signaling-system/bloss-core/,1117
"boxes_and_arrows, icons_and_arrows",layered,entire+,static,dich1_bookshelf-web,y,"technologies, containers, clients, DBs",deployment,uni,communication,n,y,n,high,n,y,,"maintainability, compatibility",dich1/bookshelf-web,"rectangles, icons","github, aws, mysql, docker, rails, circleci, nginx",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1856,0.0123,0.0000,61.3400,0.8052,,https://github.com/dich1/bookshelf-web/,894
"boxes_and_arrows, icons_and_arrows",layered,entire+,dynamic,SpektraSystems_CloudLabs-Azure,y,"containers, clients, DBs, servers, technologies, functions","deployment, security",bi,communication,snapshots,y,y,medium,n,y,,"security, compatibility",SpektraSystems/CloudLabs-Azure,"rectangles, icons",azure,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0714,0.0139,0.0000,58.8840,0.6710,,https://github.com/SpektraSystems/CloudLabs-Azure/,728
boxes_and_arrows,NA,part,dynamic,Bytom-Community_Bytom-Server,y,"DBs, network_components","performance, deployment",uni,"communication, composition",n,y,y,high,n,n,blockchain,performance_efficiency,Bytom-Community/Bytom-Server,rectangles,NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/Bytom-Community/Bytom-Server/,1454
boxes_and_arrows,"layered, MVC",entire,static,mbotarro_unijobs,n,"layers, classes, DBs, servers",general,uni,"dependencies, API_calls",n,y,n,medium,n,y,,maintainability,mbotarro/unijobs,rectangles,"postgresql, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,29.7143,0.0327,0.0000,60.2772,0.5080,,https://github.com/mbotarro/unijobs/,1161
boxes_and_arrows,NA,entire,static,Melacon_WirelessTransportEmulator,y,"containers, sub-systems","deployment, connectivity",uni,communication,n,y,y,medium,n,y,,"flexibility, maintainability",Melacon/WirelessTransportEmulator,"rectangles, circles","docker, linux, ovs",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.2440,0.0217,0.0000,54.6801,0.4914,,https://github.com/Melacon/WirelessTransportEmulator/,1457
boxes_and_arrows,"microservices, event-driven",entire+,dynamic,unnmdnwb3_dora,y,"services, steps, DBs, technologies","deployment, control_flow",uni,control_flow,URLs,y,y,medium,n,y,,"interaction_capability, functional_suitability",unnmdnwb3/dora,"rectangles, icons","gitlab, mongodb, kubernetes, prometheus",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.9207,0.0160,0.0000,59.1548,0.6264,,https://github.com/unnmdnwb3/dora/,896
boxes_and_arrows,"client-server, publish-subscribe",entire,dynamic,eProsima_Integration-Service,y,sub-systems,control_flow,"uni, bi","communication, data_flow",parameters,y,n,medium,n,y,,"functional_suitability, maintainability",eProsima/Integration-Service,rectangles,xtypes,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.6419,0.0522,0.0000,47.8936,0.2182,,https://github.com/eProsima/Integration-Service/,1405
boxes_and_arrows,client-server,entire,static,marmarek_qubes-app-u2f,y,"sub-systems, clients, data",security,bi,communication,n,y,n,medium,n,y,,"security, maintainability",marmarek/qubes-app-u2f,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.3148,0.0483,0.0000,42.0915,0.1633,,https://github.com/marmarek/qubes-app-u2f/,1048
"boxes, icons_and_arrows",rest,entire+,"static, dynamic",zmyzheng_TweetMap,y,"technologies, containers","deployment, data_flow",uni,"API_calls, data_flow",n,y,n,high,n,n,,"maintainability, functional_suitability",zmyzheng/TweetMap,icons,"angular, twitter, kubernetes, java, spring, apache, elasticsearch, kibana",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,36.8477,0.0144,0.0000,60.0380,0.7780,,https://github.com/zmyzheng/TweetMap/,991
boxes,NA,part,"static, dynamic",DevOps-Represent_devopsgirls-bootcamp-cn-2,y,"technologies, clients",deployment,NA,NA,n,n,n,high,n,y,,maintainability,DevOps-Represent/devopsgirls-bootcamp-cn-2,"rectangles, icons",aws,Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,33.3030,0.0215,0.0000,56.3411,0.6585,,https://github.com/DevOps-Represent/devopsgirls-bootcamp-cn-2/,876
UML,NA,entire,static,matryx_MatryxPlatform,n,"classes, functions",general,uni,"dependencies, inheritance, composition",n,y,n,low,n,n,,maintainability,matryx/MatryxPlatform,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.8711,0.0509,0.0000,44.7895,0.1954,,https://github.com/matryx/MatryxPlatform/,1209
boxes_and_arrows,"client-server, microservices",entire,static,NeuralDev-io_arclytics_simcct,y,"services, devices, DBs, network_components, clients, technologies",deployment,uni,communication,n,y,n,medium,n,y,,"maintainability, flexibility",NeuralDev-io/arclytics_simcct,"rectangles, icons","google, kubernetes, kibana, elasticsearch, mongodb, fluentd, redis",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.3405,0.0271,0.0000,58.6666,0.6272,,https://github.com/NeuralDev-io/arclytics_simcct/,1411
boxes,layered,entire,static,NicoJuicy_Airline-Microservices,y,layers,general,NA,NA,n,n,n,high,n,n,,maintainability,NicoJuicy/Airline-Microservices,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.0147,0.0192,89.9250,57.9452,0.7458,,https://github.com/NicoJuicy/Airline-Microservices/,1004
"boxes, icons_and_arrows",SOA,entire,static,kpantos_Azure-How-To,y,"services, network_components","deployment, connectivity","uni, bi",communication,URLs,y,y,high,n,y,,maintainability,kpantos/Azure-How-To,"rectangles, icons","skype, microsoft, azure",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.7538,0.0459,0.0000,44.2478,0.2363,,https://github.com/kpantos/Azure-How-To/,875
boxes_and_arrows,event-driven,entire+,static,libremfg_getting-started,y,"DBs, clients, technologies, bus",deployment,"bus, no",communication,n,y,n,medium,n,y,,"maintainability, security",libremfg/getting-started,"rectangles, cylinders, icons","dgraph, influxdb, grafana",,,,25.6131,0.0523,0.0000,36.4506,0.0427,,https://github.com/libremfg/getting-started/,1344
icons_and_arrows,event-driven,entire,dynamic,coverage-robot_core,y,"technologies, APIs, functions",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",coverage-robot/core,"squares, icons","aws, github",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.6066,0.0129,0.0000,63.8541,0.8285,,https://github.com/coverage-robot/core/,1364
boxes_and_arrows,pipes-and-filters,entire,dynamic,usds_justice40-tool,y,"steps, technologies, clients",data_flow,uni,"API_calls, data_flow",n,y,n,medium,n,y,,"functional_suitability, interaction_capability",usds/justice40-tool,rectangles,aws,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.6779,0.0413,0.0000,51.2824,0.3795,,https://github.com/usds/justice40-tool/,1184
boxes_and_arrows,client-server,entire,static,gustavung_Graphrec,n,"clients, servers, packages",general,"uni, bi",data_flow,n,y,n,high,n,n,,maintainability,gustavung/Graphrec,rectangles,flask,,,,40.1215,0.0099,0.0000,61.7115,0.7938,,https://github.com/gustavung/Graphrec/,1022
boxes_and_arrows,"client-server, layered, pipes-and-filters, rest",entire,"static, dynamic",hamzatugrul_surl,y,"clients, layers, DBs","connectivity, data_flow","uni, bi","communication, data_flow",miniview,y,y,high,n,y,,"security, maintainability",hamzatugrul/surl,"rectangles, cylinders, circles, squares","java, spring",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3900,0.0135,0.0000,59.0365,0.5722,,https://github.com/hamzatugrul/surl/,1174
boxes_and_arrows,client-server,entire+,dynamic,staples-sparx_Wonko,y,"clients, technologies, servers, classes",control_flow,"uni, bi",data_flow,n,y,n,medium,n,n,,maintainability,staples-sparx/Wonko,"rectangles, cylinders, circles, squares","prometheus, apache, slack",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6793,0.0146,0.0000,63.3644,0.8274,,https://github.com/staples-sparx/Wonko/,983
icons_and_arrows,event-driven,part,dynamic,Cpanchal1_Chatbot101-with-AWS-Lambda,y,"technologies, steps",control_flow,uni,control_flow,code_snippet,y,n,high,n,n,,functional_suitability,Cpanchal1/Chatbot101-with-AWS-Lambda,icons,"aws, microsoft",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,33.3690,0.0215,0.0000,57.3241,0.7136,,https://github.com/Cpanchal1/Chatbot101-with-AWS-Lambda/,634
boxes_and_arrows,NA,entire,static,davidlandry93_glo4001,y,"devices, technologies",connectivity,bi,communication,snapshots,y,n,high,n,y,"IOT, ROS",maintainability,davidlandry93/glo4001,"rectangles, squares","jupyter, python, ros",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.6302,0.0184,0.0000,57.8574,0.6570,,https://github.com/davidlandry93/glo4001/,1151
"boxes, icons_and_arrows",event-driven,entire+,dynamic,dowjones_hammer,y,"technologies, DBs, APIs, steps",control_flow,uni,"control_flow, API_calls",n,y,n,medium,n,y,,"functional_suitability, maintainability, security, performance_efficiency",dowjones/hammer,"rectangles, icons","aws, jira, slack",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.0822,0.0156,0.0000,59.8441,0.6708,,https://github.com/dowjones/hammer/,1011
icons_and_arrows,client-server,entire,dynamic,IBM_ios-mapkit-indoor-map,y,"technologies, devices",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,functional_suitability,IBM/ios-mapkit-indoor-map,"circles, icons",mongodb,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.3053,0.0107,89.9781,61.2673,0.8715,,https://github.com/IBM/ios-mapkit-indoor-map/,970
"boxes_and_arrows, icons_and_arrows",client-server,entire,dynamic,onlybakam_reinvent2022-vote-app,y,technologies,control_flow,"uni, bi",function_calls,snapshots,y,n,medium,n,y,,functional_suitability,onlybakam/reinvent2022-vote-app,"rectangles, icons",aws,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,32.9966,0.0224,0.0000,55.5121,0.6179,,https://github.com/onlybakam/reinvent2022-vote-app/,956
boxes_and_arrows,event-driven,entire,dynamic,thill_kafkacap,n,"devices, classes",data_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, reliability",thill/kafkacap,rectangles,apache,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1811,0.0138,0.0000,57.8377,0.6019,,https://github.com/thill/kafkacap/,936
boxes_and_arrows,NA,entire,dynamic,fredrikhgrelland_data-mesh,n,technologies,connectivity,uni,"communication, data_flow",URLs,y,y,high,n,n,,maintainability,fredrikhgrelland/data-mesh,rectangles,"presto, aws, minio",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.9538,0.0113,0.0000,57.3459,0.4805,,https://github.com/fredrikhgrelland/data-mesh/,1162
icons_and_arrows,NA,entire,dynamic,gregoryjohnsonjg6_angular-dotnet-core-docker,y,"containers, clients","deployment, control_flow","uni, bi",control_flow,text,y,n,high,y,n,,functional_suitability,gregoryjohnsonjg6/angular-dotnet-core-docker,icons,"docker, postgresql, nginx, dotnet, angular, pgadmin",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.6840,0.0130,0.0000,62.8061,0.8216,,https://github.com/gregoryjohnsonjg6/angular-dotnet-core-docker/,951
UML,MVC,entire,static,batatero_arquiteturaPHP00,y,"packages, classes, functions",general,uni,"inheritance, dependencies",n,y,n,low,n,y,,maintainability,batatero/arquiteturaPHP00,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9713,0.0142,0.0000,62.9123,0.8137,,https://github.com/batatero/arquiteturaPHP00/,1562
boxes_and_arrows,"client-server, SOA",entire,"static, dynamic",Speccy-Rom_SpeccyTV,n,"servers, services, APIs, DBs, technologies",data_flow,uni,"API_calls, data_flow",n,y,n,high,n,y,,"maintainability, functional_suitability",Speccy-Rom/SpeccyTV,"rectangles, cylinders","postgresql, redis, es, apache, aws",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3173,0.0153,0.0000,59.3113,0.5810,,https://github.com/Speccy-Rom/SpeccyTV/,938
boxes_and_arrows,client-server,entire,dynamic,RunnersHi_RunnersHi_Server,y,"technologies, clients",data_flow,uni,data_flow,n,y,n,high,n,y,,maintainability,RunnersHi/RunnersHi_Server,"rectangles, icons","aws, socket.io, nodejs, mysql, express",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1607,0.0138,0.0000,58.1755,0.6310,,https://github.com/RunnersHi/RunnersHi_Server/,1022
boxes_and_arrows,"client-server, P2P",entire,static,decentraland_catalyst,y,"clients, servers","deployment, connectivity","uni, bi",communication,n,y,n,medium,n,y,,"maintainability, flexibility",decentraland/catalyst,rectangles,"nginx, nats, livekit",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.4774,0.0188,0.0000,55.9947,0.5668,,https://github.com/decentraland/catalyst/,1484
boxes_and_arrows,microservices,entire+,static,DanNguyenN_CompassUTD,y,"clients, APIs, DBs, services, technologies",deployment,uni,dependencies,n,y,n,medium,n,y,,"maintainability, interaction_capability",DanNguyenN/CompassUTD,"rectangles, icons","vertexai, cloud_run",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.7296,0.0205,0.0000,57.4103,0.6139,,https://github.com/DanNguyenN/CompassUTD/,1252
"boxes_and_arrows, icons_and_arrows",NA,entire,"static, dynamic",dsc-sookmyung_2023-mention-all-SolutionChallenge,y,"technologies, containers, DBs",deployment,"uni, bi","control_flow, communication",n,y,n,high,n,y,,maintainability,dsc-sookmyung/2023-mention-all-SolutionChallenge,"rectangles, icons","github, android, ios, docker, kubernetes",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1014,0.0124,0.0000,62.4202,0.8274,,https://github.com/dsc-sookmyung/2023-mention-all-SolutionChallenge/,1037
boxes_and_arrows,NA,part,dynamic,zalando-incubator_fabric-gateway,y,"technologies, servers, services",control_flow,uni,control_flow,n,y,n,medium,y,y,,"functional_suitability, interaction_capability",zalando-incubator/fabric-gateway,"rectangles, icons",kubernetes,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.0178,0.0500,0.0000,43.2421,0.1401,,https://github.com/zalando-incubator/fabric-gateway/,1043
"boxes, icons_and_arrows",SOA,part,static,apigee_consumer-data-standards-au,y,"technologies, APIs","deployment, connectivity",uni,communication,n,y,n,medium,n,y,,maintainability,apigee/consumer-data-standards-au,"rectangles, icons",google,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5569,0.0146,0.0000,57.3745,0.7239,,https://github.com/apigee/consumer-data-standards-au/,1357
icons_and_arrows,NA,entire,static,today-real-estate_today-real-estate_front-end,y,technologies,deployment,bi,dependencies,n,y,n,high,n,n,,maintainability,today-real-estate/today-real-estate_front-end,icons,"mysql, google, gradle, spring, java, jsoup, vuejs, kakaomap",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4090,0.0134,0.0000,59.4905,0.8048,,https://github.com/today-real-estate/today-real-estate_front-end/,934
boxes_and_arrows,NA,part,dynamic,mebaysan_Modern-Data-Architecture,y,"technologies, DBs",deployment,"uni, bi",data_flow,n,y,n,high,n,y,,maintainability,mebaysan/Modern-Data-Architecture,"rectangles, icons","aws, elasticsearch, postgresql, powerbi, superset, dbt, tableau",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.4648,0.0189,0.0000,55.9781,0.4899,,https://github.com/mebaysan/Modern-Data-Architecture/,862
boxes_and_arrows,client-server,entire,static,anjuchamantha_EMonitor,y,"DBs, network_components, devices, devices, servers",connectivity,"uni, bi",communication,n,y,n,high,n,y,IOT,maintainability,anjuchamantha/EMonitor,"rectangles, squares",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7183,0.0130,0.0000,59.2673,0.6110,,https://github.com/anjuchamantha/EMonitor/,1163
boxes,layered,entire,static,zwt-sdk_zwt,y,"APIs, technologies, packages",general,NA,NA,n,n,n,high,n,n,,maintainability,zwt-sdk/zwt,rectangles,"java, android, linux, ios, windows",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.4208,0.0268,0.0000,51.6248,0.4930,,https://github.com/zwt-sdk/zwt/,1062
boxes_and_arrows,"layered, pipes-and-filters",entire,dynamic,YW-Ma_Algorithms-Visualizer,n,"APIs, technologies, DBs, sub-systems",control_flow,"uni, no","control_flow, dependencies",n,y,n,medium,n,y,,maintainability,YW-Ma/Algorithms-Visualizer,"rectangles, cylinders",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9248,0.0142,0.0000,64.0673,0.7576,,https://github.com/YW-Ma/Algorithms-Visualizer/,1423
boxes_and_arrows,pipes-and-filters,entire,dynamic,alanchn31_Movalytics-Data-Warehouse,y,"technologies, DBs, APIs, steps",data_flow,uni,data_flow,n,y,n,high,n,y,,"maintainability, functional_suitability",alanchn31/Movalytics-Data-Warehouse,"rectangles, icons","aws, apache, kaggle, fred",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8824,0.0160,0.0000,59.0775,0.6407,,https://github.com/alanchn31/Movalytics-Data-Warehouse/,1158
