Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,oneShot_claude_LLM_Clarity_Rating,oneShot_claude_LLM_Completeness_Rating,oneShot_claude_LLM_Consistency_Rating,oneShot_claude_PSNR,oneShot_claude_RMSE,oneShot_claude_SAM,oneShot_claude_SRE,oneShot_claude_SSIM,oneShot_claude_UIQ,repo_url,summary_token_count
boxes_and_arrows,client-server,part,static,padok-team_dojo-terraform-aws-security,n,"clients, servers","security, deployment, connectivity",uni,communication,,y,n,high,n,y,,security,padok-team/dojo-terraform-aws-security,"rectangles, circles",NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/padok-team/dojo-terraform-aws-security/,958
UML,NA,part,static,EOS-Nation_dfuse-docs,n,"packages, DBs, clients",general,uni,data_flow,text,y,n,medium,n,y,,"maintainability, performance_efficiency",EOS-Nation/dfuse-docs,rectangles,"aws, google, azure",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6755,0.0131,88.7718,59.8999,0.6583,-0.0016,https://github.com/EOS-Nation/dfuse-docs/,854
boxes_and_arrows,client-server,entire+,static,rackerlabs_scantron,y,"firewalls, DBs, servers, clients","performance, deployment",uni,"communication, data_flow",n,y,y,high,n,n,,"maintainability, performance_efficiency",rackerlabs/scantron,rectangles,"django, postgresql",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,25.2287,0.0548,17.4511,34.3657,0.0382,0.0006,https://github.com/rackerlabs/scantron/,1128
boxes_and_arrows,MVC,entire,static,elloza_Android-Developer-Certification,y,"features, functions, DBs, layers",general,bi,dependencies,text,y,n,medium,n,y,,maintainability,elloza/Android-Developer-Certification,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7835,0.0115,89.1872,62.3309,0.7442,0.0012,https://github.com/elloza/Android-Developer-Certification/,943
boxes_and_arrows,client-server,entire,"static, dynamic",SecHack365-Fans_PyJailBreak,y,"servers, clients","deployment, control_flow",uni,data_flow,n,y,n,high,n,y,,"maintainability, security",SecHack365-Fans/PyJailBreak,rectangles,"github, javascript, flask, python",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7715,0.0145,89.5550,57.3138,0.5426,0.0081,https://github.com/SecHack365-Fans/PyJailBreak/,1095
icons_and_arrows,layered,entire,dynamic,madderle_Capstone-Realtime-Streaming-Analytics,y,"technologies, containers",deployment,no,data_flow,n,y,n,high,n,y,,maintainability,madderle/Capstone-Realtime-Streaming-Analytics,"circles, icons, rectangles","docker, aws, twitter, mysql, tableau, sklearn",,,,NA,NA,NA,NA,NA,NA,https://github.com/madderle/Capstone-Realtime-Streaming-Analytics/,1230
UML,NA,part,dynamic,IBM_IBM-Spectrum-Scale-Security-Posture,y,"containers, technologies, clients","performance, security",uni,control_flow,n,y,n,low,n,n,,"performance_efficiency, security",IBM/IBM-Spectrum-Scale-Security-Posture,rectangles,"ssh, elasticsearch, kibana",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0547,0.0157,88.7407,56.7508,0.5553,-0.0033,https://github.com/IBM/IBM-Spectrum-Scale-Security-Posture/,844
icons_and_arrows,NA,part,dynamic,freenowtech_AndroidCI,y,"containers, technologies",deployment,uni,control_flow,n,y,n,high,n,n,,maintainability,freenowtech/AndroidCI,icons,"docker, jenkins, android",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5177,0.0119,89.7397,64.5747,0.5684,-0.0001,https://github.com/mytaxi/AndroidCI/,761
boxes_and_arrows,MVVM,part,static,linhao1998_ChatGPTClient,y,"packages, layers, DBs",general,uni,"dependencies, data_flow",n,y,n,medium,n,n,,maintainability,linhao1998/ChatGPTClient,rectangles,"sqlite, openai",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,24.9074,0.0568,10.8121,39.0215,0.0064,0.0002,https://github.com/linhao1998/ChatGPTClient/,1024
boxes_and_arrows,layered,entire+,static,zeropaper_visual-fiha,n,"layers, clients",general,bi,data_flow,n,y,y,medium,n,y,,maintainability,zeropaper/visual-fiha,rectangles,vscode,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6737,0.0147,87.0892,57.3347,0.5823,-0.0019,https://github.com/zeropaper/visual-fiha/,1169
boxes_and_arrows,publish-subscribe,entire+,dynamic,eProsima_FIWARE-SH,y,"clients, servers, sub-systems",connectivity,uni,control_flow,n,y,n,medium,n,y,,compatibility,eProsima/FIWARE-SH,rectangles,xtypes,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5674,0.0418,54.7951,54.0675,0.4284,-0.0015,https://github.com/eProsima/FIWARE-SH/,1024
boxes_and_arrows,NA,part,static,jsarcher_zilgraph,n,"DBs, sub-systems","deployment, data_flow",uni,data_flow,snapshots,y,n,medium,n,y,,functional_suitability,jsarcher/zilgraph,rectangles,"mongodb, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1102,0.0124,88.6496,58.5224,0.6761,0.0004,https://github.com/jsarcher/zilgraph/,953
boxes_and_arrows,event-driven,entire+,dynamic,jquku_Matrix-Chatbot,n,"DBs, packages, data",general,bi,data_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",jquku/Matrix-Chatbot,"rectangles, circles",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8273,0.0574,10.3392,36.4619,0.0881,-0.0008,https://github.com/jquku/Matrix-Chatbot/,938
boxes_and_arrows,NA,part,dynamic,OpiumProtocol_opium-protocol-v2,y,"sub-systems, packages",control_flow,uni,function_calls,n,y,n,medium,n,n,,"functional_suitability, maintainability",OpiumProtocol/opium-protocol-v2,rectangles,blockchain,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.9448,0.0113,89.7778,61.2498,0.6728,-0.0017,https://github.com/OpiumProtocol/opium-protocol-v2/,1336
"boxes_and_arrows, icons_and_arrows",event-driven,entire+,dynamic,nightingaleproject_Reference-Client,n,"sub-systems, DBs, clients",security,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, security",nightingaleproject/Reference-Client,"rectangles, icons",nvidia,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.7056,0.0146,87.9794,56.4378,0.5540,0.0038,https://github.com/nightingaleproject/Reference-Client/,1157
boxes_and_arrows,client-server,part,dynamic,dwt0317_Search_Adserver,y,sub-systems,control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,dwt0317/Search_Adserver,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3467,0.0152,89.0794,57.9173,0.6092,0.0025,https://github.com/dwt0317/Search_Adserver/,1069
boxes,"clean, SOA",entire,static,qaware_cloud-native-weather-javaee,y,quality-attributes,general,NA,NA,miniview,n,n,medium,n,y,,maintainability,qaware/cloud-native-weather-javaee,"rectangles, circles",postgresql,,,,NA,NA,NA,NA,NA,NA,https://github.com/qaware/cloud-native-weather-javaee/,1047
boxes_and_arrows,client-server,part,dynamic,hyper-prog_hasses,y,"clients, servers, data","deployment, data_flow",uni,data_flow,miniview,y,n,low,n,y,,"functional_suitability, maintainability",hyper-prog/hasses,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7358,0.0183,88.2233,58.0144,0.5542,0.0014,https://github.com/hyper-prog/hasses/,1098
boxes,NA,part,static,nrephi_jupyter-spark-hadoop-docker,y,"servers, DBs",deployment,no,communication,n,y,n,high,n,y,,performance_efficiency,nrephi/jupyter-spark-hadoop-docker,rectangles,"apache, jupyter",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.6253,0.0186,86.8247,55.6855,0.5593,0.0112,https://github.com/nrephi/jupyter-spark-hadoop-docker/,1086
icons_and_arrows,client-server,part,dynamic,IBM_datastax-cassandra-clickstream,y,"technologies, layers",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",IBM/datastax-cassandra-clickstream,icons,"nodejs, ibm, openshift",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.8824,0.0101,89.9542,68.3025,0.8758,0.0011,https://github.com/IBM/datastax-cassandra-clickstream/,1046
boxes_and_arrows,NA,part,static,afonsocastro_larcc_interface,y,"sub-systems, packages, functions, hardware_components",general,bi,communication,n,y,n,low,n,y,ros,maintainability,afonsocastro/larcc_interface,rectangles,ros,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,https://github.com/afonsocastro/larcc_interface/,1004
boxes_and_arrows,NA,part,dynamic,gcba-iris_iris,y,"sub-systems, communication_channels","deployment, connectivity",bi,data_flow,n,y,n,high,n,n,,compatibility,gcba-iris/iris,"rectangles, circles, hexagons, diamonds",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9113,0.0568,13.6694,33.2537,0.0698,0.0009,https://github.com/gcba-iris/iris/,887
icons_and_arrows,NA,entire,dynamic,hyeonsangjeon_AWS-LLM-SageMaker,y,"technologies, containers",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability, compatibility",hyeonsangjeon/AWS-LLM-SageMaker,icons,"aws, streamlit",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.4117,0.0478,88.7275,43.9258,0.2268,0.0035,https://github.com/hyeonsangjeon/AWS-LLM-SageMaker/,1132
boxes_and_arrows,NA,part,static,ankithans_codeX,y,functions,general,uni,"dependencies, composition",n,y,n,high,n,n,,"functional_suitability, maintainability, compatibility",ankithans/codeX,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5817,0.0118,89.3703,57.0511,0.5659,0.0005,https://github.com/ankithans/codeX/,991
icons_and_arrows,publish-subscribe,entire,"static, dynamic",marklogic_cloud-enablement-aws,y,"containers, DBs, sub-systems, technologies","deployment, performance",bi,data_flow,n,y,y,medium,n,y,,"compatibility, performance_efficiency",marklogic/cloud-enablement-aws,"rectangles, icons",aws,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1995,0.0155,88.7580,60.8941,0.6594,0.0032,https://github.com/marklogic/cloud-enablement-aws/,961
boxes_and_arrows,NA,part,dynamic,fecgov_fec-eregs,y,"sub-systems, packages","deployment, data_flow",uni,data_flow,miniview,y,n,medium,n,y,,maintainability,fecgov/fec-eregs,rectangles,"python, openfec, xml, github",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.8812,0.0128,89.5879,61.0023,0.6405,-0.0012,https://github.com/fecgov/fec-eregs/,1118
boxes_and_arrows,NA,part,dynamic,jes_autopatzer,n,"packages, hardware_components","deployment, connectivity",bi,communication,n,y,y,high,n,y,,"functional_suitability, maintainability",jes/autopatzer,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5237,0.0133,87.6611,62.0205,0.7611,-0.0003,https://github.com/jes/autopatzer/,1261
boxes_and_arrows,event-driven,part,dynamic,blockchain-signaling-system_bloss-core,y,"sub-systems, APIs",security,uni,data_flow,n,y,y,medium,n,y,blockchain,security,blockchain-signaling-system/bloss-core,rectangles,"vuejs, flask, socket.io",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.5215,0.0188,89.3797,60.7728,0.7508,0.0002,https://github.com/blockchain-signaling-system/bloss-core/,1117
"boxes_and_arrows, icons_and_arrows",layered,entire+,static,dich1_bookshelf-web,y,"technologies, containers, clients, DBs",deployment,uni,communication,n,y,n,high,n,y,,"maintainability, compatibility",dich1/bookshelf-web,"rectangles, icons","github, aws, mysql, docker, rails, circleci, nginx",,,,NA,NA,NA,NA,NA,NA,https://github.com/dich1/bookshelf-web/,894
"boxes_and_arrows, icons_and_arrows",layered,entire+,dynamic,SpektraSystems_CloudLabs-Azure,y,"containers, clients, DBs, servers, technologies, functions","deployment, security",bi,communication,snapshots,y,y,medium,n,y,,"security, compatibility",SpektraSystems/CloudLabs-Azure,"rectangles, icons",azure,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5190,0.0149,88.5607,58.5362,0.5425,0.0041,https://github.com/SpektraSystems/CloudLabs-Azure/,728
boxes_and_arrows,NA,part,dynamic,Bytom-Community_Bytom-Server,y,"DBs, network_components","performance, deployment",uni,"communication, composition",n,y,y,high,n,n,blockchain,performance_efficiency,Bytom-Community/Bytom-Server,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7221,0.0130,89.8815,57.2361,0.5775,0.0049,https://github.com/Bytom-Community/Bytom-Server/,1454
boxes_and_arrows,"layered, MVC",entire,static,mbotarro_unijobs,n,"layers, classes, DBs, servers",general,uni,"dependencies, API_calls",n,y,n,medium,n,y,,maintainability,mbotarro/unijobs,rectangles,"postgresql, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.0565,0.0396,52.6337,60.2917,0.5350,0.0003,https://github.com/mbotarro/unijobs/,1161
boxes_and_arrows,NA,entire,static,Melacon_WirelessTransportEmulator,y,"containers, sub-systems","deployment, connectivity",uni,communication,n,y,y,medium,n,y,,"flexibility, maintainability",Melacon/WirelessTransportEmulator,"rectangles, circles","docker, linux, ovs",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.7459,0.0205,87.2229,54.9314,0.5359,-0.0081,https://github.com/Melacon/WirelessTransportEmulator/,1457
boxes_and_arrows,"microservices, event-driven",entire+,dynamic,unnmdnwb3_dora,y,"services, steps, DBs, technologies","deployment, control_flow",uni,control_flow,URLs,y,y,medium,n,y,,"interaction_capability, functional_suitability",unnmdnwb3/dora,"rectangles, icons","gitlab, mongodb, kubernetes, prometheus",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3290,0.0153,89.5206,59.3585,0.6165,0.0020,https://github.com/unnmdnwb3/dora/,896
boxes_and_arrows,"client-server, publish-subscribe",entire,dynamic,eProsima_Integration-Service,y,sub-systems,control_flow,"uni, bi","communication, data_flow",parameters,y,n,medium,n,y,,"functional_suitability, maintainability",eProsima/Integration-Service,rectangles,xtypes,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.7327,0.0517,29.1495,47.9471,0.2060,0.0012,https://github.com/eProsima/Integration-Service/,1405
boxes_and_arrows,client-server,entire,static,marmarek_qubes-app-u2f,y,"sub-systems, clients, data",security,bi,communication,n,y,n,medium,n,y,,"security, maintainability",marmarek/qubes-app-u2f,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,https://github.com/marmarek/qubes-app-u2f/,1048
"boxes, icons_and_arrows",rest,entire+,"static, dynamic",zmyzheng_TweetMap,y,"technologies, containers","deployment, data_flow",uni,"API_calls, data_flow",n,y,n,high,n,n,,"maintainability, functional_suitability",zmyzheng/TweetMap,icons,"angular, twitter, kubernetes, java, spring, apache, elasticsearch, kibana",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.0424,0.0158,88.1975,59.6382,0.6740,0.0003,https://github.com/zmyzheng/TweetMap/,991
boxes,NA,part,"static, dynamic",DevOps-Represent_devopsgirls-bootcamp-cn-2,y,"technologies, clients",deployment,NA,NA,n,n,n,high,n,y,,maintainability,DevOps-Represent/devopsgirls-bootcamp-cn-2,"rectangles, icons",aws,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,33.7362,0.0206,87.4660,56.5769,0.6326,0.0034,https://github.com/DevOps-Represent/devopsgirls-bootcamp-cn-2/,876
UML,NA,entire,static,matryx_MatryxPlatform,n,"classes, functions",general,uni,"dependencies, inheritance, composition",n,y,n,low,n,n,,maintainability,matryx/MatryxPlatform,rectangles,NA,Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,NA,NA,NA,NA,NA,NA,https://github.com/matryx/MatryxPlatform/,1209
boxes_and_arrows,"client-server, microservices",entire,static,NeuralDev-io_arclytics_simcct,y,"services, devices, DBs, network_components, clients, technologies",deployment,uni,communication,n,y,n,medium,n,y,,"maintainability, flexibility",NeuralDev-io/arclytics_simcct,"rectangles, icons","google, kubernetes, kibana, elasticsearch, mongodb, fluentd, redis",,,,NA,NA,NA,NA,NA,NA,https://github.com/NeuralDev-io/arclytics_simcct/,1411
boxes,layered,entire,static,NicoJuicy_Airline-Microservices,y,layers,general,NA,NA,n,n,n,high,n,n,,maintainability,NicoJuicy/Airline-Microservices,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.4216,0.0213,89.8975,57.6429,0.6905,-0.0058,https://github.com/NicoJuicy/Airline-Microservices/,1004
"boxes, icons_and_arrows",SOA,entire,static,kpantos_Azure-How-To,y,"services, network_components","deployment, connectivity","uni, bi",communication,URLs,y,y,high,n,y,,maintainability,kpantos/Azure-How-To,"rectangles, icons","skype, microsoft, azure",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.8813,0.0453,42.3886,44.3129,0.2039,0.0023,https://github.com/kpantos/Azure-How-To/,875
boxes_and_arrows,event-driven,entire+,static,libremfg_getting-started,y,"DBs, clients, technologies, bus",deployment,"bus, no",communication,n,y,n,medium,n,y,,"maintainability, security",libremfg/getting-started,"rectangles, cylinders, icons","dgraph, influxdb, grafana",,,,NA,NA,NA,NA,NA,NA,https://github.com/libremfg/getting-started/,1344
icons_and_arrows,event-driven,entire,dynamic,coverage-robot_core,y,"technologies, APIs, functions",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",coverage-robot/core,"squares, icons","aws, github",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.0676,0.0111,89.7844,64.3555,0.7840,-0.0008,https://github.com/coverage-robot/core/,1364
boxes_and_arrows,pipes-and-filters,entire,dynamic,usds_justice40-tool,y,"steps, technologies, clients",data_flow,uni,"API_calls, data_flow",n,y,n,medium,n,y,,"functional_suitability, interaction_capability",usds/justice40-tool,rectangles,aws,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,https://github.com/usds/justice40-tool/,1184
boxes_and_arrows,client-server,entire,static,gustavung_Graphrec,n,"clients, servers, packages",general,"uni, bi",data_flow,n,y,n,high,n,n,,maintainability,gustavung/Graphrec,rectangles,flask,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.3951,0.0107,89.5220,61.3478,0.7310,-0.0010,https://github.com/gustavung/Graphrec/,1022
boxes_and_arrows,"client-server, layered, pipes-and-filters, rest",entire,"static, dynamic",hamzatugrul_surl,y,"clients, layers, DBs","connectivity, data_flow","uni, bi","communication, data_flow",miniview,y,y,high,n,y,,"security, maintainability",hamzatugrul/surl,"rectangles, cylinders, circles, squares","java, spring",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9914,0.0126,89.4069,59.3375,0.5814,0.0022,https://github.com/hamzatugrul/surl/,1174
boxes_and_arrows,client-server,entire+,dynamic,staples-sparx_Wonko,y,"clients, technologies, servers, classes",control_flow,"uni, bi",data_flow,n,y,n,medium,n,n,,maintainability,staples-sparx/Wonko,"rectangles, cylinders, circles, squares","prometheus, apache, slack",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4411,0.0151,88.7715,63.2449,0.7990,0.0005,https://github.com/staples-sparx/Wonko/,983
icons_and_arrows,event-driven,part,dynamic,Cpanchal1_Chatbot101-with-AWS-Lambda,y,"technologies, steps",control_flow,uni,control_flow,code_snippet,y,n,high,n,n,,functional_suitability,Cpanchal1/Chatbot101-with-AWS-Lambda,icons,"aws, microsoft",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,33.7745,0.0205,89.6868,57.5338,0.6670,-0.0002,https://github.com/Cpanchal1/Chatbot101-with-AWS-Lambda/,634
boxes_and_arrows,NA,entire,static,davidlandry93_glo4001,y,"devices, technologies",connectivity,bi,communication,snapshots,y,n,high,n,y,"IOT, ROS",maintainability,davidlandry93/glo4001,"rectangles, squares","jupyter, python, ros",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.3866,0.0191,89.4971,57.7345,0.6600,-0.0016,https://github.com/davidlandry93/glo4001/,1151
"boxes, icons_and_arrows",event-driven,entire+,dynamic,dowjones_hammer,y,"technologies, DBs, APIs, steps",control_flow,uni,"control_flow, API_calls",n,y,n,medium,n,y,,"functional_suitability, maintainability, security, performance_efficiency",dowjones/hammer,"rectangles, icons","aws, jira, slack",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0359,0.0141,89.1725,60.2112,0.6405,-0.0040,https://github.com/dowjones/hammer/,1011
icons_and_arrows,client-server,entire,dynamic,IBM_ios-mapkit-indoor-map,y,"technologies, devices",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,functional_suitability,IBM/ios-mapkit-indoor-map,"circles, icons",mongodb,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,41.8838,0.0081,89.9703,62.3824,0.7494,0.0000,https://github.com/IBM/ios-mapkit-indoor-map/,970
"boxes_and_arrows, icons_and_arrows",client-server,entire,dynamic,onlybakam_reinvent2022-vote-app,y,technologies,control_flow,"uni, bi",function_calls,snapshots,y,n,medium,n,y,,functional_suitability,onlybakam/reinvent2022-vote-app,"rectangles, icons",aws,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,33.3614,0.0215,88.2674,55.7044,0.5589,0.0068,https://github.com/onlybakam/reinvent2022-vote-app/,956
boxes_and_arrows,event-driven,entire,dynamic,thill_kafkacap,n,"devices, classes",data_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, reliability",thill/kafkacap,rectangles,apache,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5926,0.0118,88.3834,58.5428,0.6785,-0.0024,https://github.com/thill/kafkacap/,936
boxes_and_arrows,NA,entire,dynamic,fredrikhgrelland_data-mesh,n,technologies,connectivity,uni,"communication, data_flow",URLs,y,y,high,n,n,,maintainability,fredrikhgrelland/data-mesh,rectangles,"presto, aws, minio",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.8841,0.0101,89.9478,57.8200,0.5340,0.0160,https://github.com/fredrikhgrelland/data-mesh/,1162
icons_and_arrows,NA,entire,dynamic,gregoryjohnsonjg6_angular-dotnet-core-docker,y,"containers, clients","deployment, control_flow","uni, bi",control_flow,text,y,n,high,y,n,,functional_suitability,gregoryjohnsonjg6/angular-dotnet-core-docker,icons,"docker, postgresql, nginx, dotnet, angular, pgadmin",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3122,0.0136,89.2432,62.6236,0.7347,0.0003,https://github.com/gregoryjohnsonjg6/angular-dotnet-core-docker/,951
UML,MVC,entire,static,batatero_arquiteturaPHP00,y,"packages, classes, functions",general,uni,"inheritance, dependencies",n,y,n,low,n,y,,maintainability,batatero/arquiteturaPHP00,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9663,0.0142,88.4459,62.8965,0.7602,-0.0015,https://github.com/batatero/arquiteturaPHP00/,1562
boxes_and_arrows,"client-server, SOA",entire,"static, dynamic",Speccy-Rom_SpeccyTV,n,"servers, services, APIs, DBs, technologies",data_flow,uni,"API_calls, data_flow",n,y,n,high,n,y,,"maintainability, functional_suitability",Speccy-Rom/SpeccyTV,"rectangles, cylinders","postgresql, redis, es, apache, aws",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0020,0.0126,88.4256,60.1535,0.6163,0.0003,https://github.com/Speccy-Rom/SpeccyTV/,938
boxes_and_arrows,client-server,entire,dynamic,RunnersHi_RunnersHi_Server,y,"technologies, clients",data_flow,uni,data_flow,n,y,n,high,n,y,,maintainability,RunnersHi/RunnersHi_Server,"rectangles, icons","aws, socket.io, nodejs, mysql, express",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4095,0.0120,89.3650,58.7799,0.6532,0.0032,https://github.com/RunnersHi/RunnersHi_Server/,1022
boxes_and_arrows,"client-server, P2P",entire,static,decentraland_catalyst,y,"clients, servers","deployment, connectivity","uni, bi",communication,n,y,n,medium,n,y,,"maintainability, flexibility",decentraland/catalyst,rectangles,"nginx, nats, livekit",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,https://github.com/decentraland/catalyst/,1484
boxes_and_arrows,microservices,entire+,static,DanNguyenN_CompassUTD,y,"clients, APIs, DBs, services, technologies",deployment,uni,dependencies,n,y,n,medium,n,y,,"maintainability, interaction_capability",DanNguyenN/CompassUTD,"rectangles, icons","vertexai, cloud_run",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.2960,0.0193,85.5641,57.7391,0.6633,-0.0013,https://github.com/DanNguyenN/CompassUTD/,1252
"boxes_and_arrows, icons_and_arrows",NA,entire,"static, dynamic",dsc-sookmyung_2023-mention-all-SolutionChallenge,y,"technologies, containers, DBs",deployment,"uni, bi","control_flow, communication",n,y,n,high,n,y,,maintainability,dsc-sookmyung/2023-mention-all-SolutionChallenge,"rectangles, icons","github, android, ios, docker, kubernetes",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,39.2285,0.0109,89.2218,62.9555,0.7860,0.0033,https://github.com/dsc-sookmyung/2023-mention-all-SolutionChallenge/,1037
boxes_and_arrows,NA,part,dynamic,zalando-incubator_fabric-gateway,y,"technologies, servers, services",control_flow,uni,control_flow,n,y,n,medium,y,y,,"functional_suitability, interaction_capability",zalando-incubator/fabric-gateway,"rectangles, icons",kubernetes,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.1528,0.0492,32.6814,43.3012,0.1358,-0.0108,https://github.com/zalando-incubator/fabric-gateway/,1043
"boxes, icons_and_arrows",SOA,part,static,apigee_consumer-data-standards-au,y,"technologies, APIs","deployment, connectivity",uni,communication,n,y,n,medium,n,y,,maintainability,apigee/consumer-data-standards-au,"rectangles, icons",google,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.1704,0.0155,89.7250,57.2191,0.5739,-0.0017,https://github.com/apigee/consumer-data-standards-au/,1357
icons_and_arrows,NA,entire,static,today-real-estate_today-real-estate_front-end,y,technologies,deployment,bi,dependencies,n,y,n,high,n,n,,maintainability,today-real-estate/today-real-estate_front-end,icons,"mysql, google, gradle, spring, java, jsoup, vuejs, kakaomap",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9610,0.0126,89.7710,59.7620,0.7304,0.0024,https://github.com/today-real-estate/today-real-estate_front-end/,934
boxes_and_arrows,NA,part,dynamic,mebaysan_Modern-Data-Architecture,y,"technologies, DBs",deployment,"uni, bi",data_flow,n,y,n,high,n,y,,maintainability,mebaysan/Modern-Data-Architecture,"rectangles, icons","aws, elasticsearch, postgresql, powerbi, superset, dbt, tableau",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4617,0.0150,89.6595,56.9767,0.5154,-0.0040,https://github.com/mebaysan/Modern-Data-Architecture/,862
boxes_and_arrows,client-server,entire,static,anjuchamantha_EMonitor,y,"DBs, network_components, devices, devices, servers",connectivity,"uni, bi",communication,n,y,n,high,n,y,IOT,maintainability,anjuchamantha/EMonitor,"rectangles, squares",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0456,0.0125,89.5897,59.4707,0.6855,-0.0005,https://github.com/anjuchamantha/EMonitor/,1163
