Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,repo_url,summary_token_count,zeroShot_deepseek_LLM_Clarity_Rating,zeroShot_deepseek_LLM_Completeness_Rating,zeroShot_deepseek_LLM_Consistency_Rating,zeroShot_deepseek_PSNR,zeroShot_deepseek_RMSE,zeroShot_deepseek_SAM,zeroShot_deepseek_SRE,zeroShot_deepseek_SSIM,zeroShot_deepseek_UIQ
boxes_and_arrows,NA,entire,static,turkcellcloud_jupyter-openshift,y,"containers, sub-systems, technologies, hardware_components, clients, DBs","deployment, security",bi,data_flow,n,y,n,high,n,y,,security,turkcellcloud/jupyter-openshift,rectangles,"kubernetes, nvidia",https://github.com/vOrcunus/jupyter-openshift/,1291,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.1820,0.0195,0.0000,56.9101,0.5790,
boxes_and_arrows,client-server,part,static,padok-team_dojo-terraform-aws-security,n,"clients, servers","security, deployment, connectivity",uni,communication,,y,n,high,n,y,,security,padok-team/dojo-terraform-aws-security,"rectangles, circles",NA,https://github.com/padok-team/dojo-terraform-aws-security/,958,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8019,0.0115,0.0000,58.0961,0.5416,
UML,NA,part,static,EOS-Nation_dfuse-docs,n,"packages, DBs, clients",general,uni,data_flow,text,y,n,medium,n,y,,"maintainability, performance_efficiency",EOS-Nation/dfuse-docs,rectangles,"aws, google, azure",https://github.com/EOS-Nation/dfuse-docs/,854,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.6935,0.0130,0.0000,59.9359,0.6561,
boxes_and_arrows,client-server,entire+,static,rackerlabs_scantron,y,"firewalls, DBs, servers, clients","performance, deployment",uni,"communication, data_flow",n,y,y,high,n,n,,"maintainability, performance_efficiency",rackerlabs/scantron,rectangles,"django, postgresql",https://github.com/rackerlabs/scantron/,1128,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,24.8809,0.0570,0.0000,34.2220,0.0381,
boxes_and_arrows,MVC,entire,static,elloza_Android-Developer-Certification,y,"features, functions, DBs, layers",general,bi,dependencies,text,y,n,medium,n,y,,maintainability,elloza/Android-Developer-Certification,rectangles,NA,https://github.com/elloza/Android-Developer-Certification/,943,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1575,0.0124,0.0000,61.9973,0.6872,
boxes_and_arrows,client-server,entire,"static, dynamic",SecHack365-Fans_PyJailBreak,y,"servers, clients","deployment, control_flow",uni,data_flow,n,y,n,high,n,y,,"maintainability, security",SecHack365-Fans/PyJailBreak,rectangles,"github, javascript, flask, python",https://github.com/SecHack365-Fans/PyJailBreak/,1095,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2295,0.0135,0.0000,57.6364,0.6052,
icons_and_arrows,layered,entire,dynamic,madderle_Capstone-Realtime-Streaming-Analytics,y,"technologies, containers",deployment,no,data_flow,n,y,n,high,n,y,,maintainability,madderle/Capstone-Realtime-Streaming-Analytics,"circles, icons, rectangles","docker, aws, twitter, mysql, tableau, sklearn",https://github.com/madderle/Capstone-Realtime-Streaming-Analytics/,1230,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.5570,0.0105,0.0000,62.2433,0.7306,
UML,NA,part,dynamic,IBM_IBM-Spectrum-Scale-Security-Posture,y,"containers, technologies, clients","performance, security",uni,control_flow,n,y,n,low,n,n,,"performance_efficiency, security",IBM/IBM-Spectrum-Scale-Security-Posture,rectangles,"ssh, elasticsearch, kibana",https://github.com/IBM/IBM-Spectrum-Scale-Security-Posture/,844,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1035,0.0156,0.0000,56.7790,0.5655,
icons_and_arrows,NA,part,dynamic,freenowtech_AndroidCI,y,"containers, technologies",deployment,uni,control_flow,n,y,n,high,n,n,,maintainability,freenowtech/AndroidCI,icons,"docker, jenkins, android",https://github.com/mytaxi/AndroidCI/,761,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8971,0.0127,0.0000,64.1946,0.5450,
boxes_and_arrows,MVVM,part,static,linhao1998_ChatGPTClient,y,"packages, layers, DBs",general,uni,"dependencies, data_flow",n,y,n,medium,n,n,,maintainability,linhao1998/ChatGPTClient,rectangles,"sqlite, openai",https://github.com/linhao1998/ChatGPTClient/,1024,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,24.8909,0.0569,0.0000,39.0427,0.0055,
boxes_and_arrows,layered,entire+,static,zeropaper_visual-fiha,n,"layers, clients",general,bi,data_flow,n,y,y,medium,n,y,,maintainability,zeropaper/visual-fiha,rectangles,vscode,https://github.com/zeropaper/visual-fiha/,1169,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7388,0.0146,0.0000,57.3663,0.5401,
boxes_and_arrows,publish-subscribe,entire+,dynamic,eProsima_FIWARE-SH,y,"clients, servers, sub-systems",connectivity,uni,control_flow,n,y,n,medium,n,y,,compatibility,eProsima/FIWARE-SH,rectangles,xtypes,https://github.com/eProsima/FIWARE-SH/,1024,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.6010,0.0417,0.0000,54.0932,0.3944,
boxes_and_arrows,NA,part,static,jsarcher_zilgraph,n,"DBs, sub-systems","deployment, data_flow",uni,data_flow,snapshots,y,n,medium,n,y,,functional_suitability,jsarcher/zilgraph,rectangles,"mongodb, elasticsearch",https://github.com/jsarcher/zilgraph/,953,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.8900,0.0127,0.0000,58.4115,0.6187,
boxes_and_arrows,event-driven,entire+,dynamic,jquku_Matrix-Chatbot,n,"DBs, packages, data",general,bi,data_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",jquku/Matrix-Chatbot,"rectangles, circles",NA,https://github.com/jquku/Matrix-Chatbot/,938,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8113,0.0575,0.0000,36.4663,0.0863,
boxes_and_arrows,NA,part,dynamic,OpiumProtocol_opium-protocol-v2,y,"sub-systems, packages",control_flow,uni,function_calls,n,y,n,medium,n,n,,"functional_suitability, maintainability",OpiumProtocol/opium-protocol-v2,rectangles,blockchain,https://github.com/OpiumProtocol/opium-protocol-v2/,1336,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.1339,0.0110,0.0000,61.3452,0.7212,
"boxes_and_arrows, icons_and_arrows",event-driven,entire+,dynamic,nightingaleproject_Reference-Client,n,"sub-systems, DBs, clients",security,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, security",nightingaleproject/Reference-Client,"rectangles, icons",nvidia,https://github.com/nightingaleproject/Reference-Client/,1157,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.6168,0.0148,0.0000,56.3973,0.5401,
boxes_and_arrows,client-server,part,dynamic,dwt0317_Search_Adserver,y,sub-systems,control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,dwt0317/Search_Adserver,rectangles,NA,https://github.com/dwt0317/Search_Adserver/,1069,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3130,0.0151,0.0000,57.8949,0.5790,
boxes,"clean, SOA",entire,static,qaware_cloud-native-weather-javaee,y,quality-attributes,general,NA,NA,miniview,n,n,medium,n,y,,maintainability,qaware/cloud-native-weather-javaee,"rectangles, circles",postgresql,https://github.com/qaware/cloud-native-weather-javaee/,1047,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,25.0642,0.0557,0.0000,54.6091,0.0103,
boxes_and_arrows,client-server,part,dynamic,hyper-prog_hasses,y,"clients, servers, data","deployment, data_flow",uni,data_flow,miniview,y,n,low,n,y,,"functional_suitability, maintainability",hyper-prog/hasses,rectangles,NA,https://github.com/hyper-prog/hasses/,1098,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.0908,0.0175,0.0000,58.2004,0.6217,
boxes,NA,part,static,nrephi_jupyter-spark-hadoop-docker,y,"servers, DBs",deployment,no,communication,n,y,n,high,n,y,,performance_efficiency,nrephi/jupyter-spark-hadoop-docker,rectangles,"apache, jupyter",https://github.com/nrephi/jupyter-spark-hadoop-docker/,1086,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,29.7450,0.0312,0.0000,53.8030,0.4116,
icons_and_arrows,client-server,part,dynamic,IBM_datastax-cassandra-clickstream,y,"technologies, layers",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",IBM/datastax-cassandra-clickstream,icons,"nodejs, ibm, openshift",https://github.com/IBM/datastax-cassandra-clickstream/,1046,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.5450,0.0094,0.0000,68.6755,0.8915,
boxes_and_arrows,NA,part,static,afonsocastro_larcc_interface,y,"sub-systems, packages, functions, hardware_components",general,bi,communication,n,y,n,low,n,y,ros,maintainability,afonsocastro/larcc_interface,rectangles,ros,https://github.com/afonsocastro/larcc_interface/,1004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.7870,0.0221,0.0000,53.8120,0.3917,
boxes_and_arrows,NA,part,dynamic,gcba-iris_iris,y,"sub-systems, communication_channels","deployment, connectivity",bi,data_flow,n,y,n,high,n,n,,compatibility,gcba-iris/iris,"rectangles, circles, hexagons, diamonds",NA,https://github.com/gcba-iris/iris/,887,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8906,0.0569,0.0000,33.2547,0.0674,
icons_and_arrows,NA,entire,dynamic,hyeonsangjeon_AWS-LLM-SageMaker,y,"technologies, containers",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability, compatibility",hyeonsangjeon/AWS-LLM-SageMaker,icons,"aws, streamlit",https://github.com/hyeonsangjeon/AWS-LLM-SageMaker/,1132,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.4076,0.0478,0.0000,43.9163,0.2255,
boxes_and_arrows,NA,part,static,ankithans_codeX,y,functions,general,uni,"dependencies, composition",n,y,n,high,n,n,,"functional_suitability, maintainability, compatibility",ankithans/codeX,rectangles,NA,https://github.com/ankithans/codeX/,991,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.1129,0.0111,0.0000,57.3160,0.6134,
icons_and_arrows,publish-subscribe,entire,"static, dynamic",marklogic_cloud-enablement-aws,y,"containers, DBs, sub-systems, technologies","deployment, performance",bi,data_flow,n,y,y,medium,n,y,,"compatibility, performance_efficiency",marklogic/cloud-enablement-aws,"rectangles, icons",aws,https://github.com/marklogic/cloud-enablement-aws/,961,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.1745,0.0154,0.0000,60.8837,0.6707,
boxes_and_arrows,NA,part,dynamic,fecgov_fec-eregs,y,"sub-systems, packages","deployment, data_flow",uni,data_flow,miniview,y,n,medium,n,y,,maintainability,fecgov/fec-eregs,rectangles,"python, openfec, xml, github",https://github.com/fecgov/fec-eregs/,1118,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.5059,0.0133,0.0000,60.8077,0.6008,
boxes_and_arrows,NA,part,dynamic,jes_autopatzer,n,"packages, hardware_components","deployment, connectivity",bi,communication,n,y,y,high,n,y,,"functional_suitability, maintainability",jes/autopatzer,rectangles,NA,https://github.com/jes/autopatzer/,1261,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.4462,0.0134,0.0000,61.9836,0.7574,
boxes_and_arrows,event-driven,part,dynamic,blockchain-signaling-system_bloss-core,y,"sub-systems, APIs",security,uni,data_flow,n,y,y,medium,n,y,blockchain,security,blockchain-signaling-system/bloss-core,rectangles,"vuejs, flask, socket.io",https://github.com/blockchain-signaling-system/bloss-core/,1117,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.4625,0.0189,0.0000,60.7420,0.7575,
"boxes_and_arrows, icons_and_arrows",layered,entire+,static,dich1_bookshelf-web,y,"technologies, containers, clients, DBs",deployment,uni,communication,n,y,n,high,n,y,,"maintainability, compatibility",dich1/bookshelf-web,"rectangles, icons","github, aws, mysql, docker, rails, circleci, nginx",https://github.com/dich1/bookshelf-web/,894,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4789,0.0119,0.0000,61.4655,0.7773,
"boxes_and_arrows, icons_and_arrows",layered,entire+,dynamic,SpektraSystems_CloudLabs-Azure,y,"containers, clients, DBs, servers, technologies, functions","deployment, security",bi,communication,snapshots,y,y,medium,n,y,,"security, compatibility",SpektraSystems/CloudLabs-Azure,"rectangles, icons",azure,https://github.com/SpektraSystems/CloudLabs-Azure/,728,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2535,0.0137,0.0000,58.9243,0.6267,
boxes_and_arrows,NA,part,dynamic,Bytom-Community_Bytom-Server,y,"DBs, network_components","performance, deployment",uni,"communication, composition",n,y,y,high,n,n,blockchain,performance_efficiency,Bytom-Community/Bytom-Server,rectangles,NA,https://github.com/Bytom-Community/Bytom-Server/,1454,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5103,0.0118,0.0000,57.6475,0.6523,
boxes_and_arrows,"layered, MVC",entire,static,mbotarro_unijobs,n,"layers, classes, DBs, servers",general,uni,"dependencies, API_calls",n,y,n,medium,n,y,,maintainability,mbotarro/unijobs,rectangles,"postgresql, elasticsearch",https://github.com/mbotarro/unijobs/,1161,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,29.7143,0.0327,0.0000,60.2937,0.5400,
boxes_and_arrows,NA,entire,static,Melacon_WirelessTransportEmulator,y,"containers, sub-systems","deployment, connectivity",uni,communication,n,y,y,medium,n,y,,"flexibility, maintainability",Melacon/WirelessTransportEmulator,"rectangles, circles","docker, linux, ovs",https://github.com/Melacon/WirelessTransportEmulator/,1457,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.2099,0.0218,0.0000,54.6648,0.5069,
boxes_and_arrows,"microservices, event-driven",entire+,dynamic,unnmdnwb3_dora,y,"services, steps, DBs, technologies","deployment, control_flow",uni,control_flow,URLs,y,y,medium,n,y,,"interaction_capability, functional_suitability",unnmdnwb3/dora,"rectangles, icons","gitlab, mongodb, kubernetes, prometheus",https://github.com/unnmdnwb3/dora/,896,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1550,0.0156,0.0000,59.2716,0.6220,
boxes_and_arrows,"client-server, publish-subscribe",entire,dynamic,eProsima_Integration-Service,y,sub-systems,control_flow,"uni, bi","communication, data_flow",parameters,y,n,medium,n,y,,"functional_suitability, maintainability",eProsima/Integration-Service,rectangles,xtypes,https://github.com/eProsima/Integration-Service/,1405,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.8363,0.0511,0.0000,48.0142,0.2173,
boxes_and_arrows,client-server,entire,static,marmarek_qubes-app-u2f,y,"sub-systems, clients, data",security,bi,communication,n,y,n,medium,n,y,,"security, maintainability",marmarek/qubes-app-u2f,rectangles,NA,https://github.com/marmarek/qubes-app-u2f/,1048,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.9182,0.0506,0.0000,41.8944,0.1746,
"boxes, icons_and_arrows",rest,entire+,"static, dynamic",zmyzheng_TweetMap,y,"technologies, containers","deployment, data_flow",uni,"API_calls, data_flow",n,y,n,high,n,n,,"maintainability, functional_suitability",zmyzheng/TweetMap,icons,"angular, twitter, kubernetes, java, spring, apache, elasticsearch, kibana",https://github.com/zmyzheng/TweetMap/,991,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.7438,0.0579,0.0000,54.0040,0.0165,
boxes,NA,part,"static, dynamic",DevOps-Represent_devopsgirls-bootcamp-cn-2,y,"technologies, clients",deployment,NA,NA,n,n,n,high,n,y,,maintainability,DevOps-Represent/devopsgirls-bootcamp-cn-2,"rectangles, icons",aws,https://github.com/DevOps-Represent/devopsgirls-bootcamp-cn-2/,876,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,33.5257,0.0210,0.0000,56.4490,0.6111,
UML,NA,entire,static,matryx_MatryxPlatform,n,"classes, functions",general,uni,"dependencies, inheritance, composition",n,y,n,low,n,n,,maintainability,matryx/MatryxPlatform,rectangles,NA,https://github.com/matryx/MatryxPlatform/,1209,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.9938,0.0501,0.0000,44.8471,0.1764,
boxes_and_arrows,"client-server, microservices",entire,static,NeuralDev-io_arclytics_simcct,y,"services, devices, DBs, network_components, clients, technologies",deployment,uni,communication,n,y,n,medium,n,y,,"maintainability, flexibility",NeuralDev-io/arclytics_simcct,"rectangles, icons","google, kubernetes, kibana, elasticsearch, mongodb, fluentd, redis",https://github.com/NeuralDev-io/arclytics_simcct/,1411,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,31.4845,0.0266,0.0000,58.7343,0.6032,
boxes,layered,entire,static,NicoJuicy_Airline-Microservices,y,layers,general,NA,NA,n,n,n,high,n,n,,maintainability,NicoJuicy/Airline-Microservices,rectangles,NA,https://github.com/NicoJuicy/Airline-Microservices/,1004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.2375,0.0210,0.0000,57.5113,0.6651,
"boxes, icons_and_arrows",SOA,entire,static,kpantos_Azure-How-To,y,"services, network_components","deployment, connectivity","uni, bi",communication,URLs,y,y,high,n,y,,maintainability,kpantos/Azure-How-To,"rectangles, icons","skype, microsoft, azure",https://github.com/kpantos/Azure-How-To/,875,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.8019,0.0457,0.0000,44.2726,0.2086,
boxes_and_arrows,event-driven,entire+,static,libremfg_getting-started,y,"DBs, clients, technologies, bus",deployment,"bus, no",communication,n,y,n,medium,n,y,,"maintainability, security",libremfg/getting-started,"rectangles, cylinders, icons","dgraph, influxdb, grafana",https://github.com/libremfg/getting-started/,1344,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,25.0861,0.0556,0.0000,36.1953,0.0384,
icons_and_arrows,event-driven,entire,dynamic,coverage-robot_core,y,"technologies, APIs, functions",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",coverage-robot/core,"squares, icons","aws, github",https://github.com/coverage-robot/core/,1364,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.0769,0.0111,0.0000,64.3610,0.8108,
boxes_and_arrows,pipes-and-filters,entire,dynamic,usds_justice40-tool,y,"steps, technologies, clients",data_flow,uni,"API_calls, data_flow",n,y,n,medium,n,y,,"functional_suitability, interaction_capability",usds/justice40-tool,rectangles,aws,https://github.com/usds/justice40-tool/,1184,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.6536,0.0414,0.0000,51.2704,0.3806,
boxes_and_arrows,client-server,entire,static,gustavung_Graphrec,n,"clients, servers, packages",general,"uni, bi",data_flow,n,y,n,high,n,n,,maintainability,gustavung/Graphrec,rectangles,flask,https://github.com/gustavung/Graphrec/,1022,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,40.5884,0.0093,0.0000,61.9472,0.8058,
boxes_and_arrows,"client-server, layered, pipes-and-filters, rest",entire,"static, dynamic",hamzatugrul_surl,y,"clients, layers, DBs","connectivity, data_flow","uni, bi","communication, data_flow",miniview,y,y,high,n,y,,"security, maintainability",hamzatugrul/surl,"rectangles, cylinders, circles, squares","java, spring",https://github.com/hamzatugrul/surl/,1174,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4333,0.0120,0.0000,59.5603,0.6153,
boxes_and_arrows,client-server,entire+,dynamic,staples-sparx_Wonko,y,"clients, technologies, servers, classes",control_flow,"uni, bi",data_flow,n,y,n,medium,n,n,,maintainability,staples-sparx/Wonko,"rectangles, cylinders, circles, squares","prometheus, apache, slack",https://github.com/staples-sparx/Wonko/,983,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.0885,0.0157,0.0000,63.0542,0.8053,
icons_and_arrows,event-driven,part,dynamic,Cpanchal1_Chatbot101-with-AWS-Lambda,y,"technologies, steps",control_flow,uni,control_flow,code_snippet,y,n,high,n,n,,functional_suitability,Cpanchal1/Chatbot101-with-AWS-Lambda,icons,"aws, microsoft",https://github.com/Cpanchal1/Chatbot101-with-AWS-Lambda/,634,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,33.7902,0.0204,0.0000,57.5425,0.6739,
boxes_and_arrows,NA,entire,static,davidlandry93_glo4001,y,"devices, technologies",connectivity,bi,communication,snapshots,y,n,high,n,y,"IOT, ROS",maintainability,davidlandry93/glo4001,"rectangles, squares","jupyter, python, ros",https://github.com/davidlandry93/glo4001/,1151,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.6031,0.0185,0.0000,57.8345,0.6145,
"boxes, icons_and_arrows",event-driven,entire+,dynamic,dowjones_hammer,y,"technologies, DBs, APIs, steps",control_flow,uni,"control_flow, API_calls",n,y,n,medium,n,y,,"functional_suitability, maintainability, security, performance_efficiency",dowjones/hammer,"rectangles, icons","aws, jira, slack",https://github.com/dowjones/hammer/,1011,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0592,0.0140,0.0000,60.2200,0.6537,
icons_and_arrows,client-server,entire,dynamic,IBM_ios-mapkit-indoor-map,y,"technologies, devices",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,functional_suitability,IBM/ios-mapkit-indoor-map,"circles, icons",mongodb,https://github.com/IBM/ios-mapkit-indoor-map/,970,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,41.8477,0.0081,0.0000,62.3647,0.7507,
"boxes_and_arrows, icons_and_arrows",client-server,entire,dynamic,onlybakam_reinvent2022-vote-app,y,technologies,control_flow,"uni, bi",function_calls,snapshots,y,n,medium,n,y,,functional_suitability,onlybakam/reinvent2022-vote-app,"rectangles, icons",aws,https://github.com/onlybakam/reinvent2022-vote-app/,956,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,33.4568,0.0212,0.0000,55.7505,0.5608,
boxes_and_arrows,event-driven,entire,dynamic,thill_kafkacap,n,"devices, classes",data_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, reliability",thill/kafkacap,rectangles,apache,https://github.com/thill/kafkacap/,936,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7638,0.0129,0.0000,58.1298,0.6483,
boxes_and_arrows,NA,entire,dynamic,fredrikhgrelland_data-mesh,n,technologies,connectivity,uni,"communication, data_flow",URLs,y,y,high,n,n,,maintainability,fredrikhgrelland/data-mesh,rectangles,"presto, aws, minio",https://github.com/fredrikhgrelland/data-mesh/,1162,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8868,0.0114,0.0000,57.3128,0.4857,
icons_and_arrows,NA,entire,dynamic,gregoryjohnsonjg6_angular-dotnet-core-docker,y,"containers, clients","deployment, control_flow","uni, bi",control_flow,text,y,n,high,y,n,,functional_suitability,gregoryjohnsonjg6/angular-dotnet-core-docker,icons,"docker, postgresql, nginx, dotnet, angular, pgadmin",https://github.com/gregoryjohnsonjg6/angular-dotnet-core-docker/,951,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,37.2801,0.0136,0.0000,62.6174,0.7576,
UML,MVC,entire,static,batatero_arquiteturaPHP00,y,"packages, classes, functions",general,uni,"inheritance, dependencies",n,y,n,low,n,y,,maintainability,batatero/arquiteturaPHP00,rectangles,NA,https://github.com/batatero/arquiteturaPHP00/,1562,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8790,0.0143,0.0000,62.8477,0.7440,
boxes_and_arrows,"client-server, SOA",entire,"static, dynamic",Speccy-Rom_SpeccyTV,n,"servers, services, APIs, DBs, technologies",data_flow,uni,"API_calls, data_flow",n,y,n,high,n,y,,"maintainability, functional_suitability",Speccy-Rom/SpeccyTV,"rectangles, cylinders","postgresql, redis, es, apache, aws",https://github.com/Speccy-Rom/SpeccyTV/,938,,,,NA,NA,NA,NA,NA,NA
boxes_and_arrows,client-server,entire,dynamic,RunnersHi_RunnersHi_Server,y,"technologies, clients",data_flow,uni,data_flow,n,y,n,high,n,y,,maintainability,RunnersHi/RunnersHi_Server,"rectangles, icons","aws, socket.io, nodejs, mysql, express",https://github.com/RunnersHi/RunnersHi_Server/,1022,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.0879,0.0111,0.0000,59.1193,0.6920,
boxes_and_arrows,"client-server, P2P",entire,static,decentraland_catalyst,y,"clients, servers","deployment, connectivity","uni, bi",communication,n,y,n,medium,n,y,,"maintainability, flexibility",decentraland/catalyst,rectangles,"nginx, nats, livekit",https://github.com/decentraland/catalyst/,1484,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9256,0.0179,0.0000,56.2440,0.5778,
boxes_and_arrows,microservices,entire+,static,DanNguyenN_CompassUTD,y,"clients, APIs, DBs, services, technologies",deployment,uni,dependencies,n,y,n,medium,n,y,,"maintainability, interaction_capability",DanNguyenN/CompassUTD,"rectangles, icons","vertexai, cloud_run",https://github.com/DanNguyenN/CompassUTD/,1252,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.8320,0.0455,0.0000,53.9142,0.1905,
"boxes_and_arrows, icons_and_arrows",NA,entire,"static, dynamic",dsc-sookmyung_2023-mention-all-SolutionChallenge,y,"technologies, containers, DBs",deployment,"uni, bi","control_flow, communication",n,y,n,high,n,y,,maintainability,dsc-sookmyung/2023-mention-all-SolutionChallenge,"rectangles, icons","github, android, ios, docker, kubernetes",https://github.com/dsc-sookmyung/2023-mention-all-SolutionChallenge/,1037,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.8351,0.0128,0.0000,62.2531,0.7047,
boxes_and_arrows,NA,part,dynamic,zalando-incubator_fabric-gateway,y,"technologies, servers, services",control_flow,uni,control_flow,n,y,n,medium,y,y,,"functional_suitability, interaction_capability",zalando-incubator/fabric-gateway,"rectangles, icons",kubernetes,https://github.com/zalando-incubator/fabric-gateway/,1043,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.0575,0.0498,0.0000,43.2621,0.1802,
"boxes, icons_and_arrows",SOA,part,static,apigee_consumer-data-standards-au,y,"technologies, APIs","deployment, connectivity",uni,communication,n,y,n,medium,n,y,,maintainability,apigee/consumer-data-standards-au,"rectangles, icons",google,https://github.com/apigee/consumer-data-standards-au/,1357,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3889,0.0128,0.0000,58.3535,0.6690,
icons_and_arrows,NA,entire,static,today-real-estate_today-real-estate_front-end,y,technologies,deployment,bi,dependencies,n,y,n,high,n,n,,maintainability,today-real-estate/today-real-estate_front-end,icons,"mysql, google, gradle, spring, java, jsoup, vuejs, kakaomap",https://github.com/today-real-estate/today-real-estate_front-end/,934,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0279,0.0125,0.0000,59.7996,0.7041,
