Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,fewShot_gpt_LLM_Clarity_Rating,fewShot_gpt_LLM_Completeness_Rating,fewShot_gpt_LLM_Consistency_Rating,fewShot_gpt_PSNR,fewShot_gpt_RMSE,fewShot_gpt_SAM,fewShot_gpt_SRE,fewShot_gpt_SSIM,fewShot_gpt_UIQ,repo_url,summary_token_count
icons_and_arrows,"client-server, publish-subscribe",entire+,dynamic,Sanperolo_The-Intelligent-Bike,y,"hardware_components, servers, technologies, clients",deployment,uni,data_flow,n,y,n,high,n,n,iot,compatibility,Sanperolo/The-Intelligent-Bike,icons,"heroku, raspberry, python, django, postgresql, angular, typescript, javascript, html, css",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.6189,0.0166,88.3718,63.2913,0.7500,0.0008,https://github.com/Sanperolo/The-Intelligent-Bike/,1110
boxes_and_arrows,NA,entire,static,turkcellcloud_jupyter-openshift,y,"containers, sub-systems, technologies, hardware_components, clients, DBs","deployment, security",bi,data_flow,n,y,n,high,n,y,,security,turkcellcloud/jupyter-openshift,rectangles,"kubernetes, nvidia",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.1958,0.0195,87.5474,56.9156,0.5962,0.0109,https://github.com/vOrcunus/jupyter-openshift/,1291
boxes_and_arrows,client-server,part,static,padok-team_dojo-terraform-aws-security,n,"clients, servers","security, deployment, connectivity",uni,communication,,y,n,high,n,y,,security,padok-team/dojo-terraform-aws-security,"rectangles, circles",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.5691,0.0118,89.7466,57.9801,0.5472,-0.0007,https://github.com/padok-team/dojo-terraform-aws-security/,958
UML,NA,part,static,EOS-Nation_dfuse-docs,n,"packages, DBs, clients",general,uni,data_flow,text,y,n,medium,n,y,,"maintainability, performance_efficiency",EOS-Nation/dfuse-docs,rectangles,"aws, google, azure",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.0026,0.0141,88.7212,59.5779,0.6513,-0.0003,https://github.com/EOS-Nation/dfuse-docs/,854
boxes_and_arrows,client-server,entire+,static,rackerlabs_scantron,y,"firewalls, DBs, servers, clients","performance, deployment",uni,"communication, data_flow",n,y,y,high,n,n,,"maintainability, performance_efficiency",rackerlabs/scantron,rectangles,"django, postgresql",Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,33.5480,0.0210,1.4426,38.4091,0.6451,-0.0031,https://github.com/rackerlabs/scantron/,1128
boxes_and_arrows,MVC,entire,static,elloza_Android-Developer-Certification,y,"features, functions, DBs, layers",general,bi,dependencies,text,y,n,medium,n,y,,maintainability,elloza/Android-Developer-Certification,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2113,0.0138,89.0797,61.5344,0.6592,-0.0012,https://github.com/elloza/Android-Developer-Certification/,943
boxes_and_arrows,client-server,entire,"static, dynamic",SecHack365-Fans_PyJailBreak,y,"servers, clients","deployment, control_flow",uni,data_flow,n,y,n,high,n,y,,"maintainability, security",SecHack365-Fans/PyJailBreak,rectangles,"github, javascript, flask, python",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1918,0.0155,89.4984,57.0120,0.5172,-0.0033,https://github.com/SecHack365-Fans/PyJailBreak/,1095
icons_and_arrows,layered,entire,dynamic,madderle_Capstone-Realtime-Streaming-Analytics,y,"technologies, containers",deployment,no,data_flow,n,y,n,high,n,y,,maintainability,madderle/Capstone-Realtime-Streaming-Analytics,"circles, icons, rectangles","docker, aws, twitter, mysql, tableau, sklearn",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.5395,0.0149,89.8786,60.9220,0.6812,0.0012,https://github.com/madderle/Capstone-Realtime-Streaming-Analytics/,1230
UML,NA,part,dynamic,IBM_IBM-Spectrum-Scale-Security-Posture,y,"containers, technologies, clients","performance, security",uni,control_flow,n,y,n,low,n,n,,"performance_efficiency, security",IBM/IBM-Spectrum-Scale-Security-Posture,rectangles,"ssh, elasticsearch, kibana",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,35.1873,0.0174,88.6642,56.3414,0.5605,-0.0044,https://github.com/IBM/IBM-Spectrum-Scale-Security-Posture/,844
icons_and_arrows,NA,part,dynamic,freenowtech_AndroidCI,y,"containers, technologies",deployment,uni,control_flow,n,y,n,high,n,n,,maintainability,freenowtech/AndroidCI,icons,"docker, jenkins, android",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0123,0.0126,89.7060,64.2765,0.5627,0.0015,https://github.com/mytaxi/AndroidCI/,761
boxes_and_arrows,MVVM,part,static,linhao1998_ChatGPTClient,y,"packages, layers, DBs",general,uni,"dependencies, data_flow",n,y,n,medium,n,n,,maintainability,linhao1998/ChatGPTClient,rectangles,"sqlite, openai",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,24.8627,0.0571,10.8136,38.9995,0.0066,0.0002,https://github.com/linhao1998/ChatGPTClient/,1024
boxes_and_arrows,layered,entire+,static,zeropaper_visual-fiha,n,"layers, clients",general,bi,data_flow,n,y,y,medium,n,y,,maintainability,zeropaper/visual-fiha,rectangles,vscode,,,,NA,NA,NA,NA,NA,NA,https://github.com/zeropaper/visual-fiha/,1169
boxes_and_arrows,publish-subscribe,entire+,dynamic,eProsima_FIWARE-SH,y,"clients, servers, sub-systems",connectivity,uni,control_flow,n,y,n,medium,n,y,,compatibility,eProsima/FIWARE-SH,rectangles,xtypes,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.6066,0.0417,54.6879,54.0866,0.3795,0.0016,https://github.com/eProsima/FIWARE-SH/,1024
boxes_and_arrows,NA,part,static,jsarcher_zilgraph,n,"DBs, sub-systems","deployment, data_flow",uni,data_flow,snapshots,y,n,medium,n,y,,functional_suitability,jsarcher/zilgraph,rectangles,"mongodb, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.8427,0.0144,88.5884,57.8966,0.6125,0.0009,https://github.com/jsarcher/zilgraph/,953
boxes_and_arrows,event-driven,entire+,dynamic,jquku_Matrix-Chatbot,n,"DBs, packages, data",general,bi,data_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",jquku/Matrix-Chatbot,"rectangles, circles",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.0948,0.0556,10.3266,36.5956,0.0721,0.0005,https://github.com/jquku/Matrix-Chatbot/,938
boxes_and_arrows,NA,part,dynamic,OpiumProtocol_opium-protocol-v2,y,"sub-systems, packages",control_flow,uni,function_calls,n,y,n,medium,n,n,,"functional_suitability, maintainability",OpiumProtocol/opium-protocol-v2,rectangles,blockchain,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.8059,0.0129,89.7258,60.6784,0.6926,0.0008,https://github.com/OpiumProtocol/opium-protocol-v2/,1336
"boxes_and_arrows, icons_and_arrows",event-driven,entire+,dynamic,nightingaleproject_Reference-Client,n,"sub-systems, DBs, clients",security,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, security",nightingaleproject/Reference-Client,"rectangles, icons",nvidia,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.9178,0.0160,87.9549,56.0470,0.5688,0.0030,https://github.com/nightingaleproject/Reference-Client/,1157
boxes_and_arrows,client-server,part,dynamic,dwt0317_Search_Adserver,y,sub-systems,control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,dwt0317/Search_Adserver,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0670,0.0157,88.9721,57.7626,0.5889,0.0024,https://github.com/dwt0317/Search_Adserver/,1069
boxes,"clean, SOA",entire,static,qaware_cloud-native-weather-javaee,y,quality-attributes,general,NA,NA,miniview,n,n,medium,n,y,,maintainability,qaware/cloud-native-weather-javaee,"rectangles, circles",postgresql,,,,NA,NA,NA,NA,NA,NA,https://github.com/qaware/cloud-native-weather-javaee/,1047
boxes_and_arrows,client-server,part,dynamic,hyper-prog_hasses,y,"clients, servers, data","deployment, data_flow",uni,data_flow,miniview,y,n,low,n,y,,"functional_suitability, maintainability",hyper-prog/hasses,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3975,0.0170,88.1979,58.3304,0.6067,0.0019,https://github.com/hyper-prog/hasses/,1098
boxes,NA,part,static,nrephi_jupyter-spark-hadoop-docker,y,"servers, DBs",deployment,no,communication,n,y,n,high,n,y,,performance_efficiency,nrephi/jupyter-spark-hadoop-docker,rectangles,"apache, jupyter",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.5323,0.0188,86.8064,55.6452,0.5756,0.0194,https://github.com/nrephi/jupyter-spark-hadoop-docker/,1086
icons_and_arrows,client-server,part,dynamic,IBM_datastax-cassandra-clickstream,y,"technologies, layers",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",IBM/datastax-cassandra-clickstream,icons,"nodejs, ibm, openshift",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.7773,0.0103,89.9518,68.2505,0.8718,-0.0008,https://github.com/IBM/datastax-cassandra-clickstream/,1046
boxes_and_arrows,NA,part,static,afonsocastro_larcc_interface,y,"sub-systems, packages, functions, hardware_components",general,bi,communication,n,y,n,low,n,y,ros,maintainability,afonsocastro/larcc_interface,rectangles,ros,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,https://github.com/afonsocastro/larcc_interface/,1004
boxes_and_arrows,NA,part,dynamic,gcba-iris_iris,y,"sub-systems, communication_channels","deployment, connectivity",bi,data_flow,n,y,n,high,n,n,,compatibility,gcba-iris/iris,"rectangles, circles, hexagons, diamonds",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8910,0.0569,13.6709,33.2458,0.0782,-0.0002,https://github.com/gcba-iris/iris/,887
icons_and_arrows,NA,entire,dynamic,hyeonsangjeon_AWS-LLM-SageMaker,y,"technologies, containers",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability, compatibility",hyeonsangjeon/AWS-LLM-SageMaker,icons,"aws, streamlit",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,26.4553,0.0476,88.6422,43.9516,0.2182,0.0034,https://github.com/hyeonsangjeon/AWS-LLM-SageMaker/,1132
boxes_and_arrows,NA,part,static,ankithans_codeX,y,functions,general,uni,"dependencies, composition",n,y,n,high,n,n,,"functional_suitability, maintainability, compatibility",ankithans/codeX,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0039,0.0126,89.3293,56.7611,0.4966,0.0043,https://github.com/ankithans/codeX/,991
icons_and_arrows,publish-subscribe,entire,"static, dynamic",marklogic_cloud-enablement-aws,y,"containers, DBs, sub-systems, technologies","deployment, performance",bi,data_flow,n,y,y,medium,n,y,,"compatibility, performance_efficiency",marklogic/cloud-enablement-aws,"rectangles, icons",aws,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.4155,0.0151,88.7499,61.0101,0.6667,0.0018,https://github.com/marklogic/cloud-enablement-aws/,961
boxes_and_arrows,NA,part,dynamic,fecgov_fec-eregs,y,"sub-systems, packages","deployment, data_flow",uni,data_flow,miniview,y,n,medium,n,y,,maintainability,fecgov/fec-eregs,rectangles,"python, openfec, xml, github",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4213,0.0135,89.5689,60.7718,0.6358,0.0017,https://github.com/fecgov/fec-eregs/,1118
boxes_and_arrows,NA,part,dynamic,jes_autopatzer,n,"packages, hardware_components","deployment, connectivity",bi,communication,n,y,y,high,n,y,,"functional_suitability, maintainability",jes/autopatzer,rectangles,NA,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.8453,0.0144,87.6025,61.6812,0.7249,-0.0009,https://github.com/jes/autopatzer/,1261
boxes_and_arrows,event-driven,part,dynamic,blockchain-signaling-system_bloss-core,y,"sub-systems, APIs",security,uni,data_flow,n,y,y,medium,n,y,blockchain,security,blockchain-signaling-system/bloss-core,rectangles,"vuejs, flask, socket.io",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.5023,0.0188,89.3706,60.7632,0.7630,0.0024,https://github.com/blockchain-signaling-system/bloss-core/,1117
"boxes_and_arrows, icons_and_arrows",layered,entire+,static,dich1_bookshelf-web,y,"technologies, containers, clients, DBs",deployment,uni,communication,n,y,n,high,n,y,,"maintainability, compatibility",dich1/bookshelf-web,"rectangles, icons","github, aws, mysql, docker, rails, circleci, nginx",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.3013,0.0136,89.2963,60.8707,0.6836,-0.0040,https://github.com/dich1/bookshelf-web/,894
"boxes_and_arrows, icons_and_arrows",layered,entire+,dynamic,SpektraSystems_CloudLabs-Azure,y,"containers, clients, DBs, servers, technologies, functions","deployment, security",bi,communication,snapshots,y,y,medium,n,y,,"security, compatibility",SpektraSystems/CloudLabs-Azure,"rectangles, icons",azure,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5503,0.0167,88.5070,58.0267,0.5532,-0.0056,https://github.com/SpektraSystems/CloudLabs-Azure/,728
boxes_and_arrows,NA,part,dynamic,Bytom-Community_Bytom-Server,y,"DBs, network_components","performance, deployment",uni,"communication, composition",n,y,y,high,n,n,blockchain,performance_efficiency,Bytom-Community/Bytom-Server,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.4495,0.0120,89.9413,57.6201,0.6265,0.0004,https://github.com/Bytom-Community/Bytom-Server/,1454
boxes_and_arrows,"layered, MVC",entire,static,mbotarro_unijobs,n,"layers, classes, DBs, servers",general,uni,"dependencies, API_calls",n,y,n,medium,n,y,,maintainability,mbotarro/unijobs,rectangles,"postgresql, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.0207,0.0397,52.6167,60.2709,0.5209,-0.0003,https://github.com/mbotarro/unijobs/,1161
boxes_and_arrows,NA,entire,static,Melacon_WirelessTransportEmulator,y,"containers, sub-systems","deployment, connectivity",uni,communication,n,y,y,medium,n,y,,"flexibility, maintainability",Melacon/WirelessTransportEmulator,"rectangles, circles","docker, linux, ovs",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.2946,0.0216,87.2180,54.7065,0.4806,0.0013,https://github.com/Melacon/WirelessTransportEmulator/,1457
boxes_and_arrows,"microservices, event-driven",entire+,dynamic,unnmdnwb3_dora,y,"services, steps, DBs, technologies","deployment, control_flow",uni,control_flow,URLs,y,y,medium,n,y,,"interaction_capability, functional_suitability",unnmdnwb3/dora,"rectangles, icons","gitlab, mongodb, kubernetes, prometheus",,,,NA,NA,NA,NA,NA,NA,https://github.com/unnmdnwb3/dora/,896
boxes_and_arrows,"client-server, publish-subscribe",entire,dynamic,eProsima_Integration-Service,y,sub-systems,control_flow,"uni, bi","communication, data_flow",parameters,y,n,medium,n,y,,"functional_suitability, maintainability",eProsima/Integration-Service,rectangles,xtypes,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.7481,0.0516,29.1616,47.9600,0.2241,0.0002,https://github.com/eProsima/Integration-Service/,1405
boxes_and_arrows,client-server,entire,static,marmarek_qubes-app-u2f,y,"sub-systems, clients, data",security,bi,communication,n,y,n,medium,n,y,,"security, maintainability",marmarek/qubes-app-u2f,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,https://github.com/marmarek/qubes-app-u2f/,1048
"boxes, icons_and_arrows",rest,entire+,"static, dynamic",zmyzheng_TweetMap,y,"technologies, containers","deployment, data_flow",uni,"API_calls, data_flow",n,y,n,high,n,n,,"maintainability, functional_suitability",zmyzheng/TweetMap,icons,"angular, twitter, kubernetes, java, spring, apache, elasticsearch, kibana",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,36.4077,0.0151,88.1680,59.8151,0.6800,0.0005,https://github.com/zmyzheng/TweetMap/,991
boxes,NA,part,"static, dynamic",DevOps-Represent_devopsgirls-bootcamp-cn-2,y,"technologies, clients",deployment,NA,NA,n,n,n,high,n,y,,maintainability,DevOps-Represent/devopsgirls-bootcamp-cn-2,"rectangles, icons",aws,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,33.3525,0.0215,87.4424,56.3804,0.6069,0.0020,https://github.com/DevOps-Represent/devopsgirls-bootcamp-cn-2/,876
UML,NA,entire,static,matryx_MatryxPlatform,n,"classes, functions",general,uni,"dependencies, inheritance, composition",n,y,n,low,n,n,,maintainability,matryx/MatryxPlatform,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA,https://github.com/matryx/MatryxPlatform/,1209
boxes_and_arrows,"client-server, microservices",entire,static,NeuralDev-io_arclytics_simcct,y,"services, devices, DBs, network_components, clients, technologies",deployment,uni,communication,n,y,n,medium,n,y,,"maintainability, flexibility",NeuralDev-io/arclytics_simcct,"rectangles, icons","google, kubernetes, kibana, elasticsearch, mongodb, fluentd, redis",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,31.6115,0.0263,77.0443,58.8186,0.6112,-0.0057,https://github.com/NeuralDev-io/arclytics_simcct/,1411
boxes,layered,entire,static,NicoJuicy_Airline-Microservices,y,layers,general,NA,NA,n,n,n,high,n,n,,maintainability,NicoJuicy/Airline-Microservices,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.5094,0.0211,89.8443,57.6437,0.6832,0.0004,https://github.com/NicoJuicy/Airline-Microservices/,1004
"boxes, icons_and_arrows",SOA,entire,static,kpantos_Azure-How-To,y,"services, network_components","deployment, connectivity","uni, bi",communication,URLs,y,y,high,n,y,,maintainability,kpantos/Azure-How-To,"rectangles, icons","skype, microsoft, azure",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.9129,0.0451,42.3730,44.3282,0.1851,-0.0009,https://github.com/kpantos/Azure-How-To/,875
boxes_and_arrows,event-driven,entire+,static,libremfg_getting-started,y,"DBs, clients, technologies, bus",deployment,"bus, no",communication,n,y,n,medium,n,y,,"maintainability, security",libremfg/getting-started,"rectangles, cylinders, icons","dgraph, influxdb, grafana",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.4675,0.0533,22.2665,36.3615,0.0367,0.0005,https://github.com/libremfg/getting-started/,1344
icons_and_arrows,event-driven,entire,dynamic,coverage-robot_core,y,"technologies, APIs, functions",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",coverage-robot/core,"squares, icons","aws, github",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.6129,0.0117,89.7458,64.1225,0.7660,0.0011,https://github.com/coverage-robot/core/,1364
boxes_and_arrows,pipes-and-filters,entire,dynamic,usds_justice40-tool,y,"steps, technologies, clients",data_flow,uni,"API_calls, data_flow",n,y,n,medium,n,y,,"functional_suitability, interaction_capability",usds/justice40-tool,rectangles,aws,Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,NA,NA,NA,NA,NA,NA,https://github.com/usds/justice40-tool/,1184
boxes_and_arrows,client-server,entire,static,gustavung_Graphrec,n,"clients, servers, packages",general,"uni, bi",data_flow,n,y,n,high,n,n,,maintainability,gustavung/Graphrec,rectangles,flask,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.5656,0.0105,89.5623,61.4331,0.7751,0.0056,https://github.com/gustavung/Graphrec/,1022
boxes_and_arrows,"client-server, layered, pipes-and-filters, rest",entire,"static, dynamic",hamzatugrul_surl,y,"clients, layers, DBs","connectivity, data_flow","uni, bi","communication, data_flow",miniview,y,y,high,n,y,,"security, maintainability",hamzatugrul/surl,"rectangles, cylinders, circles, squares","java, spring",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.4645,0.0150,89.3330,58.5802,0.5319,-0.0026,https://github.com/hamzatugrul/surl/,1174
boxes_and_arrows,client-server,entire+,dynamic,staples-sparx_Wonko,y,"clients, technologies, servers, classes",control_flow,"uni, bi",data_flow,n,y,n,medium,n,n,,maintainability,staples-sparx/Wonko,"rectangles, cylinders, circles, squares","prometheus, apache, slack",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0084,0.0141,88.8211,63.5320,0.8531,-0.0010,https://github.com/staples-sparx/Wonko/,983
icons_and_arrows,event-driven,part,dynamic,Cpanchal1_Chatbot101-with-AWS-Lambda,y,"technologies, steps",control_flow,uni,control_flow,code_snippet,y,n,high,n,n,,functional_suitability,Cpanchal1/Chatbot101-with-AWS-Lambda,icons,"aws, microsoft",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,33.3902,0.0214,89.5917,57.3394,0.6598,-0.0011,https://github.com/Cpanchal1/Chatbot101-with-AWS-Lambda/,634
boxes_and_arrows,NA,entire,static,davidlandry93_glo4001,y,"devices, technologies",connectivity,bi,communication,snapshots,y,n,high,n,y,"IOT, ROS",maintainability,davidlandry93/glo4001,"rectangles, squares","jupyter, python, ros",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.5307,0.0188,89.4438,57.7970,0.6202,0.0012,https://github.com/davidlandry93/glo4001/,1151
"boxes, icons_and_arrows",event-driven,entire+,dynamic,dowjones_hammer,y,"technologies, DBs, APIs, steps",control_flow,uni,"control_flow, API_calls",n,y,n,medium,n,y,,"functional_suitability, maintainability, security, performance_efficiency",dowjones/hammer,"rectangles, icons","aws, jira, slack",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.5527,0.0149,89.1350,59.9657,0.6377,0.0009,https://github.com/dowjones/hammer/,1011
icons_and_arrows,client-server,entire,dynamic,IBM_ios-mapkit-indoor-map,y,"technologies, devices",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,functional_suitability,IBM/ios-mapkit-indoor-map,"circles, icons",mongodb,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,42.1403,0.0078,89.9661,62.5103,0.8188,-0.0006,https://github.com/IBM/ios-mapkit-indoor-map/,970
"boxes_and_arrows, icons_and_arrows",client-server,entire,dynamic,onlybakam_reinvent2022-vote-app,y,technologies,control_flow,"uni, bi",function_calls,snapshots,y,n,medium,n,y,,functional_suitability,onlybakam/reinvent2022-vote-app,"rectangles, icons",aws,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,33.3280,0.0216,88.1828,55.6864,0.5770,-0.0032,https://github.com/onlybakam/reinvent2022-vote-app/,956
boxes_and_arrows,event-driven,entire,dynamic,thill_kafkacap,n,"devices, classes",data_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, reliability",thill/kafkacap,rectangles,apache,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0784,0.0125,88.3804,58.2856,0.6598,-0.0034,https://github.com/thill/kafkacap/,936
boxes_and_arrows,NA,entire,dynamic,fredrikhgrelland_data-mesh,n,technologies,connectivity,uni,"communication, data_flow",URLs,y,y,high,n,n,,maintainability,fredrikhgrelland/data-mesh,rectangles,"presto, aws, minio",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.8360,0.0114,89.8888,57.2880,0.5291,0.0023,https://github.com/fredrikhgrelland/data-mesh/,1162
icons_and_arrows,NA,entire,dynamic,gregoryjohnsonjg6_angular-dotnet-core-docker,y,"containers, clients","deployment, control_flow","uni, bi",control_flow,text,y,n,high,y,n,,functional_suitability,gregoryjohnsonjg6/angular-dotnet-core-docker,icons,"docker, postgresql, nginx, dotnet, angular, pgadmin",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9229,0.0127,89.2333,62.9460,0.7918,-0.0020,https://github.com/gregoryjohnsonjg6/angular-dotnet-core-docker/,951
UML,MVC,entire,static,batatero_arquiteturaPHP00,y,"packages, classes, functions",general,uni,"inheritance, dependencies",n,y,n,low,n,y,,maintainability,batatero/arquiteturaPHP00,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7852,0.0145,88.4487,62.8041,0.7573,-0.0008,https://github.com/batatero/arquiteturaPHP00/,1562
boxes_and_arrows,"client-server, SOA",entire,"static, dynamic",Speccy-Rom_SpeccyTV,n,"servers, services, APIs, DBs, technologies",data_flow,uni,"API_calls, data_flow",n,y,n,high,n,y,,"maintainability, functional_suitability",Speccy-Rom/SpeccyTV,"rectangles, cylinders","postgresql, redis, es, apache, aws",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,38.3942,0.0120,88.4058,60.3495,0.6736,0.0036,https://github.com/Speccy-Rom/SpeccyTV/,938
boxes_and_arrows,client-server,entire,dynamic,RunnersHi_RunnersHi_Server,y,"technologies, clients",data_flow,uni,data_flow,n,y,n,high,n,y,,maintainability,RunnersHi/RunnersHi_Server,"rectangles, icons","aws, socket.io, nodejs, mysql, express",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,38.1430,0.0124,89.3850,58.6465,0.6453,-0.0007,https://github.com/RunnersHi/RunnersHi_Server/,1022
boxes_and_arrows,"client-server, P2P",entire,static,decentraland_catalyst,y,"clients, servers","deployment, connectivity","uni, bi",communication,n,y,n,medium,n,y,,"maintainability, flexibility",decentraland/catalyst,rectangles,"nginx, nats, livekit",,,,,,,,,,https://github.com/decentraland/catalyst/,1484
boxes_and_arrows,microservices,entire+,static,DanNguyenN_CompassUTD,y,"clients, APIs, DBs, services, technologies",deployment,uni,dependencies,n,y,n,medium,n,y,,"maintainability, interaction_capability",DanNguyenN/CompassUTD,"rectangles, icons","vertexai, cloud_run",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.4120,0.0190,85.4708,57.7623,0.6482,0.0143,https://github.com/DanNguyenN/CompassUTD/,1252
"boxes_and_arrows, icons_and_arrows",NA,entire,"static, dynamic",dsc-sookmyung_2023-mention-all-SolutionChallenge,y,"technologies, containers, DBs",deployment,"uni, bi","control_flow, communication",n,y,n,high,n,y,,maintainability,dsc-sookmyung/2023-mention-all-SolutionChallenge,"rectangles, icons","github, android, ios, docker, kubernetes",,,,NA,NA,NA,NA,NA,NA,https://github.com/dsc-sookmyung/2023-mention-all-SolutionChallenge/,1037
boxes_and_arrows,NA,part,dynamic,zalando-incubator_fabric-gateway,y,"technologies, servers, services",control_flow,uni,control_flow,n,y,n,medium,y,y,,"functional_suitability, interaction_capability",zalando-incubator/fabric-gateway,"rectangles, icons",kubernetes,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.1726,0.0491,32.6753,43.3122,0.1778,0.0015,https://github.com/zalando-incubator/fabric-gateway/,1043
"boxes, icons_and_arrows",SOA,part,static,apigee_consumer-data-standards-au,y,"technologies, APIs","deployment, connectivity",uni,communication,n,y,n,medium,n,y,,maintainability,apigee/consumer-data-standards-au,"rectangles, icons",google,,,,NA,NA,NA,NA,NA,NA,https://github.com/apigee/consumer-data-standards-au/,1357
