Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,approach_deepseek_LLM_Clarity_Rating,approach_deepseek_LLM_Completeness_Rating,approach_deepseek_LLM_Consistency_Rating,approach_deepseek_PSNR,approach_deepseek_RMSE,approach_deepseek_SAM,approach_deepseek_SRE,approach_deepseek_SSIM,approach_deepseek_UIQ,repo_url,summary_token_count
boxes_and_arrows,client-server,entire+,static,rackerlabs_scantron,y,"firewalls, DBs, servers, clients","performance, deployment",uni,"communication, data_flow",n,y,y,high,n,n,,"maintainability, performance_efficiency",rackerlabs/scantron,rectangles,"django, postgresql",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,24.9221,0.0567,0.0000,34.2303,0.0437,,https://github.com/rackerlabs/scantron/,1128
boxes_and_arrows,MVC,entire,static,elloza_Android-Developer-Certification,y,"features, functions, DBs, layers",general,bi,dependencies,text,y,n,medium,n,y,,maintainability,elloza/Android-Developer-Certification,rectangles,NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/elloza/Android-Developer-Certification/,943
boxes_and_arrows,client-server,entire,"static, dynamic",SecHack365-Fans_PyJailBreak,y,"servers, clients","deployment, control_flow",uni,data_flow,n,y,n,high,n,y,,"maintainability, security",SecHack365-Fans/PyJailBreak,rectangles,"github, javascript, flask, python",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5108,0.0166,0.0000,56.6426,0.6476,,https://github.com/SecHack365-Fans/PyJailBreak/,1095
icons_and_arrows,layered,entire,dynamic,madderle_Capstone-Realtime-Streaming-Analytics,y,"technologies, containers",deployment,no,data_flow,n,y,n,high,n,y,,maintainability,madderle/Capstone-Realtime-Streaming-Analytics,"circles, icons, rectangles","docker, aws, twitter, mysql, tableau, sklearn",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2594,0.0122,0.0000,61.5773,0.7760,,https://github.com/madderle/Capstone-Realtime-Streaming-Analytics/,1230
UML,NA,part,dynamic,IBM_IBM-Spectrum-Scale-Security-Posture,y,"containers, technologies, clients","performance, security",uni,control_flow,n,y,n,low,n,n,,"performance_efficiency, security",IBM/IBM-Spectrum-Scale-Security-Posture,rectangles,"ssh, elasticsearch, kibana",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.9076,0.0160,0.0000,56.6593,0.6580,,https://github.com/IBM/IBM-Spectrum-Scale-Security-Posture/,844
icons_and_arrows,NA,part,dynamic,freenowtech_AndroidCI,y,"containers, technologies",deployment,uni,control_flow,n,y,n,high,n,n,,maintainability,freenowtech/AndroidCI,icons,"docker, jenkins, android",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.3244,0.0106,0.0000,65.1050,0.6127,,https://github.com/mytaxi/AndroidCI/,761
boxes_and_arrows,MVVM,part,static,linhao1998_ChatGPTClient,y,"packages, layers, DBs",general,uni,"dependencies, data_flow",n,y,n,medium,n,n,,maintainability,linhao1998/ChatGPTClient,rectangles,"sqlite, openai",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9566,0.0565,0.0000,39.0504,0.0071,,https://github.com/linhao1998/ChatGPTClient/,1024
boxes_and_arrows,layered,entire+,static,zeropaper_visual-fiha,n,"layers, clients",general,bi,data_flow,n,y,y,medium,n,y,,maintainability,zeropaper/visual-fiha,rectangles,vscode,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.3631,0.0171,0.0000,56.6789,0.6336,,https://github.com/zeropaper/visual-fiha/,1169
boxes_and_arrows,publish-subscribe,entire+,dynamic,eProsima_FIWARE-SH,y,"clients, servers, sub-systems",connectivity,uni,control_flow,n,y,n,medium,n,y,,compatibility,eProsima/FIWARE-SH,rectangles,xtypes,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5464,0.0419,0.0000,54.0654,0.4332,,https://github.com/eProsima/FIWARE-SH/,1024
boxes_and_arrows,NA,part,static,jsarcher_zilgraph,n,"DBs, sub-systems","deployment, data_flow",uni,data_flow,snapshots,y,n,medium,n,y,,functional_suitability,jsarcher/zilgraph,rectangles,"mongodb, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7054,0.0130,0.0000,58.3217,0.7522,,https://github.com/jsarcher/zilgraph/,953
boxes_and_arrows,event-driven,entire+,dynamic,jquku_Matrix-Chatbot,n,"DBs, packages, data",general,bi,data_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",jquku/Matrix-Chatbot,"rectangles, circles",NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.5114,0.0530,0.0000,36.8091,0.0855,,https://github.com/jquku/Matrix-Chatbot/,938
boxes_and_arrows,NA,part,dynamic,OpiumProtocol_opium-protocol-v2,y,"sub-systems, packages",control_flow,uni,function_calls,n,y,n,medium,n,n,,"functional_suitability, maintainability",OpiumProtocol/opium-protocol-v2,rectangles,blockchain,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,37.2531,0.0137,0.0000,60.4118,0.6965,,https://github.com/OpiumProtocol/opium-protocol-v2/,1336
"boxes_and_arrows, icons_and_arrows",event-driven,entire+,dynamic,nightingaleproject_Reference-Client,n,"sub-systems, DBs, clients",security,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, security",nightingaleproject/Reference-Client,"rectangles, icons",nvidia,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2902,0.0153,0.0000,56.2920,0.6860,,https://github.com/nightingaleproject/Reference-Client/,1157
boxes_and_arrows,client-server,part,dynamic,dwt0317_Search_Adserver,y,sub-systems,control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,dwt0317/Search_Adserver,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1105,0.0156,0.0000,57.6830,0.6828,,https://github.com/dwt0317/Search_Adserver/,1069
boxes,"clean, SOA",entire,static,qaware_cloud-native-weather-javaee,y,quality-attributes,general,NA,NA,miniview,n,n,medium,n,y,,maintainability,qaware/cloud-native-weather-javaee,"rectangles, circles",postgresql,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9081,0.0179,0.0000,59.6040,0.7613,,https://github.com/qaware/cloud-native-weather-javaee/,1047
boxes_and_arrows,client-server,part,dynamic,hyper-prog_hasses,y,"clients, servers, data","deployment, data_flow",uni,data_flow,miniview,y,n,low,n,y,,"functional_suitability, maintainability",hyper-prog/hasses,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.1903,0.0195,0.0000,57.7402,0.6660,,https://github.com/hyper-prog/hasses/,1098
boxes,NA,part,static,nrephi_jupyter-spark-hadoop-docker,y,"servers, DBs",deployment,no,communication,n,y,n,high,n,y,,performance_efficiency,nrephi/jupyter-spark-hadoop-docker,rectangles,"apache, jupyter",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1302,0.0174,0.0000,56.0147,0.6717,,https://github.com/nrephi/jupyter-spark-hadoop-docker/,1086
icons_and_arrows,client-server,part,dynamic,IBM_datastax-cassandra-clickstream,y,"technologies, layers",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",IBM/datastax-cassandra-clickstream,icons,"nodejs, ibm, openshift",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1958,0.0138,0.0000,66.9080,0.8901,,https://github.com/IBM/datastax-cassandra-clickstream/,1046
boxes_and_arrows,NA,part,static,afonsocastro_larcc_interface,y,"sub-systems, packages, functions, hardware_components",general,bi,communication,n,y,n,low,n,y,ros,maintainability,afonsocastro/larcc_interface,rectangles,ros,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,32.5186,0.0228,0.0000,53.6782,0.4501,,https://github.com/afonsocastro/larcc_interface/,1004
boxes_and_arrows,NA,part,dynamic,gcba-iris_iris,y,"sub-systems, communication_channels","deployment, connectivity",bi,data_flow,n,y,n,high,n,n,,compatibility,gcba-iris/iris,"rectangles, circles, hexagons, diamonds",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.0077,0.0562,0.0000,33.3163,0.0775,,https://github.com/gcba-iris/iris/,887
icons_and_arrows,NA,entire,dynamic,hyeonsangjeon_AWS-LLM-SageMaker,y,"technologies, containers",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability, compatibility",hyeonsangjeon/AWS-LLM-SageMaker,icons,"aws, streamlit",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.4218,0.0477,0.0000,43.9243,0.2628,,https://github.com/hyeonsangjeon/AWS-LLM-SageMaker/,1132
boxes_and_arrows,NA,part,static,ankithans_codeX,y,functions,general,uni,"dependencies, composition",n,y,n,high,n,n,,"functional_suitability, maintainability, compatibility",ankithans/codeX,rectangles,NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/ankithans/codeX/,991
icons_and_arrows,publish-subscribe,entire,"static, dynamic",marklogic_cloud-enablement-aws,y,"containers, DBs, sub-systems, technologies","deployment, performance",bi,data_flow,n,y,y,medium,n,y,,"compatibility, performance_efficiency",marklogic/cloud-enablement-aws,"rectangles, icons",aws,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,35.4356,0.0167,0.0000,60.6469,0.6717,,https://github.com/marklogic/cloud-enablement-aws/,961
boxes_and_arrows,NA,part,dynamic,fecgov_fec-eregs,y,"sub-systems, packages","deployment, data_flow",uni,data_flow,miniview,y,n,medium,n,y,,maintainability,fecgov/fec-eregs,rectangles,"python, openfec, xml, github",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9367,0.0142,0.0000,60.5193,0.7241,,https://github.com/fecgov/fec-eregs/,1118
boxes_and_arrows,NA,part,dynamic,jes_autopatzer,n,"packages, hardware_components","deployment, connectivity",bi,communication,n,y,y,high,n,y,,"functional_suitability, maintainability",jes/autopatzer,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1231,0.0124,0.0000,62.3288,0.8573,,https://github.com/jes/autopatzer/,1261
boxes_and_arrows,event-driven,part,dynamic,blockchain-signaling-system_bloss-core,y,"sub-systems, APIs",security,uni,data_flow,n,y,y,medium,n,y,blockchain,security,blockchain-signaling-system/bloss-core,rectangles,"vuejs, flask, socket.io",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.8265,0.0181,0.0000,60.8956,0.8074,,https://github.com/blockchain-signaling-system/bloss-core/,1117
"boxes_and_arrows, icons_and_arrows",layered,entire+,static,dich1_bookshelf-web,y,"technologies, containers, clients, DBs",deployment,uni,communication,n,y,n,high,n,y,,"maintainability, compatibility",dich1/bookshelf-web,"rectangles, icons","github, aws, mysql, docker, rails, circleci, nginx",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.3953,0.0150,0.0000,60.5202,0.7977,,https://github.com/dich1/bookshelf-web/,894
"boxes_and_arrows, icons_and_arrows",layered,entire+,dynamic,SpektraSystems_CloudLabs-Azure,y,"containers, clients, DBs, servers, technologies, functions","deployment, security",bi,communication,snapshots,y,y,medium,n,y,,"security, compatibility",SpektraSystems/CloudLabs-Azure,"rectangles, icons",azure,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1174,0.0138,0.0000,58.9017,0.6375,,https://github.com/SpektraSystems/CloudLabs-Azure/,728
boxes_and_arrows,NA,part,dynamic,Bytom-Community_Bytom-Server,y,"DBs, network_components","performance, deployment",uni,"communication, composition",n,y,y,high,n,n,blockchain,performance_efficiency,Bytom-Community/Bytom-Server,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3204,0.0121,0.0000,57.5520,0.6879,,https://github.com/Bytom-Community/Bytom-Server/,1454
boxes_and_arrows,"layered, MVC",entire,static,mbotarro_unijobs,n,"layers, classes, DBs, servers",general,uni,"dependencies, API_calls",n,y,n,medium,n,y,,maintainability,mbotarro/unijobs,rectangles,"postgresql, elasticsearch",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,29.7143,0.0327,0.0000,60.1940,0.5469,,https://github.com/mbotarro/unijobs/,1161
boxes_and_arrows,NA,entire,static,Melacon_WirelessTransportEmulator,y,"containers, sub-systems","deployment, connectivity",uni,communication,n,y,y,medium,n,y,,"flexibility, maintainability",Melacon/WirelessTransportEmulator,"rectangles, circles","docker, linux, ovs",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.3754,0.0214,0.0000,54.7561,0.5699,,https://github.com/Melacon/WirelessTransportEmulator/,1457
boxes_and_arrows,"microservices, event-driven",entire+,dynamic,unnmdnwb3_dora,y,"services, steps, DBs, technologies","deployment, control_flow",uni,control_flow,URLs,y,y,medium,n,y,,"interaction_capability, functional_suitability",unnmdnwb3/dora,"rectangles, icons","gitlab, mongodb, kubernetes, prometheus",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.2245,0.0173,0.0000,58.8649,0.6875,,https://github.com/unnmdnwb3/dora/,896
boxes_and_arrows,"client-server, publish-subscribe",entire,dynamic,eProsima_Integration-Service,y,sub-systems,control_flow,"uni, bi","communication, data_flow",parameters,y,n,medium,n,y,,"functional_suitability, maintainability",eProsima/Integration-Service,rectangles,xtypes,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.5671,0.0527,0.0000,47.8582,0.2242,,https://github.com/eProsima/Integration-Service/,1405
boxes_and_arrows,client-server,entire,static,marmarek_qubes-app-u2f,y,"sub-systems, clients, data",security,bi,communication,n,y,n,medium,n,y,,"security, maintainability",marmarek/qubes-app-u2f,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.2317,0.0488,0.0000,42.0470,0.1798,,https://github.com/marmarek/qubes-app-u2f/,1048
"boxes, icons_and_arrows",rest,entire+,"static, dynamic",zmyzheng_TweetMap,y,"technologies, containers","deployment, data_flow",uni,"API_calls, data_flow",n,y,n,high,n,n,,"maintainability, functional_suitability",zmyzheng/TweetMap,icons,"angular, twitter, kubernetes, java, spring, apache, elasticsearch, kibana",Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,36.5275,0.0149,0.0000,59.8781,0.7572,,https://github.com/zmyzheng/TweetMap/,991
boxes,NA,part,"static, dynamic",DevOps-Represent_devopsgirls-bootcamp-cn-2,y,"technologies, clients",deployment,NA,NA,n,n,n,high,n,y,,maintainability,DevOps-Represent/devopsgirls-bootcamp-cn-2,"rectangles, icons",aws,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,33.0811,0.0221,0.0000,56.2169,0.6798,,https://github.com/DevOps-Represent/devopsgirls-bootcamp-cn-2/,876
UML,NA,entire,static,matryx_MatryxPlatform,n,"classes, functions",general,uni,"dependencies, inheritance, composition",n,y,n,low,n,n,,maintainability,matryx/MatryxPlatform,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.7959,0.0513,0.0000,44.7525,0.2098,,https://github.com/matryx/MatryxPlatform/,1209
boxes_and_arrows,"client-server, microservices",entire,static,NeuralDev-io_arclytics_simcct,y,"services, devices, DBs, network_components, clients, technologies",deployment,uni,communication,n,y,n,medium,n,y,,"maintainability, flexibility",NeuralDev-io/arclytics_simcct,"rectangles, icons","google, kubernetes, kibana, elasticsearch, mongodb, fluentd, redis",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.3941,0.0269,0.0000,58.6891,0.6549,,https://github.com/NeuralDev-io/arclytics_simcct/,1411
boxes,layered,entire,static,NicoJuicy_Airline-Microservices,y,layers,general,NA,NA,n,n,n,high,n,n,,maintainability,NicoJuicy/Airline-Microservices,rectangles,NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.4021,0.0207,0.0000,57.5602,0.7516,,https://github.com/NicoJuicy/Airline-Microservices/,1004
"boxes, icons_and_arrows",SOA,entire,static,kpantos_Azure-How-To,y,"services, network_components","deployment, connectivity","uni, bi",communication,URLs,y,y,high,n,y,,maintainability,kpantos/Azure-How-To,"rectangles, icons","skype, microsoft, azure",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.5965,0.0468,0.0000,44.1691,0.2457,,https://github.com/kpantos/Azure-How-To/,875
boxes_and_arrows,event-driven,entire+,static,libremfg_getting-started,y,"DBs, clients, technologies, bus",deployment,"bus, no",communication,n,y,n,medium,n,y,,"maintainability, security",libremfg/getting-started,"rectangles, cylinders, icons","dgraph, influxdb, grafana",,,,NA,NA,NA,NA,NA,NA,https://github.com/libremfg/getting-started/,1344
icons_and_arrows,event-driven,entire,dynamic,coverage-robot_core,y,"technologies, APIs, functions",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",coverage-robot/core,"squares, icons","aws, github",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.9373,0.0125,0.0000,64.0134,0.8484,,https://github.com/coverage-robot/core/,1364
boxes_and_arrows,pipes-and-filters,entire,dynamic,usds_justice40-tool,y,"steps, technologies, clients",data_flow,uni,"API_calls, data_flow",n,y,n,medium,n,y,,"functional_suitability, interaction_capability",usds/justice40-tool,rectangles,aws,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,27.5943,0.0417,0.0000,51.2410,0.4326,,https://github.com/usds/justice40-tool/,1184
boxes_and_arrows,client-server,entire,static,gustavung_Graphrec,n,"clients, servers, packages",general,"uni, bi",data_flow,n,y,n,high,n,n,,maintainability,gustavung/Graphrec,rectangles,flask,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,39.2242,0.0109,0.0000,61.2924,0.8343,,https://github.com/gustavung/Graphrec/,1022
boxes_and_arrows,"client-server, layered, pipes-and-filters, rest",entire,"static, dynamic",hamzatugrul_surl,y,"clients, layers, DBs","connectivity, data_flow","uni, bi","communication, data_flow",miniview,y,y,high,n,y,,"security, maintainability",hamzatugrul/surl,"rectangles, cylinders, circles, squares","java, spring",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.2080,0.0123,0.0000,59.4628,0.6722,,https://github.com/hamzatugrul/surl/,1174
boxes_and_arrows,client-server,entire+,dynamic,staples-sparx_Wonko,y,"clients, technologies, servers, classes",control_flow,"uni, bi",data_flow,n,y,n,medium,n,n,,maintainability,staples-sparx/Wonko,"rectangles, cylinders, circles, squares","prometheus, apache, slack",Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,36.9934,0.0141,0.0000,63.5285,0.8819,,https://github.com/staples-sparx/Wonko/,983
icons_and_arrows,event-driven,part,dynamic,Cpanchal1_Chatbot101-with-AWS-Lambda,y,"technologies, steps",control_flow,uni,control_flow,code_snippet,y,n,high,n,n,,functional_suitability,Cpanchal1/Chatbot101-with-AWS-Lambda,icons,"aws, microsoft",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,33.4731,0.0212,0.0000,57.3782,0.7479,,https://github.com/Cpanchal1/Chatbot101-with-AWS-Lambda/,634
boxes_and_arrows,NA,entire,static,davidlandry93_glo4001,y,"devices, technologies",connectivity,bi,communication,snapshots,y,n,high,n,y,"IOT, ROS",maintainability,davidlandry93/glo4001,"rectangles, squares","jupyter, python, ros",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.9881,0.0177,0.0000,58.0099,0.7354,,https://github.com/davidlandry93/glo4001/,1151
"boxes, icons_and_arrows",event-driven,entire+,dynamic,dowjones_hammer,y,"technologies, DBs, APIs, steps",control_flow,uni,"control_flow, API_calls",n,y,n,medium,n,y,,"functional_suitability, maintainability, security, performance_efficiency",dowjones/hammer,"rectangles, icons","aws, jira, slack",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.4134,0.0150,0.0000,59.9469,0.6951,,https://github.com/dowjones/hammer/,1011
icons_and_arrows,client-server,entire,dynamic,IBM_ios-mapkit-indoor-map,y,"technologies, devices",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,functional_suitability,IBM/ios-mapkit-indoor-map,"circles, icons",mongodb,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,41.3140,0.0086,89.9801,62.1585,0.8790,,https://github.com/IBM/ios-mapkit-indoor-map/,970
"boxes_and_arrows, icons_and_arrows",client-server,entire,dynamic,onlybakam_reinvent2022-vote-app,y,technologies,control_flow,"uni, bi",function_calls,snapshots,y,n,medium,n,y,,functional_suitability,onlybakam/reinvent2022-vote-app,"rectangles, icons",aws,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.0614,0.0222,0.0000,55.5411,0.6498,,https://github.com/onlybakam/reinvent2022-vote-app/,956
boxes_and_arrows,event-driven,entire,dynamic,thill_kafkacap,n,"devices, classes",data_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, reliability",thill/kafkacap,rectangles,apache,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.2265,0.0154,0.0000,57.3609,0.7082,,https://github.com/thill/kafkacap/,936
boxes_and_arrows,NA,entire,dynamic,fredrikhgrelland_data-mesh,n,technologies,connectivity,uni,"communication, data_flow",URLs,y,y,high,n,n,,maintainability,fredrikhgrelland/data-mesh,rectangles,"presto, aws, minio",,,,NA,NA,NA,NA,NA,NA,https://github.com/fredrikhgrelland/data-mesh/,1162
icons_and_arrows,NA,entire,dynamic,gregoryjohnsonjg6_angular-dotnet-core-docker,y,"containers, clients","deployment, control_flow","uni, bi",control_flow,text,y,n,high,y,n,,functional_suitability,gregoryjohnsonjg6/angular-dotnet-core-docker,icons,"docker, postgresql, nginx, dotnet, angular, pgadmin",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.1203,0.0139,0.0000,62.5360,0.8160,,https://github.com/gregoryjohnsonjg6/angular-dotnet-core-docker/,951
UML,MVC,entire,static,batatero_arquiteturaPHP00,y,"packages, classes, functions",general,uni,"inheritance, dependencies",n,y,n,low,n,y,,maintainability,batatero/arquiteturaPHP00,rectangles,NA,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4436,0.0134,0.0000,63.1499,0.8001,,https://github.com/batatero/arquiteturaPHP00/,1562
boxes_and_arrows,"client-server, SOA",entire,"static, dynamic",Speccy-Rom_SpeccyTV,n,"servers, services, APIs, DBs, technologies",data_flow,uni,"API_calls, data_flow",n,y,n,high,n,y,,"maintainability, functional_suitability",Speccy-Rom/SpeccyTV,"rectangles, cylinders","postgresql, redis, es, apache, aws",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,37.3872,0.0135,0.0000,59.8584,0.6896,,https://github.com/Speccy-Rom/SpeccyTV/,938
boxes_and_arrows,client-server,entire,dynamic,RunnersHi_RunnersHi_Server,y,"technologies, clients",data_flow,uni,data_flow,n,y,n,high,n,y,,maintainability,RunnersHi/RunnersHi_Server,"rectangles, icons","aws, socket.io, nodejs, mysql, express",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.9479,0.0113,0.0000,59.0908,0.7379,,https://github.com/RunnersHi/RunnersHi_Server/,1022
boxes_and_arrows,"client-server, P2P",entire,static,decentraland_catalyst,y,"clients, servers","deployment, connectivity","uni, bi",communication,n,y,n,medium,n,y,,"maintainability, flexibility",decentraland/catalyst,rectangles,"nginx, nats, livekit",,,,NA,NA,NA,NA,NA,NA,https://github.com/decentraland/catalyst/,1484
boxes_and_arrows,microservices,entire+,static,DanNguyenN_CompassUTD,y,"clients, APIs, DBs, services, technologies",deployment,uni,dependencies,n,y,n,medium,n,y,,"maintainability, interaction_capability",DanNguyenN/CompassUTD,"rectangles, icons","vertexai, cloud_run",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.1482,0.0196,0.0000,57.6058,0.7016,,https://github.com/DanNguyenN/CompassUTD/,1252
"boxes_and_arrows, icons_and_arrows",NA,entire,"static, dynamic",dsc-sookmyung_2023-mention-all-SolutionChallenge,y,"technologies, containers, DBs",deployment,"uni, bi","control_flow, communication",n,y,n,high,n,y,,maintainability,dsc-sookmyung/2023-mention-all-SolutionChallenge,"rectangles, icons","github, android, ios, docker, kubernetes",Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,39.0786,0.0111,0.0000,62.8961,0.8233,,https://github.com/dsc-sookmyung/2023-mention-all-SolutionChallenge/,1037
boxes_and_arrows,NA,part,dynamic,zalando-incubator_fabric-gateway,y,"technologies, servers, services",control_flow,uni,control_flow,n,y,n,medium,y,y,,"functional_suitability, interaction_capability",zalando-incubator/fabric-gateway,"rectangles, icons",kubernetes,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.1216,0.0494,0.0000,43.2891,0.1881,,https://github.com/zalando-incubator/fabric-gateway/,1043
"boxes, icons_and_arrows",SOA,part,static,apigee_consumer-data-standards-au,y,"technologies, APIs","deployment, connectivity",uni,communication,n,y,n,medium,n,y,,maintainability,apigee/consumer-data-standards-au,"rectangles, icons",google,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.5991,0.0144,0.0000,57.4958,0.7769,,https://github.com/apigee/consumer-data-standards-au/,1357
icons_and_arrows,NA,entire,static,today-real-estate_today-real-estate_front-end,y,technologies,deployment,bi,dependencies,n,y,n,high,n,n,,maintainability,today-real-estate/today-real-estate_front-end,icons,"mysql, google, gradle, spring, java, jsoup, vuejs, kakaomap",Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.1456,0.0138,0.0000,59.3942,0.7622,,https://github.com/today-real-estate/today-real-estate_front-end/,934
boxes_and_arrows,NA,part,dynamic,mebaysan_Modern-Data-Architecture,y,"technologies, DBs",deployment,"uni, bi",data_flow,n,y,n,high,n,y,,maintainability,mebaysan/Modern-Data-Architecture,"rectangles, icons","aws, elasticsearch, postgresql, powerbi, superset, dbt, tableau",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.8905,0.0160,0.0000,56.6848,0.5806,,https://github.com/mebaysan/Modern-Data-Architecture/,862
boxes_and_arrows,client-server,entire,static,anjuchamantha_EMonitor,y,"DBs, network_components, devices, devices, servers",connectivity,"uni, bi",communication,n,y,n,high,n,y,IOT,maintainability,anjuchamantha/EMonitor,"rectangles, squares",NA,,,,NA,NA,NA,NA,NA,NA,https://github.com/anjuchamantha/EMonitor/,1163
boxes,layered,entire,static,zwt-sdk_zwt,y,"APIs, technologies, packages",general,NA,NA,n,n,n,high,n,n,,maintainability,zwt-sdk/zwt,rectangles,"java, android, linux, ios, windows",Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,31.3790,0.0269,0.0000,51.5924,0.5113,,https://github.com/zwt-sdk/zwt/,1062
boxes_and_arrows,"layered, pipes-and-filters",entire,dynamic,YW-Ma_Algorithms-Visualizer,n,"APIs, technologies, DBs, sub-systems",control_flow,"uni, no","control_flow, dependencies",n,y,n,medium,n,y,,maintainability,YW-Ma/Algorithms-Visualizer,"rectangles, cylinders",NA,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0180,0.0126,0.0000,64.6128,0.8334,,https://github.com/YW-Ma/Algorithms-Visualizer/,1423
