Architectural Notation,Architectural Styles,Architecture Scope,Behavior,Clean_Repo_Name,Colored?,Components Nature,Concern,Connectors Direction,Connectors Nature,Design Overlays,Explicit Connectors?,Explicit Ports/Interfaces?,Granularity,Legend?,Nested Components?,Notes,QAs,Repository Name,Shapes,Technologies,repo_url,summary_token_count,zero_shot_claude_3.5_sonnet_LLM_Clarity_Rating,zero_shot_claude_3.5_sonnet_LLM_Completeness_Rating,zero_shot_claude_3.5_sonnet_LLM_Consistency_Rating,zero_shot_claude_3.5_sonnet_PSNR,zero_shot_claude_3.5_sonnet_RMSE,zero_shot_claude_3.5_sonnet_SAM,zero_shot_claude_3.5_sonnet_SRE,zero_shot_claude_3.5_sonnet_SSIM,zero_shot_claude_3.5_sonnet_UIQ
boxes_and_arrows,layered,entire,static,little-hands_webdbpress-2019-10-ddd,n,"layers, sub-systems",general,uni,dependencies,n,y,n,high,n,n,,maintainability,little-hands/webdbpress-2019-10-ddd,rectangles,NA,https://github.com/little-hands/webdbpress-2019-10-ddd/,852,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.8677,0.0181,84.2750,61.2634,0.6888,0.0013
icons_and_arrows,"client-server, publish-subscribe",entire+,dynamic,Sanperolo_The-Intelligent-Bike,y,"hardware_components, servers, technologies, clients",deployment,uni,data_flow,n,y,n,high,n,n,iot,compatibility,Sanperolo/The-Intelligent-Bike,icons,"heroku, raspberry, python, django, postgresql, angular, typescript, javascript, html, css",https://github.com/Sanperolo/The-Intelligent-Bike/,1110,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.5946,0.0166,88.4597,63.2816,0.7381,-0.0000
boxes_and_arrows,NA,entire,static,turkcellcloud_jupyter-openshift,y,"containers, sub-systems, technologies, hardware_components, clients, DBs","deployment, security",bi,data_flow,n,y,n,high,n,y,,security,turkcellcloud/jupyter-openshift,rectangles,"kubernetes, nvidia",https://github.com/vOrcunus/jupyter-openshift/,1291,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.0912,0.0197,87.5417,56.8621,0.5144,0.0009
boxes_and_arrows,client-server,part,static,padok-team_dojo-terraform-aws-security,n,"clients, servers","security, deployment, connectivity",uni,communication,,y,n,high,n,y,,security,padok-team/dojo-terraform-aws-security,"rectangles, circles",NA,https://github.com/padok-team/dojo-terraform-aws-security/,958,,,,NA,NA,NA,NA,NA,NA
UML,NA,part,static,EOS-Nation_dfuse-docs,n,"packages, DBs, clients",general,uni,data_flow,text,y,n,medium,n,y,,"maintainability, performance_efficiency",EOS-Nation/dfuse-docs,rectangles,"aws, google, azure",https://github.com/EOS-Nation/dfuse-docs/,854,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7288,0.0130,88.7798,59.9402,0.6515,-0.0046
boxes_and_arrows,client-server,entire+,static,rackerlabs_scantron,y,"firewalls, DBs, servers, clients","performance, deployment",uni,"communication, data_flow",n,y,y,high,n,n,,"maintainability, performance_efficiency",rackerlabs/scantron,rectangles,"django, postgresql",https://github.com/rackerlabs/scantron/,1128,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,25.0553,0.0559,17.4422,34.2924,0.0376,-0.0013
boxes_and_arrows,MVC,entire,static,elloza_Android-Developer-Certification,y,"features, functions, DBs, layers",general,bi,dependencies,text,y,n,medium,n,y,,maintainability,elloza/Android-Developer-Certification,rectangles,NA,https://github.com/elloza/Android-Developer-Certification/,943,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.1317,0.0124,89.1365,61.9928,0.7006,-0.0032
boxes_and_arrows,client-server,entire,"static, dynamic",SecHack365-Fans_PyJailBreak,y,"servers, clients","deployment, control_flow",uni,data_flow,n,y,n,high,n,y,,"maintainability, security",SecHack365-Fans/PyJailBreak,rectangles,"github, javascript, flask, python",https://github.com/SecHack365-Fans/PyJailBreak/,1095,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,36.4120,0.0151,89.5035,57.1224,0.5421,-0.0003
icons_and_arrows,layered,entire,dynamic,madderle_Capstone-Realtime-Streaming-Analytics,y,"technologies, containers",deployment,no,data_flow,n,y,n,high,n,y,,maintainability,madderle/Capstone-Realtime-Streaming-Analytics,"circles, icons, rectangles","docker, aws, twitter, mysql, tableau, sklearn",https://github.com/madderle/Capstone-Realtime-Streaming-Analytics/,1230,,,,NA,NA,NA,NA,NA,NA
UML,NA,part,dynamic,IBM_IBM-Spectrum-Scale-Security-Posture,y,"containers, technologies, clients","performance, security",uni,control_flow,n,y,n,low,n,n,,"performance_efficiency, security",IBM/IBM-Spectrum-Scale-Security-Posture,rectangles,"ssh, elasticsearch, kibana",https://github.com/IBM/IBM-Spectrum-Scale-Security-Posture/,844,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.9049,0.0160,88.7365,56.6753,0.5235,-0.0014
icons_and_arrows,NA,part,dynamic,freenowtech_AndroidCI,y,"containers, technologies",deployment,uni,control_flow,n,y,n,high,n,n,,maintainability,freenowtech/AndroidCI,icons,"docker, jenkins, android",https://github.com/mytaxi/AndroidCI/,761,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7239,0.0116,89.7426,64.6879,0.5761,0.0007
boxes_and_arrows,MVVM,part,static,linhao1998_ChatGPTClient,y,"packages, layers, DBs",general,uni,"dependencies, data_flow",n,y,n,medium,n,n,,maintainability,linhao1998/ChatGPTClient,rectangles,"sqlite, openai",https://github.com/linhao1998/ChatGPTClient/,1024,Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,25.1595,0.0552,10.8126,39.1502,0.0063,0.0003
boxes_and_arrows,layered,entire+,static,zeropaper_visual-fiha,n,"layers, clients",general,bi,data_flow,n,y,y,medium,n,y,,maintainability,zeropaper/visual-fiha,rectangles,vscode,https://github.com/zeropaper/visual-fiha/,1169,,,,NA,NA,NA,NA,NA,NA
boxes_and_arrows,publish-subscribe,entire+,dynamic,eProsima_FIWARE-SH,y,"clients, servers, sub-systems",connectivity,uni,control_flow,n,y,n,medium,n,y,,compatibility,eProsima/FIWARE-SH,rectangles,xtypes,https://github.com/eProsima/FIWARE-SH/,1024,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,27.5613,0.0419,54.7915,54.0646,0.4232,0.0012
boxes_and_arrows,NA,part,static,jsarcher_zilgraph,n,"DBs, sub-systems","deployment, data_flow",uni,data_flow,snapshots,y,n,medium,n,y,,functional_suitability,jsarcher/zilgraph,rectangles,"mongodb, elasticsearch",https://github.com/jsarcher/zilgraph/,953,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4481,0.0134,88.6435,58.2161,0.6651,0.0011
boxes_and_arrows,event-driven,entire+,dynamic,jquku_Matrix-Chatbot,n,"DBs, packages, data",general,bi,data_flow,n,y,n,medium,n,n,,"functional_suitability, maintainability",jquku/Matrix-Chatbot,"rectangles, circles",NA,https://github.com/jquku/Matrix-Chatbot/,938,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.8392,0.0573,10.3396,36.4679,0.0892,0.0004
boxes_and_arrows,NA,part,dynamic,OpiumProtocol_opium-protocol-v2,y,"sub-systems, packages",control_flow,uni,function_calls,n,y,n,medium,n,n,,"functional_suitability, maintainability",OpiumProtocol/opium-protocol-v2,rectangles,blockchain,https://github.com/OpiumProtocol/opium-protocol-v2/,1336,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.7203,0.0116,89.7734,61.1370,0.6849,-0.0017
"boxes_and_arrows, icons_and_arrows",event-driven,entire+,dynamic,nightingaleproject_Reference-Client,n,"sub-systems, DBs, clients",security,uni,data_flow,n,y,n,medium,n,n,,"functional_suitability, security",nightingaleproject/Reference-Client,"rectangles, icons",nvidia,https://github.com/nightingaleproject/Reference-Client/,1157,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.7488,0.0145,87.9777,56.4594,0.5732,0.0009
boxes_and_arrows,client-server,part,dynamic,dwt0317_Search_Adserver,y,sub-systems,control_flow,uni,data_flow,n,y,n,high,n,n,,functional_suitability,dwt0317/Search_Adserver,rectangles,NA,https://github.com/dwt0317/Search_Adserver/,1069,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.0314,0.0158,89.0731,57.7528,0.5996,-0.0025
boxes,"clean, SOA",entire,static,qaware_cloud-native-weather-javaee,y,quality-attributes,general,NA,NA,miniview,n,n,medium,n,y,,maintainability,qaware/cloud-native-weather-javaee,"rectangles, circles",postgresql,https://github.com/qaware/cloud-native-weather-javaee/,1047,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,35.2379,0.0173,89.1532,59.7845,0.7236,-0.0001
boxes_and_arrows,client-server,part,dynamic,hyper-prog_hasses,y,"clients, servers, data","deployment, data_flow",uni,data_flow,miniview,y,n,low,n,y,,"functional_suitability, maintainability",hyper-prog/hasses,rectangles,NA,https://github.com/hyper-prog/hasses/,1098,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,34.2354,0.0194,86.1286,57.7533,0.5999,0.0060
boxes,NA,part,static,nrephi_jupyter-spark-hadoop-docker,y,"servers, DBs",deployment,no,communication,n,y,n,high,n,y,,performance_efficiency,nrephi/jupyter-spark-hadoop-docker,rectangles,"apache, jupyter",https://github.com/nrephi/jupyter-spark-hadoop-docker/,1086,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7917,0.0182,86.8633,55.7815,0.5201,-0.0047
icons_and_arrows,client-server,part,dynamic,IBM_datastax-cassandra-clickstream,y,"technologies, layers",control_flow,uni,control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",IBM/datastax-cassandra-clickstream,icons,"nodejs, ibm, openshift",https://github.com/IBM/datastax-cassandra-clickstream/,1046,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,40.3207,0.0096,89.9609,68.5244,0.8886,0.0002
boxes_and_arrows,NA,part,static,afonsocastro_larcc_interface,y,"sub-systems, packages, functions, hardware_components",general,bi,communication,n,y,n,low,n,y,ros,maintainability,afonsocastro/larcc_interface,rectangles,ros,https://github.com/afonsocastro/larcc_interface/,1004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA
boxes_and_arrows,NA,part,dynamic,gcba-iris_iris,y,"sub-systems, communication_channels","deployment, connectivity",bi,data_flow,n,y,n,high,n,n,,compatibility,gcba-iris/iris,"rectangles, circles, hexagons, diamonds",NA,https://github.com/gcba-iris/iris/,887,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,24.9450,0.0566,13.6700,33.2687,0.0686,0.0002
icons_and_arrows,NA,entire,dynamic,hyeonsangjeon_AWS-LLM-SageMaker,y,"technologies, containers",control_flow,uni,control_flow,n,y,n,medium,n,y,,"functional_suitability, maintainability, compatibility",hyeonsangjeon/AWS-LLM-SageMaker,icons,"aws, streamlit",https://github.com/hyeonsangjeon/AWS-LLM-SageMaker/,1132,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.3915,0.0479,88.6000,43.9179,0.2214,0.0007
boxes_and_arrows,NA,part,static,ankithans_codeX,y,functions,general,uni,"dependencies, composition",n,y,n,high,n,n,,"functional_suitability, maintainability, compatibility",ankithans/codeX,rectangles,NA,https://github.com/ankithans/codeX/,991,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.9310,0.0127,89.3224,56.7240,0.5312,0.0010
icons_and_arrows,publish-subscribe,entire,"static, dynamic",marklogic_cloud-enablement-aws,y,"containers, DBs, sub-systems, technologies","deployment, performance",bi,data_flow,n,y,y,medium,n,y,,"compatibility, performance_efficiency",marklogic/cloud-enablement-aws,"rectangles, icons",aws,https://github.com/marklogic/cloud-enablement-aws/,961,,,,NA,NA,NA,NA,NA,NA
boxes_and_arrows,NA,part,dynamic,fecgov_fec-eregs,y,"sub-systems, packages","deployment, data_flow",uni,data_flow,miniview,y,n,medium,n,y,,maintainability,fecgov/fec-eregs,rectangles,"python, openfec, xml, github",https://github.com/fecgov/fec-eregs/,1118,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7864,0.0129,89.6086,60.9544,0.6552,0.0016
boxes_and_arrows,NA,part,dynamic,jes_autopatzer,n,"packages, hardware_components","deployment, connectivity",bi,communication,n,y,y,high,n,y,,"functional_suitability, maintainability",jes/autopatzer,rectangles,NA,https://github.com/jes/autopatzer/,1261,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.2677,0.0137,87.6517,61.8925,0.7529,-0.0002
boxes_and_arrows,event-driven,part,dynamic,blockchain-signaling-system_bloss-core,y,"sub-systems, APIs",security,uni,data_flow,n,y,y,medium,n,y,blockchain,security,blockchain-signaling-system/bloss-core,rectangles,"vuejs, flask, socket.io",https://github.com/blockchain-signaling-system/bloss-core/,1117,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.5292,0.0188,89.3803,60.7745,0.7423,-0.0003
"boxes_and_arrows, icons_and_arrows",layered,entire+,static,dich1_bookshelf-web,y,"technologies, containers, clients, DBs",deployment,uni,communication,n,y,n,high,n,y,,"maintainability, compatibility",dich1/bookshelf-web,"rectangles, icons","github, aws, mysql, docker, rails, circleci, nginx",https://github.com/dich1/bookshelf-web/,894,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,38.3977,0.0120,89.3554,61.4208,0.7333,-0.0000
"boxes_and_arrows, icons_and_arrows",layered,entire+,dynamic,SpektraSystems_CloudLabs-Azure,y,"containers, clients, DBs, servers, technologies, functions","deployment, security",bi,communication,snapshots,y,y,medium,n,y,,"security, compatibility",SpektraSystems/CloudLabs-Azure,"rectangles, icons",azure,https://github.com/SpektraSystems/CloudLabs-Azure/,728,,,,NA,NA,NA,NA,NA,NA
boxes_and_arrows,NA,part,dynamic,Bytom-Community_Bytom-Server,y,"DBs, network_components","performance, deployment",uni,"communication, composition",n,y,y,high,n,n,blockchain,performance_efficiency,Bytom-Community/Bytom-Server,rectangles,NA,https://github.com/Bytom-Community/Bytom-Server/,1454,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.8109,0.0129,89.9253,57.2882,0.6050,0.0004
boxes_and_arrows,"layered, MVC",entire,static,mbotarro_unijobs,n,"layers, classes, DBs, servers",general,uni,"dependencies, API_calls",n,y,n,medium,n,y,,maintainability,mbotarro/unijobs,rectangles,"postgresql, elasticsearch",https://github.com/mbotarro/unijobs/,1161,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,28.4484,0.0378,52.6208,60.4935,0.5252,0.0001
boxes_and_arrows,NA,entire,static,Melacon_WirelessTransportEmulator,y,"containers, sub-systems","deployment, connectivity",uni,communication,n,y,y,medium,n,y,,"flexibility, maintainability",Melacon/WirelessTransportEmulator,"rectangles, circles","docker, linux, ovs",https://github.com/Melacon/WirelessTransportEmulator/,1457,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.3712,0.0215,87.2471,54.7486,0.5675,0.0043
boxes_and_arrows,"microservices, event-driven",entire+,dynamic,unnmdnwb3_dora,y,"services, steps, DBs, technologies","deployment, control_flow",uni,control_flow,URLs,y,y,medium,n,y,,"interaction_capability, functional_suitability",unnmdnwb3/dora,"rectangles, icons","gitlab, mongodb, kubernetes, prometheus",https://github.com/unnmdnwb3/dora/,896,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.7834,0.0162,89.4320,59.0860,0.5800,0.0025
boxes_and_arrows,"client-server, publish-subscribe",entire,dynamic,eProsima_Integration-Service,y,sub-systems,control_flow,"uni, bi","communication, data_flow",parameters,y,n,medium,n,y,,"functional_suitability, maintainability",eProsima/Integration-Service,rectangles,xtypes,https://github.com/eProsima/Integration-Service/,1405,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,25.8067,0.0512,29.1265,47.9852,0.2061,0.0015
boxes_and_arrows,client-server,entire,static,marmarek_qubes-app-u2f,y,"sub-systems, clients, data",security,bi,communication,n,y,n,medium,n,y,,"security, maintainability",marmarek/qubes-app-u2f,rectangles,NA,https://github.com/marmarek/qubes-app-u2f/,1048,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA
"boxes, icons_and_arrows",rest,entire+,"static, dynamic",zmyzheng_TweetMap,y,"technologies, containers","deployment, data_flow",uni,"API_calls, data_flow",n,y,n,high,n,n,,"maintainability, functional_suitability",zmyzheng/TweetMap,icons,"angular, twitter, kubernetes, java, spring, apache, elasticsearch, kibana",https://github.com/zmyzheng/TweetMap/,991,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,36.4067,0.0151,88.1840,59.8149,0.6669,0.0038
boxes,NA,part,"static, dynamic",DevOps-Represent_devopsgirls-bootcamp-cn-2,y,"technologies, clients",deployment,NA,NA,n,n,n,high,n,y,,maintainability,DevOps-Represent/devopsgirls-bootcamp-cn-2,"rectangles, icons",aws,https://github.com/DevOps-Represent/devopsgirls-bootcamp-cn-2/,876,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,33.2984,0.0216,87.4192,56.3568,0.5998,0.0028
UML,NA,entire,static,matryx_MatryxPlatform,n,"classes, functions",general,uni,"dependencies, inheritance, composition",n,y,n,low,n,n,,maintainability,matryx/MatryxPlatform,rectangles,NA,https://github.com/matryx/MatryxPlatform/,1209,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,NA,NA,NA,NA,NA,NA
boxes_and_arrows,"client-server, microservices",entire,static,NeuralDev-io_arclytics_simcct,y,"services, devices, DBs, network_components, clients, technologies",deployment,uni,communication,n,y,n,medium,n,y,,"maintainability, flexibility",NeuralDev-io/arclytics_simcct,"rectangles, icons","google, kubernetes, kibana, elasticsearch, mongodb, fluentd, redis",https://github.com/NeuralDev-io/arclytics_simcct/,1411,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,31.2956,0.0272,77.0413,58.6475,0.6105,0.0004
boxes,layered,entire,static,NicoJuicy_Airline-Microservices,y,layers,general,NA,NA,n,n,n,high,n,n,,maintainability,NicoJuicy/Airline-Microservices,rectangles,NA,https://github.com/NicoJuicy/Airline-Microservices/,1004,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,33.2428,0.0218,89.9015,57.5322,0.6634,-0.0027
"boxes, icons_and_arrows",SOA,entire,static,kpantos_Azure-How-To,y,"services, network_components","deployment, connectivity","uni, bi",communication,URLs,y,y,high,n,y,,maintainability,kpantos/Azure-How-To,"rectangles, icons","skype, microsoft, azure",https://github.com/kpantos/Azure-How-To/,875,,,,NA,NA,NA,NA,NA,NA
boxes_and_arrows,event-driven,entire+,static,libremfg_getting-started,y,"DBs, clients, technologies, bus",deployment,"bus, no",communication,n,y,n,medium,n,y,,"maintainability, security",libremfg/getting-started,"rectangles, cylinders, icons","dgraph, influxdb, grafana",https://github.com/libremfg/getting-started/,1344,Partially Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,25.2788,0.0545,22.2682,36.2517,0.0381,-0.0003
icons_and_arrows,event-driven,entire,dynamic,coverage-robot_core,y,"technologies, APIs, functions",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,"functional_suitability, maintainability",coverage-robot/core,"squares, icons","aws, github",https://github.com/coverage-robot/core/,1364,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.9767,0.0113,89.7810,64.3092,0.7976,0.0017
boxes_and_arrows,pipes-and-filters,entire,dynamic,usds_justice40-tool,y,"steps, technologies, clients",data_flow,uni,"API_calls, data_flow",n,y,n,medium,n,y,,"functional_suitability, interaction_capability",usds/justice40-tool,rectangles,aws,https://github.com/usds/justice40-tool/,1184,Meets Expectations,Does Not Meet Expectations,Partially Meets Expectations,NA,NA,NA,NA,NA,NA
boxes_and_arrows,client-server,entire,static,gustavung_Graphrec,n,"clients, servers, packages",general,"uni, bi",data_flow,n,y,n,high,n,n,,maintainability,gustavung/Graphrec,rectangles,flask,https://github.com/gustavung/Graphrec/,1022,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,40.2714,0.0097,89.5749,61.7864,0.7952,-0.0033
boxes_and_arrows,"client-server, layered, pipes-and-filters, rest",entire,"static, dynamic",hamzatugrul_surl,y,"clients, layers, DBs","connectivity, data_flow","uni, bi","communication, data_flow",miniview,y,y,high,n,y,,"security, maintainability",hamzatugrul/surl,"rectangles, cylinders, circles, squares","java, spring",https://github.com/hamzatugrul/surl/,1174,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.7158,0.0130,89.3938,59.1995,0.5814,-0.0044
boxes_and_arrows,client-server,entire+,dynamic,staples-sparx_Wonko,y,"clients, technologies, servers, classes",control_flow,"uni, bi",data_flow,n,y,n,medium,n,n,,maintainability,staples-sparx/Wonko,"rectangles, cylinders, circles, squares","prometheus, apache, slack",https://github.com/staples-sparx/Wonko/,983,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.1479,0.0156,88.7945,63.0971,0.8043,0.0003
icons_and_arrows,event-driven,part,dynamic,Cpanchal1_Chatbot101-with-AWS-Lambda,y,"technologies, steps",control_flow,uni,control_flow,code_snippet,y,n,high,n,n,,functional_suitability,Cpanchal1/Chatbot101-with-AWS-Lambda,icons,"aws, microsoft",https://github.com/Cpanchal1/Chatbot101-with-AWS-Lambda/,634,Partially Meets Expectations,Partially Meets Expectations,Partially Meets Expectations,33.5032,0.0211,89.6802,57.3967,0.6380,0.0008
boxes_and_arrows,NA,entire,static,davidlandry93_glo4001,y,"devices, technologies",connectivity,bi,communication,snapshots,y,n,high,n,y,"IOT, ROS",maintainability,davidlandry93/glo4001,"rectangles, squares","jupyter, python, ros",https://github.com/davidlandry93/glo4001/,1151,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.7697,0.0183,89.5206,57.9305,0.6696,-0.0023
"boxes, icons_and_arrows",event-driven,entire+,dynamic,dowjones_hammer,y,"technologies, DBs, APIs, steps",control_flow,uni,"control_flow, API_calls",n,y,n,medium,n,y,,"functional_suitability, maintainability, security, performance_efficiency",dowjones/hammer,"rectangles, icons","aws, jira, slack",https://github.com/dowjones/hammer/,1011,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.0648,0.0140,89.1753,60.2243,0.6373,-0.0015
icons_and_arrows,client-server,entire,dynamic,IBM_ios-mapkit-indoor-map,y,"technologies, devices",control_flow,"uni, bi",control_flow,n,y,n,high,n,n,,functional_suitability,IBM/ios-mapkit-indoor-map,"circles, icons",mongodb,https://github.com/IBM/ios-mapkit-indoor-map/,970,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,41.4943,0.0084,89.9654,62.1864,0.7692,-0.0012
"boxes_and_arrows, icons_and_arrows",client-server,entire,dynamic,onlybakam_reinvent2022-vote-app,y,technologies,control_flow,"uni, bi",function_calls,snapshots,y,n,medium,n,y,,functional_suitability,onlybakam/reinvent2022-vote-app,"rectangles, icons",aws,https://github.com/onlybakam/reinvent2022-vote-app/,956,Partially Meets Expectations,Partially Meets Expectations,Does Not Meet Expectations,33.2143,0.0218,88.2539,55.6300,0.5370,-0.0013
boxes_and_arrows,event-driven,entire,dynamic,thill_kafkacap,n,"devices, classes",data_flow,uni,data_flow,n,y,n,medium,n,n,,"maintainability, reliability",thill/kafkacap,rectangles,apache,https://github.com/thill/kafkacap/,936,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.3405,0.0121,88.3903,58.4168,0.6598,-0.0031
boxes_and_arrows,NA,entire,dynamic,fredrikhgrelland_data-mesh,n,technologies,connectivity,uni,"communication, data_flow",URLs,y,y,high,n,n,,maintainability,fredrikhgrelland/data-mesh,rectangles,"presto, aws, minio",https://github.com/fredrikhgrelland/data-mesh/,1162,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,39.7310,0.0103,89.9434,57.7381,0.5644,0.0118
icons_and_arrows,NA,entire,dynamic,gregoryjohnsonjg6_angular-dotnet-core-docker,y,"containers, clients","deployment, control_flow","uni, bi",control_flow,text,y,n,high,y,n,,functional_suitability,gregoryjohnsonjg6/angular-dotnet-core-docker,icons,"docker, postgresql, nginx, dotnet, angular, pgadmin",https://github.com/gregoryjohnsonjg6/angular-dotnet-core-docker/,951,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,37.4620,0.0134,89.2159,62.7038,0.7664,-0.0012
UML,MVC,entire,static,batatero_arquiteturaPHP00,y,"packages, classes, functions",general,uni,"inheritance, dependencies",n,y,n,low,n,y,,maintainability,batatero/arquiteturaPHP00,rectangles,NA,https://github.com/batatero/arquiteturaPHP00/,1562,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,36.9002,0.0143,88.4425,62.8629,0.7591,-0.0009
boxes_and_arrows,"client-server, SOA",entire,"static, dynamic",Speccy-Rom_SpeccyTV,n,"servers, services, APIs, DBs, technologies",data_flow,uni,"API_calls, data_flow",n,y,n,high,n,y,,"maintainability, functional_suitability",Speccy-Rom/SpeccyTV,"rectangles, cylinders","postgresql, redis, es, apache, aws",https://github.com/Speccy-Rom/SpeccyTV/,938,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.0799,0.0125,88.3908,60.1924,0.6813,0.0006
boxes_and_arrows,client-server,entire,dynamic,RunnersHi_RunnersHi_Server,y,"technologies, clients",data_flow,uni,data_flow,n,y,n,high,n,y,,maintainability,RunnersHi/RunnersHi_Server,"rectangles, icons","aws, socket.io, nodejs, mysql, express",https://github.com/RunnersHi/RunnersHi_Server/,1022,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,38.9063,0.0113,89.4187,59.0282,0.6178,-0.0009
boxes_and_arrows,"client-server, P2P",entire,static,decentraland_catalyst,y,"clients, servers","deployment, connectivity","uni, bi",communication,n,y,n,medium,n,y,,"maintainability, flexibility",decentraland/catalyst,rectangles,"nginx, nats, livekit",https://github.com/decentraland/catalyst/,1484,Does Not Meet Expectations,Does Not Meet Expectations,Does Not Meet Expectations,NA,NA,NA,NA,NA,NA
boxes_and_arrows,microservices,entire+,static,DanNguyenN_CompassUTD,y,"clients, APIs, DBs, services, technologies",deployment,uni,dependencies,n,y,n,medium,n,y,,"maintainability, interaction_capability",DanNguyenN/CompassUTD,"rectangles, icons","vertexai, cloud_run",https://github.com/DanNguyenN/CompassUTD/,1252,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,34.3605,0.0191,85.5626,57.7859,0.6737,0.0044
"boxes_and_arrows, icons_and_arrows",NA,entire,"static, dynamic",dsc-sookmyung_2023-mention-all-SolutionChallenge,y,"technologies, containers, DBs",deployment,"uni, bi","control_flow, communication",n,y,n,high,n,y,,maintainability,dsc-sookmyung/2023-mention-all-SolutionChallenge,"rectangles, icons","github, android, ios, docker, kubernetes",https://github.com/dsc-sookmyung/2023-mention-all-SolutionChallenge/,1037,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,35.1952,0.0174,88.4000,61.0040,0.7336,0.0008
boxes_and_arrows,NA,part,dynamic,zalando-incubator_fabric-gateway,y,"technologies, servers, services",control_flow,uni,control_flow,n,y,n,medium,y,y,,"functional_suitability, interaction_capability",zalando-incubator/fabric-gateway,"rectangles, icons",kubernetes,https://github.com/zalando-incubator/fabric-gateway/,1043,Partially Meets Expectations,Does Not Meet Expectations,Does Not Meet Expectations,26.2248,0.0488,32.6667,43.3362,0.1091,0.0002
